latitude,longitude,rain_season_mean,rain_season_sd,rain_season_min,rain_season_max,rain_14d,tmin_season_mean,tmin_season_sd,tmin_season_min,tmin_season_max,tmin_14d,tmax_season_mean,tmax_season_sd,tmax_season_min,tmax_season_max,tmax_14d,wind_season_mean,wind_season_sd,wind_season_min,wind_season_max,wind_14d,solar_season_mean,solar_season_sd,solar_season_min,solar_season_max,solar_14d,rh_season_mean,rh_season_sd,rh_season_min,rh_season_max,rh_14d,rain_season_total_mm,rain_season_total_sd,rain_m01_mean,rain_m01_sd,tmin_m01_mean,tmin_m01_sd,tmax_m01_mean,tmax_m01_sd,wind_m01_mean,wind_m01_sd,solar_m01_mean,solar_m01_sd,rh_m01_mean,rh_m01_sd,rain_m02_mean,rain_m02_sd,tmin_m02_mean,tmin_m02_sd,tmax_m02_mean,tmax_m02_sd,wind_m02_mean,wind_m02_sd,solar_m02_mean,solar_m02_sd,rh_m02_mean,rh_m02_sd,rain_m03_mean,rain_m03_sd,tmin_m03_mean,tmin_m03_sd,tmax_m03_mean,tmax_m03_sd,wind_m03_mean,wind_m03_sd,solar_m03_mean,solar_m03_sd,rh_m03_mean,rh_m03_sd,rain_m04_mean,rain_m04_sd,tmin_m04_mean,tmin_m04_sd,tmax_m04_mean,tmax_m04_sd,wind_m04_mean,wind_m04_sd,solar_m04_mean,solar_m04_sd,rh_m04_mean,rh_m04_sd,rain_m05_mean,rain_m05_sd,tmin_m05_mean,tmin_m05_sd,tmax_m05_mean,tmax_m05_sd,wind_m05_mean,wind_m05_sd,solar_m05_mean,solar_m05_sd,rh_m05_mean,rh_m05_sd,rain_m06_mean,rain_m06_sd,tmin_m06_mean,tmin_m06_sd,tmax_m06_mean,tmax_m06_sd,wind_m06_mean,wind_m06_sd,solar_m06_mean,solar_m06_sd,rh_m06_mean,rh_m06_sd,rain_m07_mean,rain_m07_sd,tmin_m07_mean,tmin_m07_sd,tmax_m07_mean,tmax_m07_sd,wind_m07_mean,wind_m07_sd,solar_m07_mean,solar_m07_sd,rh_m07_mean,rh_m07_sd,rain_m08_mean,rain_m08_sd,tmin_m08_mean,tmin_m08_sd,tmax_m08_mean,tmax_m08_sd,wind_m08_mean,wind_m08_sd,solar_m08_mean,solar_m08_sd,rh_m08_mean,rh_m08_sd,rain_m09_mean,rain_m09_sd,tmin_m09_mean,tmin_m09_sd,tmax_m09_mean,tmax_m09_sd,wind_m09_mean,wind_m09_sd,solar_m09_mean,solar_m09_sd,rh_m09_mean,rh_m09_sd,rain_m10_mean,rain_m10_sd,tmin_m10_mean,tmin_m10_sd,tmax_m10_mean,tmax_m10_sd,wind_m10_mean,wind_m10_sd,solar_m10_mean,solar_m10_sd,rh_m10_mean,rh_m10_sd,rain_m11_mean,rain_m11_sd,tmin_m11_mean,tmin_m11_sd,tmax_m11_mean,tmax_m11_sd,wind_m11_mean,wind_m11_sd,solar_m11_mean,solar_m11_sd,rh_m11_mean,rh_m11_sd,rain_m12_mean,rain_m12_sd,tmin_m12_mean,tmin_m12_sd,tmax_m12_mean,tmax_m12_sd,wind_m12_mean,wind_m12_sd,solar_m12_mean,solar_m12_sd,rh_m12_mean,rh_m12_sd
25.233580,83.909083,5.541,2.425,0.030,16.520,8.571,22.710,1.080,12.330,28.700,26.067,36.664,1.815,30.020,48.170,33.876,3.067,0.386,1.740,4.720,3.075,17.506,1.506,13.660,22.920,16.518,72.775,7.167,30.620,88.420,79.069,848.99,165.66,0.357,0.388,5.421,1.196,29.314,1.813,2.660,0.198,11.082,1.622,47.741,10.256,0.457,0.573,8.037,1.691,34.272,1.755,2.981,0.250,16.271,1.097,39.413,9.036,0.333,0.413,12.639,2.074,40.362,1.681,3.224,0.261,20.655,1.001,28.510,8.909,0.340,0.313,19.491,1.770,44.504,1.354,3.299,0.375,23.542,1.138,22.036,6.473,1.074,0.937,24.086,1.512,46.112,1.264,3.317,0.314,23.378,1.511,28.629,6.395,4.514,2.865,26.208,1.309,45.175,2.240,3.732,0.464,20.310,1.953,46.753,11.690,8.486,2.938,24.962,0.591,37.938,2.161,3.535,0.363,16.889,1.493,75.845,6.308,7.580,1.756,24.315,0.396,34.207,1.425,3.069,0.413,16.774,1.328,84.070,3.299,5.357,2.294,22.234,1.206,33.264,1.249,2.823,0.350,16.800,1.358,84.277,3.286,1.768,2.057,15.831,1.471,32.735,1.786,2.177,0.326,16.760,1.300,72.932,7.662,0.124,0.259,10.927,1.351,30.755,1.668,2.211,0.236,13.878,1.038,60.228,10.491,0.168,0.289,6.552,1.539,28.183,1.772,2.358,0.268,10.870,1.333,53.666,10.936
25.235190,85.473472,5.974,2.525,0.060,18.740,9.692,22.959,1.084,11.950,28.410,25.878,36.430,1.585,30.310,47.800,33.640,3.096,0.394,1.490,4.430,3.666,17.306,1.402,12.920,22.660,17.686,74.964,6.004,36.520,87.950,80.025,914.65,172.15,0.322,0.386,5.092,1.130,27.847,1.679,2.618,0.198,11.460,1.633,53.745,10.269,0.460,0.526,7.589,1.591,33.224,2.079,2.895,0.288,16.231,1.142,44.717,8.324,0.332,0.372,12.388,1.903,39.371,1.699,3.108,0.321,20.380,0.934,33.519,7.796,0.465,0.396,18.966,1.632,43.598,1.423,3.156,0.408,22.887,1.173,28.667,6.529,1.678,1.257,23.731,1.494,45.395,1.211,3.233,0.356,22.580,1.589,36.699,7.100,5.274,3.206,26.070,1.206,44.456,2.283,3.646,0.414,19.737,1.707,52.336,10.345,8.795,3.197,25.283,0.552,37.451,2.026,3.632,0.339,16.727,1.515,77.001,5.295,7.765,1.716,24.621,0.453,34.609,1.311,3.208,0.393,17.059,1.187,83.563,2.947,6.044,2.436,22.810,1.038,33.387,0.658,2.854,0.447,16.546,1.231,84.879,1.959,1.992,1.577,16.012,1.684,32.248,1.047,2.138,0.368,16.463,1.301,77.041,5.715,0.124,0.253,10.773,1.431,29.785,1.628,2.131,0.303,14.452,1.017,67.035,10.012,0.127,0.219,6.114,1.384,26.815,1.486,2.329,0.291,11.458,1.462,61.232,11.187
25.235240,85.405472,5.974,2.525,0.060,18.740,9.692,22.959,1.084,11.950,28.410,25.878,36.430,1.585,30.310,47.800,33.640,3.096,0.394,1.490,4.430,3.666,17.306,1.402,12.920,22.660,17.686,74.964,6.004,36.520,87.950,80.025,914.65,172.15,0.322,0.386,5.092,1.130,27.847,1.679,2.618,0.198,11.460,1.633,53.745,10.269,0.460,0.526,7.589,1.591,33.224,2.079,2.895,0.288,16.231,1.142,44.717,8.324,0.332,0.372,12.388,1.903,39.371,1.699,3.108,0.321,20.380,0.934,33.519,7.796,0.465,0.396,18.966,1.632,43.598,1.423,3.156,0.408,22.887,1.173,28.667,6.529,1.678,1.257,23.731,1.494,45.395,1.211,3.233,0.356,22.580,1.589,36.699,7.100,5.274,3.206,26.070,1.206,44.456,2.283,3.646,0.414,19.737,1.707,52.336,10.345,8.795,3.197,25.283,0.552,37.451,2.026,3.632,0.339,16.727,1.515,77.001,5.295,7.765,1.716,24.621,0.453,34.609,1.311,3.208,0.393,17.059,1.187,83.563,2.947,6.044,2.436,22.810,1.038,33.387,0.658,2.854,0.447,16.546,1.231,84.879,1.959,1.992,1.577,16.012,1.684,32.248,1.047,2.138,0.368,16.463,1.301,77.041,5.715,0.124,0.253,10.773,1.431,29.785,1.628,2.131,0.303,14.452,1.017,67.035,10.012,0.127,0.219,6.114,1.384,26.815,1.486,2.329,0.291,11.458,1.462,61.232,11.187
25.235300,85.473500,5.974,2.525,0.060,18.740,9.692,22.959,1.084,11.950,28.410,25.878,36.430,1.585,30.310,47.800,33.640,3.096,0.394,1.490,4.430,3.666,17.306,1.402,12.920,22.660,17.686,74.964,6.004,36.520,87.950,80.025,914.65,172.15,0.322,0.386,5.092,1.130,27.847,1.679,2.618,0.198,11.460,1.633,53.745,10.269,0.460,0.526,7.589,1.591,33.224,2.079,2.895,0.288,16.231,1.142,44.717,8.324,0.332,0.372,12.388,1.903,39.371,1.699,3.108,0.321,20.380,0.934,33.519,7.796,0.465,0.396,18.966,1.632,43.598,1.423,3.156,0.408,22.887,1.173,28.667,6.529,1.678,1.257,23.731,1.494,45.395,1.211,3.233,0.356,22.580,1.589,36.699,7.100,5.274,3.206,26.070,1.206,44.456,2.283,3.646,0.414,19.737,1.707,52.336,10.345,8.795,3.197,25.283,0.552,37.451,2.026,3.632,0.339,16.727,1.515,77.001,5.295,7.765,1.716,24.621,0.453,34.609,1.311,3.208,0.393,17.059,1.187,83.563,2.947,6.044,2.436,22.810,1.038,33.387,0.658,2.854,0.447,16.546,1.231,84.879,1.959,1.992,1.577,16.012,1.684,32.248,1.047,2.138,0.368,16.463,1.301,77.041,5.715,0.124,0.253,10.773,1.431,29.785,1.628,2.131,0.303,14.452,1.017,67.035,10.012,0.127,0.219,6.114,1.384,26.815,1.486,2.329,0.291,11.458,1.462,61.232,11.187
25.235480,84.250056,5.910,2.726,0.030,19.050,8.922,23.015,1.094,12.100,28.790,26.188,36.780,1.775,30.350,48.410,34.400,3.011,0.385,1.620,4.470,3.412,17.382,1.459,12.850,22.790,17.829,73.348,6.979,31.740,88.050,77.962,905.30,186.29,0.354,0.407,5.492,1.131,29.133,1.698,2.593,0.193,11.246,1.698,49.687,9.515,0.456,0.552,8.047,1.615,34.323,1.800,2.923,0.254,16.200,1.108,40.927,8.555,0.322,0.377,12.763,1.980,40.452,1.637,3.163,0.267,20.569,0.937,29.804,8.612,0.382,0.339,19.701,1.670,44.729,1.409,3.230,0.379,23.282,1.105,23.257,6.237,1.402,1.173,24.127,1.504,46.310,1.289,3.241,0.325,22.966,1.596,30.560,6.549,5.025,3.201,26.448,1.225,45.263,2.340,3.632,0.444,20.151,1.852,47.887,11.692,8.871,3.452,25.244,0.619,37.946,2.193,3.493,0.348,16.838,1.584,75.881,6.553,7.923,1.766,24.614,0.405,34.571,1.472,3.043,0.403,16.957,1.209,83.770,3.661,5.739,2.498,22.663,1.209,33.450,1.104,2.786,0.389,16.641,1.299,84.593,2.471,1.993,2.374,16.103,1.571,32.673,1.444,2.099,0.330,16.322,1.245,74.606,6.662,0.120,0.265,11.087,1.439,30.611,1.771,2.118,0.244,13.776,0.944,62.339,10.486,0.142,0.244,6.592,1.442,27.988,1.741,2.281,0.246,10.930,1.372,55.877,10.868
25.235500,85.405778,5.974,2.525,0.060,18.740,9.692,22.959,1.084,11.950,28.410,25.878,36.430,1.585,30.310,47.800,33.640,3.096,0.394,1.490,4.430,3.666,17.306,1.402,12.920,22.660,17.686,74.964,6.004,36.520,87.950,80.025,914.65,172.15,0.322,0.386,5.092,1.130,27.847,1.679,2.618,0.198,11.460,1.633,53.745,10.269,0.460,0.526,7.589,1.591,33.224,2.079,2.895,0.288,16.231,1.142,44.717,8.324,0.332,0.372,12.388,1.903,39.371,1.699,3.108,0.321,20.380,0.934,33.519,7.796,0.465,0.396,18.966,1.632,43.598,1.423,3.156,0.408,22.887,1.173,28.667,6.529,1.678,1.257,23.731,1.494,45.395,1.211,3.233,0.356,22.580,1.589,36.699,7.100,5.274,3.206,26.070,1.206,44.456,2.283,3.646,0.414,19.737,1.707,52.336,10.345,8.795,3.197,25.283,0.552,37.451,2.026,3.632,0.339,16.727,1.515,77.001,5.295,7.765,1.716,24.621,0.453,34.609,1.311,3.208,0.393,17.059,1.187,83.563,2.947,6.044,2.436,22.810,1.038,33.387,0.658,2.854,0.447,16.546,1.231,84.879,1.959,1.992,1.577,16.012,1.684,32.248,1.047,2.138,0.368,16.463,1.301,77.041,5.715,0.124,0.253,10.773,1.431,29.785,1.628,2.131,0.303,14.452,1.017,67.035,10.012,0.127,0.219,6.114,1.384,26.815,1.486,2.329,0.291,11.458,1.462,61.232,11.187
25.235660,84.251889,5.910,2.726,0.030,19.050,8.922,23.015,1.094,12.100,28.790,26.188,36.780,1.775,30.350,48.410,34.400,3.011,0.385,1.620,4.470,3.412,17.382,1.459,12.850,22.790,17.829,73.348,6.979,31.740,88.050,77.962,905.30,186.29,0.354,0.407,5.492,1.131,29.133,1.698,2.593,0.193,11.246,1.698,49.687,9.515,0.456,0.552,8.047,1.615,34.323,1.800,2.923,0.254,16.200,1.108,40.927,8.555,0.322,0.377,12.763,1.980,40.452,1.637,3.163,0.267,20.569,0.937,29.804,8.612,0.382,0.339,19.701,1.670,44.729,1.409,3.230,0.379,23.282,1.105,23.257,6.237,1.402,1.173,24.127,1.504,46.310,1.289,3.241,0.325,22.966,1.596,30.560,6.549,5.025,3.201,26.448,1.225,45.263,2.340,3.632,0.444,20.151,1.852,47.887,11.692,8.871,3.452,25.244,0.619,37.946,2.193,3.493,0.348,16.838,1.584,75.881,6.553,7.923,1.766,24.614,0.405,34.571,1.472,3.043,0.403,16.957,1.209,83.770,3.661,5.739,2.498,22.663,1.209,33.450,1.104,2.786,0.389,16.641,1.299,84.593,2.471,1.993,2.374,16.103,1.571,32.673,1.444,2.099,0.330,16.322,1.245,74.606,6.662,0.120,0.265,11.087,1.439,30.611,1.771,2.118,0.244,13.776,0.944,62.339,10.486,0.142,0.244,6.592,1.442,27.988,1.741,2.281,0.246,10.930,1.372,55.877,10.868
25.235890,85.406389,5.974,2.525,0.060,18.740,9.692,22.959,1.084,11.950,28.410,25.878,36.430,1.585,30.310,47.800,33.640,3.096,0.394,1.490,4.430,3.666,17.306,1.402,12.920,22.660,17.686,74.964,6.004,36.520,87.950,80.025,914.65,172.15,0.322,0.386,5.092,1.130,27.847,1.679,2.618,0.198,11.460,1.633,53.745,10.269,0.460,0.526,7.589,1.591,33.224,2.079,2.895,0.288,16.231,1.142,44.717,8.324,0.332,0.372,12.388,1.903,39.371,1.699,3.108,0.321,20.380,0.934,33.519,7.796,0.465,0.396,18.966,1.632,43.598,1.423,3.156,0.408,22.887,1.173,28.667,6.529,1.678,1.257,23.731,1.494,45.395,1.211,3.233,0.356,22.580,1.589,36.699,7.100,5.274,3.206,26.070,1.206,44.456,2.283,3.646,0.414,19.737,1.707,52.336,10.345,8.795,3.197,25.283,0.552,37.451,2.026,3.632,0.339,16.727,1.515,77.001,5.295,7.765,1.716,24.621,0.453,34.609,1.311,3.208,0.393,17.059,1.187,83.563,2.947,6.044,2.436,22.810,1.038,33.387,0.658,2.854,0.447,16.546,1.231,84.879,1.959,1.992,1.577,16.012,1.684,32.248,1.047,2.138,0.368,16.463,1.301,77.041,5.715,0.124,0.253,10.773,1.431,29.785,1.628,2.131,0.303,14.452,1.017,67.035,10.012,0.127,0.219,6.114,1.384,26.815,1.486,2.329,0.291,11.458,1.462,61.232,11.187
25.237280,83.902083,5.541,2.425,0.030,16.520,8.571,22.710,1.080,12.330,28.700,26.067,36.664,1.815,30.020,48.170,33.876,3.067,0.386,1.740,4.720,3.075,17.506,1.506,13.660,22.920,16.518,72.775,7.167,30.620,88.420,79.069,848.99,165.66,0.357,0.388,5.421,1.196,29.314,1.813,2.660,0.198,11.082,1.622,47.741,10.256,0.457,0.573,8.037,1.691,34.272,1.755,2.981,0.250,16.271,1.097,39.413,9.036,0.333,0.413,12.639,2.074,40.362,1.681,3.224,0.261,20.655,1.001,28.510,8.909,0.340,0.313,19.491,1.770,44.504,1.354,3.299,0.375,23.542,1.138,22.036,6.473,1.074,0.937,24.086,1.512,46.112,1.264,3.317,0.314,23.378,1.511,28.629,6.395,4.514,2.865,26.208,1.309,45.175,2.240,3.732,0.464,20.310,1.953,46.753,11.690,8.486,2.938,24.962,0.591,37.938,2.161,3.535,0.363,16.889,1.493,75.845,6.308,7.580,1.756,24.315,0.396,34.207,1.425,3.069,0.413,16.774,1.328,84.070,3.299,5.357,2.294,22.234,1.206,33.264,1.249,2.823,0.350,16.800,1.358,84.277,3.286,1.768,2.057,15.831,1.471,32.735,1.786,2.177,0.326,16.760,1.300,72.932,7.662,0.124,0.259,10.927,1.351,30.755,1.668,2.211,0.236,13.878,1.038,60.228,10.491,0.168,0.289,6.552,1.539,28.183,1.772,2.358,0.268,10.870,1.333,53.666,10.936
25.240580,83.914694,5.541,2.425,0.030,16.520,8.571,22.710,1.080,12.330,28.700,26.067,36.664,1.815,30.020,48.170,33.876,3.067,0.386,1.740,4.720,3.075,17.506,1.506,13.660,22.920,16.518,72.775,7.167,30.620,88.420,79.069,848.99,165.66,0.357,0.388,5.421,1.196,29.314,1.813,2.660,0.198,11.082,1.622,47.741,10.256,0.457,0.573,8.037,1.691,34.272,1.755,2.981,0.250,16.271,1.097,39.413,9.036,0.333,0.413,12.639,2.074,40.362,1.681,3.224,0.261,20.655,1.001,28.510,8.909,0.340,0.313,19.491,1.770,44.504,1.354,3.299,0.375,23.542,1.138,22.036,6.473,1.074,0.937,24.086,1.512,46.112,1.264,3.317,0.314,23.378,1.511,28.629,6.395,4.514,2.865,26.208,1.309,45.175,2.240,3.732,0.464,20.310,1.953,46.753,11.690,8.486,2.938,24.962,0.591,37.938,2.161,3.535,0.363,16.889,1.493,75.845,6.308,7.580,1.756,24.315,0.396,34.207,1.425,3.069,0.413,16.774,1.328,84.070,3.299,5.357,2.294,22.234,1.206,33.264,1.249,2.823,0.350,16.800,1.358,84.277,3.286,1.768,2.057,15.831,1.471,32.735,1.786,2.177,0.326,16.760,1.300,72.932,7.662,0.124,0.259,10.927,1.351,30.755,1.668,2.211,0.236,13.878,1.038,60.228,10.491,0.168,0.289,6.552,1.539,28.183,1.772,2.358,0.268,10.870,1.333,53.666,10.936
25.241580,83.915556,5.541,2.425,0.030,16.520,8.571,22.710,1.080,12.330,28.700,26.067,36.664,1.815,30.020,48.170,33.876,3.067,0.386,1.740,4.720,3.075,17.506,1.506,13.660,22.920,16.518,72.775,7.167,30.620,88.420,79.069,848.99,165.66,0.357,0.388,5.421,1.196,29.314,1.813,2.660,0.198,11.082,1.622,47.741,10.256,0.457,0.573,8.037,1.691,34.272,1.755,2.981,0.250,16.271,1.097,39.413,9.036,0.333,0.413,12.639,2.074,40.362,1.681,3.224,0.261,20.655,1.001,28.510,8.909,0.340,0.313,19.491,1.770,44.504,1.354,3.299,0.375,23.542,1.138,22.036,6.473,1.074,0.937,24.086,1.512,46.112,1.264,3.317,0.314,23.378,1.511,28.629,6.395,4.514,2.865,26.208,1.309,45.175,2.240,3.732,0.464,20.310,1.953,46.753,11.690,8.486,2.938,24.962,0.591,37.938,2.161,3.535,0.363,16.889,1.493,75.845,6.308,7.580,1.756,24.315,0.396,34.207,1.425,3.069,0.413,16.774,1.328,84.070,3.299,5.357,2.294,22.234,1.206,33.264,1.249,2.823,0.350,16.800,1.358,84.277,3.286,1.768,2.057,15.831,1.471,32.735,1.786,2.177,0.326,16.760,1.300,72.932,7.662,0.124,0.259,10.927,1.351,30.755,1.668,2.211,0.236,13.878,1.038,60.228,10.491,0.168,0.289,6.552,1.539,28.183,1.772,2.358,0.268,10.870,1.333,53.666,10.936
25.250250,84.251936,5.666,2.684,0.020,18.560,10.439,23.191,1.160,12.400,29.400,26.616,37.029,1.795,30.500,48.380,34.922,3.093,0.428,1.550,4.650,3.819,17.382,1.459,12.850,22.790,17.829,72.949,7.197,31.810,88.500,77.491,867.83,183.28,0.311,0.362,4.906,1.058,28.252,1.730,2.615,0.213,11.246,1.698,50.370,9.777,0.437,0.535,7.357,1.535,33.929,2.018,2.962,0.275,16.200,1.108,41.593,8.569,0.270,0.309,12.267,2.026,40.369,1.669,3.230,0.304,20.569,0.937,29.795,8.439,0.417,0.359,19.362,1.733,44.556,1.347,3.315,0.429,23.282,1.105,23.608,6.283,1.502,1.265,24.100,1.579,46.131,1.306,3.329,0.347,22.966,1.596,31.613,7.043,4.811,3.332,26.748,1.354,45.173,2.424,3.706,0.483,20.151,1.852,47.493,11.830,8.589,3.372,25.556,0.704,38.346,2.164,3.642,0.374,16.838,1.584,75.592,6.442,7.499,1.921,24.887,0.387,34.898,1.448,3.154,0.414,16.957,1.209,83.226,3.791,5.571,2.388,22.670,1.200,33.768,1.006,2.880,0.462,16.641,1.299,84.319,2.586,1.859,2.039,16.096,1.675,32.958,1.564,2.085,0.397,16.322,1.245,74.117,7.516,0.093,0.221,10.738,1.518,30.580,1.964,2.093,0.332,13.776,0.944,62.768,10.625,0.129,0.255,6.049,1.441,27.599,1.863,2.280,0.316,10.930,1.372,56.713,11.217
25.250250,84.259528,5.666,2.684,0.020,18.560,10.439,23.191,1.160,12.400,29.400,26.616,37.029,1.795,30.500,48.380,34.922,3.093,0.428,1.550,4.650,3.819,17.382,1.459,12.850,22.790,17.829,72.949,7.197,31.810,88.500,77.491,867.83,183.28,0.311,0.362,4.906,1.058,28.252,1.730,2.615,0.213,11.246,1.698,50.370,9.777,0.437,0.535,7.357,1.535,33.929,2.018,2.962,0.275,16.200,1.108,41.593,8.569,0.270,0.309,12.267,2.026,40.369,1.669,3.230,0.304,20.569,0.937,29.795,8.439,0.417,0.359,19.362,1.733,44.556,1.347,3.315,0.429,23.282,1.105,23.608,6.283,1.502,1.265,24.100,1.579,46.131,1.306,3.329,0.347,22.966,1.596,31.613,7.043,4.811,3.332,26.748,1.354,45.173,2.424,3.706,0.483,20.151,1.852,47.493,11.830,8.589,3.372,25.556,0.704,38.346,2.164,3.642,0.374,16.838,1.584,75.592,6.442,7.499,1.921,24.887,0.387,34.898,1.448,3.154,0.414,16.957,1.209,83.226,3.791,5.571,2.388,22.670,1.200,33.768,1.006,2.880,0.462,16.641,1.299,84.319,2.586,1.859,2.039,16.096,1.675,32.958,1.564,2.085,0.397,16.322,1.245,74.117,7.516,0.093,0.221,10.738,1.518,30.580,1.964,2.093,0.332,13.776,0.944,62.768,10.625,0.129,0.255,6.049,1.441,27.599,1.863,2.280,0.316,10.930,1.372,56.713,11.217
25.250440,84.258361,5.666,2.684,0.020,18.560,10.439,23.191,1.160,12.400,29.400,26.616,37.029,1.795,30.500,48.380,34.922,3.093,0.428,1.550,4.650,3.819,17.382,1.459,12.850,22.790,17.829,72.949,7.197,31.810,88.500,77.491,867.83,183.28,0.311,0.362,4.906,1.058,28.252,1.730,2.615,0.213,11.246,1.698,50.370,9.777,0.437,0.535,7.357,1.535,33.929,2.018,2.962,0.275,16.200,1.108,41.593,8.569,0.270,0.309,12.267,2.026,40.369,1.669,3.230,0.304,20.569,0.937,29.795,8.439,0.417,0.359,19.362,1.733,44.556,1.347,3.315,0.429,23.282,1.105,23.608,6.283,1.502,1.265,24.100,1.579,46.131,1.306,3.329,0.347,22.966,1.596,31.613,7.043,4.811,3.332,26.748,1.354,45.173,2.424,3.706,0.483,20.151,1.852,47.493,11.830,8.589,3.372,25.556,0.704,38.346,2.164,3.642,0.374,16.838,1.584,75.592,6.442,7.499,1.921,24.887,0.387,34.898,1.448,3.154,0.414,16.957,1.209,83.226,3.791,5.571,2.388,22.670,1.200,33.768,1.006,2.880,0.462,16.641,1.299,84.319,2.586,1.859,2.039,16.096,1.675,32.958,1.564,2.085,0.397,16.322,1.245,74.117,7.516,0.093,0.221,10.738,1.518,30.580,1.964,2.093,0.332,13.776,0.944,62.768,10.625,0.129,0.255,6.049,1.441,27.599,1.863,2.280,0.316,10.930,1.372,56.713,11.217
25.251000,85.466683,5.917,2.712,0.050,19.170,10.288,23.322,1.118,12.490,28.780,26.350,36.750,1.720,30.560,48.390,34.316,3.186,0.444,1.300,4.660,4.097,17.306,1.402,12.920,22.660,17.686,74.937,6.373,37.260,88.470,79.082,905.89,185.01,0.279,0.346,4.972,1.116,28.013,1.596,2.637,0.222,11.460,1.633,51.768,9.176,0.446,0.542,7.323,1.582,33.625,2.011,2.936,0.329,16.231,1.142,42.560,8.435,0.306,0.385,12.360,1.939,40.058,1.635,3.184,0.357,20.380,0.934,30.831,8.480,0.494,0.410,19.308,1.621,44.043,1.417,3.280,0.449,22.887,1.173,27.044,6.793,1.807,1.393,24.044,1.523,45.449,1.280,3.357,0.366,22.580,1.589,36.942,7.410,5.168,3.447,26.580,1.237,44.495,2.393,3.754,0.457,19.737,1.707,52.140,10.502,8.773,3.386,25.678,0.617,37.536,2.186,3.767,0.414,16.727,1.515,77.844,5.696,7.642,2.135,25.010,0.475,34.964,1.377,3.301,0.412,17.059,1.187,83.713,3.482,6.111,2.538,23.024,1.022,33.793,0.875,2.968,0.508,16.546,1.231,84.910,2.235,1.891,1.560,16.320,1.753,32.961,1.273,2.137,0.422,16.463,1.301,76.077,6.575,0.099,0.224,11.057,1.648,30.699,1.833,2.123,0.342,14.452,1.017,65.146,9.830,0.108,0.215,6.180,1.396,27.537,1.544,2.310,0.325,11.458,1.462,58.990,10.306
25.251670,84.265722,5.666,2.684,0.020,18.560,10.439,23.191,1.160,12.400,29.400,26.616,37.029,1.795,30.500,48.380,34.922,3.093,0.428,1.550,4.650,3.819,17.382,1.459,12.850,22.790,17.829,72.949,7.197,31.810,88.500,77.491,867.83,183.28,0.311,0.362,4.906,1.058,28.252,1.730,2.615,0.213,11.246,1.698,50.370,9.777,0.437,0.535,7.357,1.535,33.929,2.018,2.962,0.275,16.200,1.108,41.593,8.569,0.270,0.309,12.267,2.026,40.369,1.669,3.230,0.304,20.569,0.937,29.795,8.439,0.417,0.359,19.362,1.733,44.556,1.347,3.315,0.429,23.282,1.105,23.608,6.283,1.502,1.265,24.100,1.579,46.131,1.306,3.329,0.347,22.966,1.596,31.613,7.043,4.811,3.332,26.748,1.354,45.173,2.424,3.706,0.483,20.151,1.852,47.493,11.830,8.589,3.372,25.556,0.704,38.346,2.164,3.642,0.374,16.838,1.584,75.592,6.442,7.499,1.921,24.887,0.387,34.898,1.448,3.154,0.414,16.957,1.209,83.226,3.791,5.571,2.388,22.670,1.200,33.768,1.006,2.880,0.462,16.641,1.299,84.319,2.586,1.859,2.039,16.096,1.675,32.958,1.564,2.085,0.397,16.322,1.245,74.117,7.516,0.093,0.221,10.738,1.518,30.580,1.964,2.093,0.332,13.776,0.944,62.768,10.625,0.129,0.255,6.049,1.441,27.599,1.863,2.280,0.316,10.930,1.372,56.713,11.217
25.252500,84.262056,5.666,2.684,0.020,18.560,10.439,23.191,1.160,12.400,29.400,26.616,37.029,1.795,30.500,48.380,34.922,3.093,0.428,1.550,4.650,3.819,17.382,1.459,12.850,22.790,17.829,72.949,7.197,31.810,88.500,77.491,867.83,183.28,0.311,0.362,4.906,1.058,28.252,1.730,2.615,0.213,11.246,1.698,50.370,9.777,0.437,0.535,7.357,1.535,33.929,2.018,2.962,0.275,16.200,1.108,41.593,8.569,0.270,0.309,12.267,2.026,40.369,1.669,3.230,0.304,20.569,0.937,29.795,8.439,0.417,0.359,19.362,1.733,44.556,1.347,3.315,0.429,23.282,1.105,23.608,6.283,1.502,1.265,24.100,1.579,46.131,1.306,3.329,0.347,22.966,1.596,31.613,7.043,4.811,3.332,26.748,1.354,45.173,2.424,3.706,0.483,20.151,1.852,47.493,11.830,8.589,3.372,25.556,0.704,38.346,2.164,3.642,0.374,16.838,1.584,75.592,6.442,7.499,1.921,24.887,0.387,34.898,1.448,3.154,0.414,16.957,1.209,83.226,3.791,5.571,2.388,22.670,1.200,33.768,1.006,2.880,0.462,16.641,1.299,84.319,2.586,1.859,2.039,16.096,1.675,32.958,1.564,2.085,0.397,16.322,1.245,74.117,7.516,0.093,0.221,10.738,1.518,30.580,1.964,2.093,0.332,13.776,0.944,62.768,10.625,0.129,0.255,6.049,1.441,27.599,1.863,2.280,0.316,10.930,1.372,56.713,11.217
