latitude,longitude,rain_season_mean,rain_season_sd,rain_season_min,rain_season_max,rain_14d,tmin_season_mean,tmin_season_sd,tmin_season_min,tmin_season_max,tmin_14d,tmax_season_mean,tmax_season_sd,tmax_season_min,tmax_season_max,tmax_14d,wind_season_mean,wind_season_sd,wind_season_min,wind_season_max,wind_14d,solar_season_mean,solar_season_sd,solar_season_min,solar_season_max,solar_14d,rh_season_mean,rh_season_sd,rh_season_min,rh_season_max,rh_14d,rain_season_total_mm,rain_season_total_sd,rain_m01_mean,rain_m01_sd,tmin_m01_mean,tmin_m01_sd,tmax_m01_mean,tmax_m01_sd,wind_m01_mean,wind_m01_sd,solar_m01_mean,solar_m01_sd,rh_m01_mean,rh_m01_sd,rain_m02_mean,rain_m02_sd,tmin_m02_mean,tmin_m02_sd,tmax_m02_mean,tmax_m02_sd,wind_m02_mean,wind_m02_sd,solar_m02_mean,solar_m02_sd,rh_m02_mean,rh_m02_sd,rain_m03_mean,rain_m03_sd,tmin_m03_mean,tmin_m03_sd,tmax_m03_mean,tmax_m03_sd,wind_m03_mean,wind_m03_sd,solar_m03_mean,solar_m03_sd,rh_m03_mean,rh_m03_sd,rain_m04_mean,rain_m04_sd,tmin_m04_mean,tmin_m04_sd,tmax_m04_mean,tmax_m04_sd,wind_m04_mean,wind_m04_sd,solar_m04_mean,solar_m04_sd,rh_m04_mean,rh_m04_sd,rain_m05_mean,rain_m05_sd,tmin_m05_mean,tmin_m05_sd,tmax_m05_mean,tmax_m05_sd,wind_m05_mean,wind_m05_sd,solar_m05_mean,solar_m05_sd,rh_m05_mean,rh_m05_sd,rain_m06_mean,rain_m06_sd,tmin_m06_mean,tmin_m06_sd,tmax_m06_mean,tmax_m06_sd,wind_m06_mean,wind_m06_sd,solar_m06_mean,solar_m06_sd,rh_m06_mean,rh_m06_sd,rain_m07_mean,rain_m07_sd,tmin_m07_mean,tmin_m07_sd,tmax_m07_mean,tmax_m07_sd,wind_m07_mean,wind_m07_sd,solar_m07_mean,solar_m07_sd,rh_m07_mean,rh_m07_sd,rain_m08_mean,rain_m08_sd,tmin_m08_mean,tmin_m08_sd,tmax_m08_mean,tmax_m08_sd,wind_m08_mean,wind_m08_sd,solar_m08_mean,solar_m08_sd,rh_m08_mean,rh_m08_sd,rain_m09_mean,rain_m09_sd,tmin_m09_mean,tmin_m09_sd,tmax_m09_mean,tmax_m09_sd,wind_m09_mean,wind_m09_sd,solar_m09_mean,solar_m09_sd,rh_m09_mean,rh_m09_sd,rain_m10_mean,rain_m10_sd,tmin_m10_mean,tmin_m10_sd,tmax_m10_mean,tmax_m10_sd,wind_m10_mean,wind_m10_sd,solar_m10_mean,solar_m10_sd,rh_m10_mean,rh_m10_sd,rain_m11_mean,rain_m11_sd,tmin_m11_mean,tmin_m11_sd,tmax_m11_mean,tmax_m11_sd,wind_m11_mean,wind_m11_sd,solar_m11_mean,solar_m11_sd,rh_m11_mean,rh_m11_sd,rain_m12_mean,rain_m12_sd,tmin_m12_mean,tmin_m12_sd,tmax_m12_mean,tmax_m12_sd,wind_m12_mean,wind_m12_sd,solar_m12_mean,solar_m12_sd,rh_m12_mean,rh_m12_sd
26.695970,84.877500,6.407,2.983,0.050,19.560,10.814,23.106,1.044,12.880,28.180,26.393,36.797,1.791,30.740,47.630,34.482,3.076,0.460,1.410,4.750,4.293,17.280,1.579,12.270,22.730,17.812,74.236,6.851,37.840,89.350,78.669,981.24,204.10,0.281,0.346,5.182,1.488,27.339,1.601,2.568,0.234,10.333,1.948,51.075,9.783,0.471,0.616,7.633,1.478,32.916,2.075,2.916,0.330,15.867,1.197,42.156,9.426,0.405,0.436,12.239,1.912,39.460,1.464,3.223,0.340,20.447,0.943,30.917,9.178,0.706,0.594,18.698,1.577,43.396,1.586,3.418,0.441,23.098,1.285,26.696,7.313,2.332,1.737,23.176,1.534,44.490,1.471,3.345,0.354,22.624,1.793,37.142,8.087,5.738,3.416,26.141,1.148,43.769,2.463,3.620,0.498,19.957,1.874,52.306,10.780,9.682,3.652,25.456,0.608,37.818,2.195,3.695,0.520,16.918,1.650,77.292,5.872,8.642,3.132,24.750,0.525,35.334,1.203,3.133,0.424,17.035,1.596,83.139,3.578,6.085,2.483,22.623,1.222,33.956,1.248,2.865,0.478,16.447,1.514,84.108,3.413,1.888,1.868,16.561,1.413,33.106,1.465,2.066,0.361,16.040,1.183,74.335,7.715,0.075,0.140,11.545,1.653,30.946,1.862,2.031,0.252,13.460,1.158,63.026,10.407,0.133,0.258,6.527,1.612,27.644,1.514,2.190,0.245,10.304,1.646,57.310,10.368
26.751670,84.625278,6.890,3.209,0.040,19.660,10.568,22.917,0.940,13.950,27.950,26.497,36.404,1.913,30.460,47.240,34.201,2.759,0.377,1.440,4.150,3.365,17.280,1.579,12.270,22.730,17.812,74.055,7.672,37.760,89.610,78.824,1055.23,219.88,0.343,0.417,5.156,1.590,26.794,1.468,2.275,0.166,10.333,1.948,51.275,11.190,0.528,0.722,7.930,1.689,32.192,2.154,2.674,0.269,15.867,1.197,42.452,10.455,0.493,0.506,12.174,1.963,38.724,1.490,3.061,0.328,20.447,0.943,31.686,10.037,0.875,0.783,18.859,1.499,42.843,1.612,3.298,0.447,23.098,1.285,26.259,7.851,2.691,1.913,22.832,1.437,43.941,1.538,3.086,0.317,22.624,1.793,36.734,8.274,6.330,3.344,25.677,1.090,43.214,2.562,3.226,0.430,19.957,1.874,52.764,11.099,10.592,3.878,25.211,0.608,37.610,2.333,3.285,0.406,16.918,1.650,77.579,6.443,9.175,3.713,24.486,0.555,35.026,1.560,2.831,0.375,17.035,1.596,83.024,4.618,6.314,2.716,22.510,1.153,33.506,1.244,2.563,0.358,16.447,1.514,83.468,4.780,2.036,2.024,16.699,1.107,32.662,1.522,1.890,0.302,16.040,1.183,73.437,9.241,0.064,0.114,11.806,1.568,30.310,1.942,1.843,0.197,13.460,1.158,62.602,12.555,0.156,0.286,6.546,1.725,27.210,1.538,1.944,0.150,10.304,1.646,57.068,12.033
26.751970,84.621806,6.890,3.209,0.040,19.660,10.568,22.917,0.940,13.950,27.950,26.497,36.404,1.913,30.460,47.240,34.201,2.759,0.377,1.440,4.150,3.365,17.280,1.579,12.270,22.730,17.812,74.055,7.672,37.760,89.610,78.824,1055.23,219.88,0.343,0.417,5.156,1.590,26.794,1.468,2.275,0.166,10.333,1.948,51.275,11.190,0.528,0.722,7.930,1.689,32.192,2.154,2.674,0.269,15.867,1.197,42.452,10.455,0.493,0.506,12.174,1.963,38.724,1.490,3.061,0.328,20.447,0.943,31.686,10.037,0.875,0.783,18.859,1.499,42.843,1.612,3.298,0.447,23.098,1.285,26.259,7.851,2.691,1.913,22.832,1.437,43.941,1.538,3.086,0.317,22.624,1.793,36.734,8.274,6.330,3.344,25.677,1.090,43.214,2.562,3.226,0.430,19.957,1.874,52.764,11.099,10.592,3.878,25.211,0.608,37.610,2.333,3.285,0.406,16.918,1.650,77.579,6.443,9.175,3.713,24.486,0.555,35.026,1.560,2.831,0.375,17.035,1.596,83.024,4.618,6.314,2.716,22.510,1.153,33.506,1.244,2.563,0.358,16.447,1.514,83.468,4.780,2.036,2.024,16.699,1.107,32.662,1.522,1.890,0.302,16.040,1.183,73.437,9.241,0.064,0.114,11.806,1.568,30.310,1.942,1.843,0.197,13.460,1.158,62.602,12.555,0.156,0.286,6.546,1.725,27.210,1.538,1.944,0.150,10.304,1.646,57.068,12.033
26.751990,84.624417,6.890,3.209,0.040,19.660,10.568,22.917,0.940,13.950,27.950,26.497,36.404,1.913,30.460,47.240,34.201,2.759,0.377,1.440,4.150,3.365,17.280,1.579,12.270,22.730,17.812,74.055,7.672,37.760,89.610,78.824,1055.23,219.88,0.343,0.417,5.156,1.590,26.794,1.468,2.275,0.166,10.333,1.948,51.275,11.190,0.528,0.722,7.930,1.689,32.192,2.154,2.674,0.269,15.867,1.197,42.452,10.455,0.493,0.506,12.174,1.963,38.724,1.490,3.061,0.328,20.447,0.943,31.686,10.037,0.875,0.783,18.859,1.499,42.843,1.612,3.298,0.447,23.098,1.285,26.259,7.851,2.691,1.913,22.832,1.437,43.941,1.538,3.086,0.317,22.624,1.793,36.734,8.274,6.330,3.344,25.677,1.090,43.214,2.562,3.226,0.430,19.957,1.874,52.764,11.099,10.592,3.878,25.211,0.608,37.610,2.333,3.285,0.406,16.918,1.650,77.579,6.443,9.175,3.713,24.486,0.555,35.026,1.560,2.831,0.375,17.035,1.596,83.024,4.618,6.314,2.716,22.510,1.153,33.506,1.244,2.563,0.358,16.447,1.514,83.468,4.780,2.036,2.024,16.699,1.107,32.662,1.522,1.890,0.302,16.040,1.183,73.437,9.241,0.064,0.114,11.806,1.568,30.310,1.942,1.843,0.197,13.460,1.158,62.602,12.555,0.156,0.286,6.546,1.725,27.210,1.538,1.944,0.150,10.304,1.646,57.068,12.033
26.751990,84.625806,6.890,3.209,0.040,19.660,10.568,22.917,0.940,13.950,27.950,26.497,36.404,1.913,30.460,47.240,34.201,2.759,0.377,1.440,4.150,3.365,17.280,1.579,12.270,22.730,17.812,74.055,7.672,37.760,89.610,78.824,1055.23,219.88,0.343,0.417,5.156,1.590,26.794,1.468,2.275,0.166,10.333,1.948,51.275,11.190,0.528,0.722,7.930,1.689,32.192,2.154,2.674,0.269,15.867,1.197,42.452,10.455,0.493,0.506,12.174,1.963,38.724,1.490,3.061,0.328,20.447,0.943,31.686,10.037,0.875,0.783,18.859,1.499,42.843,1.612,3.298,0.447,23.098,1.285,26.259,7.851,2.691,1.913,22.832,1.437,43.941,1.538,3.086,0.317,22.624,1.793,36.734,8.274,6.330,3.344,25.677,1.090,43.214,2.562,3.226,0.430,19.957,1.874,52.764,11.099,10.592,3.878,25.211,0.608,37.610,2.333,3.285,0.406,16.918,1.650,77.579,6.443,9.175,3.713,24.486,0.555,35.026,1.560,2.831,0.375,17.035,1.596,83.024,4.618,6.314,2.716,22.510,1.153,33.506,1.244,2.563,0.358,16.447,1.514,83.468,4.780,2.036,2.024,16.699,1.107,32.662,1.522,1.890,0.302,16.040,1.183,73.437,9.241,0.064,0.114,11.806,1.568,30.310,1.942,1.843,0.197,13.460,1.158,62.602,12.555,0.156,0.286,6.546,1.725,27.210,1.538,1.944,0.150,10.304,1.646,57.068,12.033
26.752000,84.629167,6.890,3.209,0.040,19.660,10.568,22.917,0.940,13.950,27.950,26.497,36.404,1.913,30.460,47.240,34.201,2.759,0.377,1.440,4.150,3.365,17.280,1.579,12.270,22.730,17.812,74.055,7.672,37.760,89.610,78.824,1055.23,219.88,0.343,0.417,5.156,1.590,26.794,1.468,2.275,0.166,10.333,1.948,51.275,11.190,0.528,0.722,7.930,1.689,32.192,2.154,2.674,0.269,15.867,1.197,42.452,10.455,0.493,0.506,12.174,1.963,38.724,1.490,3.061,0.328,20.447,0.943,31.686,10.037,0.875,0.783,18.859,1.499,42.843,1.612,3.298,0.447,23.098,1.285,26.259,7.851,2.691,1.913,22.832,1.437,43.941,1.538,3.086,0.317,22.624,1.793,36.734,8.274,6.330,3.344,25.677,1.090,43.214,2.562,3.226,0.430,19.957,1.874,52.764,11.099,10.592,3.878,25.211,0.608,37.610,2.333,3.285,0.406,16.918,1.650,77.579,6.443,9.175,3.713,24.486,0.555,35.026,1.560,2.831,0.375,17.035,1.596,83.024,4.618,6.314,2.716,22.510,1.153,33.506,1.244,2.563,0.358,16.447,1.514,83.468,4.780,2.036,2.024,16.699,1.107,32.662,1.522,1.890,0.302,16.040,1.183,73.437,9.241,0.064,0.114,11.806,1.568,30.310,1.942,1.843,0.197,13.460,1.158,62.602,12.555,0.156,0.286,6.546,1.725,27.210,1.538,1.944,0.150,10.304,1.646,57.068,12.033
26.752060,84.624611,6.890,3.209,0.040,19.660,10.568,22.917,0.940,13.950,27.950,26.497,36.404,1.913,30.460,47.240,34.201,2.759,0.377,1.440,4.150,3.365,17.280,1.579,12.270,22.730,17.812,74.055,7.672,37.760,89.610,78.824,1055.23,219.88,0.343,0.417,5.156,1.590,26.794,1.468,2.275,0.166,10.333,1.948,51.275,11.190,0.528,0.722,7.930,1.689,32.192,2.154,2.674,0.269,15.867,1.197,42.452,10.455,0.493,0.506,12.174,1.963,38.724,1.490,3.061,0.328,20.447,0.943,31.686,10.037,0.875,0.783,18.859,1.499,42.843,1.612,3.298,0.447,23.098,1.285,26.259,7.851,2.691,1.913,22.832,1.437,43.941,1.538,3.086,0.317,22.624,1.793,36.734,8.274,6.330,3.344,25.677,1.090,43.214,2.562,3.226,0.430,19.957,1.874,52.764,11.099,10.592,3.878,25.211,0.608,37.610,2.333,3.285,0.406,16.918,1.650,77.579,6.443,9.175,3.713,24.486,0.555,35.026,1.560,2.831,0.375,17.035,1.596,83.024,4.618,6.314,2.716,22.510,1.153,33.506,1.244,2.563,0.358,16.447,1.514,83.468,4.780,2.036,2.024,16.699,1.107,32.662,1.522,1.890,0.302,16.040,1.183,73.437,9.241,0.064,0.114,11.806,1.568,30.310,1.942,1.843,0.197,13.460,1.158,62.602,12.555,0.156,0.286,6.546,1.725,27.210,1.538,1.944,0.150,10.304,1.646,57.068,12.033
26.752060,84.624722,6.890,3.209,0.040,19.660,10.568,22.917,0.940,13.950,27.950,26.497,36.404,1.913,30.460,47.240,34.201,2.759,0.377,1.440,4.150,3.365,17.280,1.579,12.270,22.730,17.812,74.055,7.672,37.760,89.610,78.824,1055.23,219.88,0.343,0.417,5.156,1.590,26.794,1.468,2.275,0.166,10.333,1.948,51.275,11.190,0.528,0.722,7.930,1.689,32.192,2.154,2.674,0.269,15.867,1.197,42.452,10.455,0.493,0.506,12.174,1.963,38.724,1.490,3.061,0.328,20.447,0.943,31.686,10.037,0.875,0.783,18.859,1.499,42.843,1.612,3.298,0.447,23.098,1.285,26.259,7.851,2.691,1.913,22.832,1.437,43.941,1.538,3.086,0.317,22.624,1.793,36.734,8.274,6.330,3.344,25.677,1.090,43.214,2.562,3.226,0.430,19.957,1.874,52.764,11.099,10.592,3.878,25.211,0.608,37.610,2.333,3.285,0.406,16.918,1.650,77.579,6.443,9.175,3.713,24.486,0.555,35.026,1.560,2.831,0.375,17.035,1.596,83.024,4.618,6.314,2.716,22.510,1.153,33.506,1.244,2.563,0.358,16.447,1.514,83.468,4.780,2.036,2.024,16.699,1.107,32.662,1.522,1.890,0.302,16.040,1.183,73.437,9.241,0.064,0.114,11.806,1.568,30.310,1.942,1.843,0.197,13.460,1.158,62.602,12.555,0.156,0.286,6.546,1.725,27.210,1.538,1.944,0.150,10.304,1.646,57.068,12.033
26.752070,84.623556,6.890,3.209,0.040,19.660,10.568,22.917,0.940,13.950,27.950,26.497,36.404,1.913,30.460,47.240,34.201,2.759,0.377,1.440,4.150,3.365,17.280,1.579,12.270,22.730,17.812,74.055,7.672,37.760,89.610,78.824,1055.23,219.88,0.343,0.417,5.156,1.590,26.794,1.468,2.275,0.166,10.333,1.948,51.275,11.190,0.528,0.722,7.930,1.689,32.192,2.154,2.674,0.269,15.867,1.197,42.452,10.455,0.493,0.506,12.174,1.963,38.724,1.490,3.061,0.328,20.447,0.943,31.686,10.037,0.875,0.783,18.859,1.499,42.843,1.612,3.298,0.447,23.098,1.285,26.259,7.851,2.691,1.913,22.832,1.437,43.941,1.538,3.086,0.317,22.624,1.793,36.734,8.274,6.330,3.344,25.677,1.090,43.214,2.562,3.226,0.430,19.957,1.874,52.764,11.099,10.592,3.878,25.211,0.608,37.610,2.333,3.285,0.406,16.918,1.650,77.579,6.443,9.175,3.713,24.486,0.555,35.026,1.560,2.831,0.375,17.035,1.596,83.024,4.618,6.314,2.716,22.510,1.153,33.506,1.244,2.563,0.358,16.447,1.514,83.468,4.780,2.036,2.024,16.699,1.107,32.662,1.522,1.890,0.302,16.040,1.183,73.437,9.241,0.064,0.114,11.806,1.568,30.310,1.942,1.843,0.197,13.460,1.158,62.602,12.555,0.156,0.286,6.546,1.725,27.210,1.538,1.944,0.150,10.304,1.646,57.068,12.033
26.752100,84.624944,6.890,3.209,0.040,19.660,10.568,22.917,0.940,13.950,27.950,26.497,36.404,1.913,30.460,47.240,34.201,2.759,0.377,1.440,4.150,3.365,17.280,1.579,12.270,22.730,17.812,74.055,7.672,37.760,89.610,78.824,1055.23,219.88,0.343,0.417,5.156,1.590,26.794,1.468,2.275,0.166,10.333,1.948,51.275,11.190,0.528,0.722,7.930,1.689,32.192,2.154,2.674,0.269,15.867,1.197,42.452,10.455,0.493,0.506,12.174,1.963,38.724,1.490,3.061,0.328,20.447,0.943,31.686,10.037,0.875,0.783,18.859,1.499,42.843,1.612,3.298,0.447,23.098,1.285,26.259,7.851,2.691,1.913,22.832,1.437,43.941,1.538,3.086,0.317,22.624,1.793,36.734,8.274,6.330,3.344,25.677,1.090,43.214,2.562,3.226,0.430,19.957,1.874,52.764,11.099,10.592,3.878,25.211,0.608,37.610,2.333,3.285,0.406,16.918,1.650,77.579,6.443,9.175,3.713,24.486,0.555,35.026,1.560,2.831,0.375,17.035,1.596,83.024,4.618,6.314,2.716,22.510,1.153,33.506,1.244,2.563,0.358,16.447,1.514,83.468,4.780,2.036,2.024,16.699,1.107,32.662,1.522,1.890,0.302,16.040,1.183,73.437,9.241,0.064,0.114,11.806,1.568,30.310,1.942,1.843,0.197,13.460,1.158,62.602,12.555,0.156,0.286,6.546,1.725,27.210,1.538,1.944,0.150,10.304,1.646,57.068,12.033
26.752230,84.625972,6.890,3.209,0.040,19.660,10.568,22.917,0.940,13.950,27.950,26.497,36.404,1.913,30.460,47.240,34.201,2.759,0.377,1.440,4.150,3.365,17.280,1.579,12.270,22.730,17.812,74.055,7.672,37.760,89.610,78.824,1055.23,219.88,0.343,0.417,5.156,1.590,26.794,1.468,2.275,0.166,10.333,1.948,51.275,11.190,0.528,0.722,7.930,1.689,32.192,2.154,2.674,0.269,15.867,1.197,42.452,10.455,0.493,0.506,12.174,1.963,38.724,1.490,3.061,0.328,20.447,0.943,31.686,10.037,0.875,0.783,18.859,1.499,42.843,1.612,3.298,0.447,23.098,1.285,26.259,7.851,2.691,1.913,22.832,1.437,43.941,1.538,3.086,0.317,22.624,1.793,36.734,8.274,6.330,3.344,25.677,1.090,43.214,2.562,3.226,0.430,19.957,1.874,52.764,11.099,10.592,3.878,25.211,0.608,37.610,2.333,3.285,0.406,16.918,1.650,77.579,6.443,9.175,3.713,24.486,0.555,35.026,1.560,2.831,0.375,17.035,1.596,83.024,4.618,6.314,2.716,22.510,1.153,33.506,1.244,2.563,0.358,16.447,1.514,83.468,4.780,2.036,2.024,16.699,1.107,32.662,1.522,1.890,0.302,16.040,1.183,73.437,9.241,0.064,0.114,11.806,1.568,30.310,1.942,1.843,0.197,13.460,1.158,62.602,12.555,0.156,0.286,6.546,1.725,27.210,1.538,1.944,0.150,10.304,1.646,57.068,12.033
26.785670,84.761722,6.689,3.017,0.050,20.100,10.177,22.738,0.916,13.760,27.380,25.849,35.828,1.876,30.010,46.380,33.315,2.678,0.356,1.540,3.940,2.982,17.280,1.579,12.270,22.730,17.812,74.323,7.481,39.140,89.310,80.053,1024.40,206.75,0.299,0.385,6.568,1.421,26.891,1.521,2.412,0.187,10.333,1.948,47.802,10.683,0.513,0.710,9.142,1.639,31.859,1.974,2.753,0.257,15.867,1.197,39.528,10.145,0.574,0.600,13.000,1.980,37.994,1.363,3.040,0.253,20.447,0.943,30.307,9.567,0.978,0.902,19.056,1.426,41.871,1.687,3.200,0.365,23.098,1.285,26.901,7.958,2.868,1.909,22.503,1.286,42.819,1.598,2.989,0.286,22.624,1.793,38.610,8.615,6.334,3.095,25.220,1.147,41.995,2.453,3.098,0.405,19.957,1.874,54.905,10.466,10.131,3.645,24.709,0.551,36.797,2.203,3.132,0.421,16.918,1.650,77.904,5.958,8.939,3.520,24.139,0.517,34.715,1.477,2.721,0.359,17.035,1.596,82.817,4.414,6.110,2.552,22.260,0.993,33.256,1.343,2.462,0.337,16.447,1.514,83.159,4.774,1.932,1.933,17.362,1.151,32.379,1.654,1.977,0.221,16.040,1.183,72.829,9.618,0.079,0.150,12.769,1.441,30.291,1.786,2.016,0.192,13.460,1.158,60.671,12.106,0.154,0.271,8.073,1.642,27.392,1.277,2.134,0.173,10.304,1.646,54.026,11.338
26.785720,84.758139,6.689,3.017,0.050,20.100,10.177,22.738,0.916,13.760,27.380,25.849,35.828,1.876,30.010,46.380,33.315,2.678,0.356,1.540,3.940,2.982,17.280,1.579,12.270,22.730,17.812,74.323,7.481,39.140,89.310,80.053,1024.40,206.75,0.299,0.385,6.568,1.421,26.891,1.521,2.412,0.187,10.333,1.948,47.802,10.683,0.513,0.710,9.142,1.639,31.859,1.974,2.753,0.257,15.867,1.197,39.528,10.145,0.574,0.600,13.000,1.980,37.994,1.363,3.040,0.253,20.447,0.943,30.307,9.567,0.978,0.902,19.056,1.426,41.871,1.687,3.200,0.365,23.098,1.285,26.901,7.958,2.868,1.909,22.503,1.286,42.819,1.598,2.989,0.286,22.624,1.793,38.610,8.615,6.334,3.095,25.220,1.147,41.995,2.453,3.098,0.405,19.957,1.874,54.905,10.466,10.131,3.645,24.709,0.551,36.797,2.203,3.132,0.421,16.918,1.650,77.904,5.958,8.939,3.520,24.139,0.517,34.715,1.477,2.721,0.359,17.035,1.596,82.817,4.414,6.110,2.552,22.260,0.993,33.256,1.343,2.462,0.337,16.447,1.514,83.159,4.774,1.932,1.933,17.362,1.151,32.379,1.654,1.977,0.221,16.040,1.183,72.829,9.618,0.079,0.150,12.769,1.441,30.291,1.786,2.016,0.192,13.460,1.158,60.671,12.106,0.154,0.271,8.073,1.642,27.392,1.277,2.134,0.173,10.304,1.646,54.026,11.338
26.785820,84.759194,6.689,3.017,0.050,20.100,10.177,22.738,0.916,13.760,27.380,25.849,35.828,1.876,30.010,46.380,33.315,2.678,0.356,1.540,3.940,2.982,17.280,1.579,12.270,22.730,17.812,74.323,7.481,39.140,89.310,80.053,1024.40,206.75,0.299,0.385,6.568,1.421,26.891,1.521,2.412,0.187,10.333,1.948,47.802,10.683,0.513,0.710,9.142,1.639,31.859,1.974,2.753,0.257,15.867,1.197,39.528,10.145,0.574,0.600,13.000,1.980,37.994,1.363,3.040,0.253,20.447,0.943,30.307,9.567,0.978,0.902,19.056,1.426,41.871,1.687,3.200,0.365,23.098,1.285,26.901,7.958,2.868,1.909,22.503,1.286,42.819,1.598,2.989,0.286,22.624,1.793,38.610,8.615,6.334,3.095,25.220,1.147,41.995,2.453,3.098,0.405,19.957,1.874,54.905,10.466,10.131,3.645,24.709,0.551,36.797,2.203,3.132,0.421,16.918,1.650,77.904,5.958,8.939,3.520,24.139,0.517,34.715,1.477,2.721,0.359,17.035,1.596,82.817,4.414,6.110,2.552,22.260,0.993,33.256,1.343,2.462,0.337,16.447,1.514,83.159,4.774,1.932,1.933,17.362,1.151,32.379,1.654,1.977,0.221,16.040,1.183,72.829,9.618,0.079,0.150,12.769,1.441,30.291,1.786,2.016,0.192,13.460,1.158,60.671,12.106,0.154,0.271,8.073,1.642,27.392,1.277,2.134,0.173,10.304,1.646,54.026,11.338
26.785840,84.760694,6.689,3.017,0.050,20.100,10.177,22.738,0.916,13.760,27.380,25.849,35.828,1.876,30.010,46.380,33.315,2.678,0.356,1.540,3.940,2.982,17.280,1.579,12.270,22.730,17.812,74.323,7.481,39.140,89.310,80.053,1024.40,206.75,0.299,0.385,6.568,1.421,26.891,1.521,2.412,0.187,10.333,1.948,47.802,10.683,0.513,0.710,9.142,1.639,31.859,1.974,2.753,0.257,15.867,1.197,39.528,10.145,0.574,0.600,13.000,1.980,37.994,1.363,3.040,0.253,20.447,0.943,30.307,9.567,0.978,0.902,19.056,1.426,41.871,1.687,3.200,0.365,23.098,1.285,26.901,7.958,2.868,1.909,22.503,1.286,42.819,1.598,2.989,0.286,22.624,1.793,38.610,8.615,6.334,3.095,25.220,1.147,41.995,2.453,3.098,0.405,19.957,1.874,54.905,10.466,10.131,3.645,24.709,0.551,36.797,2.203,3.132,0.421,16.918,1.650,77.904,5.958,8.939,3.520,24.139,0.517,34.715,1.477,2.721,0.359,17.035,1.596,82.817,4.414,6.110,2.552,22.260,0.993,33.256,1.343,2.462,0.337,16.447,1.514,83.159,4.774,1.932,1.933,17.362,1.151,32.379,1.654,1.977,0.221,16.040,1.183,72.829,9.618,0.079,0.150,12.769,1.441,30.291,1.786,2.016,0.192,13.460,1.158,60.671,12.106,0.154,0.271,8.073,1.642,27.392,1.277,2.134,0.173,10.304,1.646,54.026,11.338
26.785880,84.757278,6.689,3.017,0.050,20.100,10.177,22.738,0.916,13.760,27.380,25.849,35.828,1.876,30.010,46.380,33.315,2.678,0.356,1.540,3.940,2.982,17.280,1.579,12.270,22.730,17.812,74.323,7.481,39.140,89.310,80.053,1024.40,206.75,0.299,0.385,6.568,1.421,26.891,1.521,2.412,0.187,10.333,1.948,47.802,10.683,0.513,0.710,9.142,1.639,31.859,1.974,2.753,0.257,15.867,1.197,39.528,10.145,0.574,0.600,13.000,1.980,37.994,1.363,3.040,0.253,20.447,0.943,30.307,9.567,0.978,0.902,19.056,1.426,41.871,1.687,3.200,0.365,23.098,1.285,26.901,7.958,2.868,1.909,22.503,1.286,42.819,1.598,2.989,0.286,22.624,1.793,38.610,8.615,6.334,3.095,25.220,1.147,41.995,2.453,3.098,0.405,19.957,1.874,54.905,10.466,10.131,3.645,24.709,0.551,36.797,2.203,3.132,0.421,16.918,1.650,77.904,5.958,8.939,3.520,24.139,0.517,34.715,1.477,2.721,0.359,17.035,1.596,82.817,4.414,6.110,2.552,22.260,0.993,33.256,1.343,2.462,0.337,16.447,1.514,83.159,4.774,1.932,1.933,17.362,1.151,32.379,1.654,1.977,0.221,16.040,1.183,72.829,9.618,0.079,0.150,12.769,1.441,30.291,1.786,2.016,0.192,13.460,1.158,60.671,12.106,0.154,0.271,8.073,1.642,27.392,1.277,2.134,0.173,10.304,1.646,54.026,11.338
26.785980,84.761194,6.689,3.017,0.050,20.100,10.177,22.738,0.916,13.760,27.380,25.849,35.828,1.876,30.010,46.380,33.315,2.678,0.356,1.540,3.940,2.982,17.280,1.579,12.270,22.730,17.812,74.323,7.481,39.140,89.310,80.053,1024.40,206.75,0.299,0.385,6.568,1.421,26.891,1.521,2.412,0.187,10.333,1.948,47.802,10.683,0.513,0.710,9.142,1.639,31.859,1.974,2.753,0.257,15.867,1.197,39.528,10.145,0.574,0.600,13.000,1.980,37.994,1.363,3.040,0.253,20.447,0.943,30.307,9.567,0.978,0.902,19.056,1.426,41.871,1.687,3.200,0.365,23.098,1.285,26.901,7.958,2.868,1.909,22.503,1.286,42.819,1.598,2.989,0.286,22.624,1.793,38.610,8.615,6.334,3.095,25.220,1.147,41.995,2.453,3.098,0.405,19.957,1.874,54.905,10.466,10.131,3.645,24.709,0.551,36.797,2.203,3.132,0.421,16.918,1.650,77.904,5.958,8.939,3.520,24.139,0.517,34.715,1.477,2.721,0.359,17.035,1.596,82.817,4.414,6.110,2.552,22.260,0.993,33.256,1.343,2.462,0.337,16.447,1.514,83.159,4.774,1.932,1.933,17.362,1.151,32.379,1.654,1.977,0.221,16.040,1.183,72.829,9.618,0.079,0.150,12.769,1.441,30.291,1.786,2.016,0.192,13.460,1.158,60.671,12.106,0.154,0.271,8.073,1.642,27.392,1.277,2.134,0.173,10.304,1.646,54.026,11.338
