date(1995-2025),lat,lon,District,STATE,Dist_Code,TEHSIL,Tmax_mean
01-01-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,19.8
02-01-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,19.64
03-01-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,19.55
04-01-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,19.87
05-01-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,19.56
06-01-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,20.06
07-01-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,19.78
08-01-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,19.82
09-01-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,19.97
10-01-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,20.48
11-01-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,20.56
12-01-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,20.55
13-01-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,20.71
14-01-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,21.23
15-01-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,20.92
16-01-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,20.25
17-01-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,20.47
18-01-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,20.47
19-01-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,20.68
20-01-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,20.91
21-01-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,21.05
22-01-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,21.28
23-01-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,21.61
24-01-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,22.07
25-01-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,21.8
26-01-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,22.18
27-01-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,22.46
28-01-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,22.2
29-01-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,22.57
30-01-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,23.49
31-01-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,23.43
01-02-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,23.47
02-02-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,23.65
03-02-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,24.32
04-02-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,24.25
05-02-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,24.27
06-02-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,24.29
07-02-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,24.58
08-02-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,24.22
09-02-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,24.63
10-02-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,25.02
11-02-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,24.88
12-02-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,25.29
13-02-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,25.42
14-02-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,25.97
15-02-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,26.06
16-02-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,26.05
17-02-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,26.8
18-02-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,27.19
19-02-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,27.98
20-02-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,28.05
21-02-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,28.22
22-02-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,28.12
23-02-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,28.3
24-02-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,28.73
25-02-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,28.15
26-02-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,28.17
27-02-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,28.56
28-02-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,28.94
29-02-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,28.89
01-03-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,28.8
02-03-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,29.15
03-03-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,29.58
04-03-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,29.76
05-03-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,29.41
06-03-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,29.71
07-03-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,30.28
08-03-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,30.21
09-03-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,30.68
10-03-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,30.29
11-03-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,30.79
12-03-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,30.75
13-03-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,30.65
14-03-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,31.1
15-03-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,31.18
16-03-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,32
17-03-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,32.53
18-03-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,32.97
19-03-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,32.87
20-03-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,33.42
21-03-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,33.71
22-03-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,33.91
23-03-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,34.31
24-03-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,34.73
25-03-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,35.26
26-03-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,35.43
27-03-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,35.13
28-03-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,35.77
29-03-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,36.18
30-03-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,35.95
31-03-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,36.27
01-04-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,36.6
02-04-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,36.7
03-04-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,37.09
04-04-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,37.2
05-04-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,37.22
06-04-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,37.67
07-04-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,38.03
08-04-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,37.73
09-04-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,38.08
10-04-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,37.79
11-04-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,38.28
12-04-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,38.34
13-04-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,38.35
14-04-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,38.56
15-04-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,38.99
16-04-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,38.88
17-04-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,38.45
18-04-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,37.99
19-04-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,38.54
20-04-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,38.87
21-04-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,38.58
22-04-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,38.91
23-04-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,38.71
24-04-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,39.09
25-04-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,39.27
26-04-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,39.24
27-04-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,39.24
28-04-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,39.52
29-04-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,39.78
30-04-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,39.45
01-05-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,39.21
02-05-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,38.84
03-05-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,38.35
04-05-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,38.5
05-05-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,38.54
06-05-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,39.05
07-05-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,38.96
08-05-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,39.28
09-05-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,39.69
10-05-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,39.72
11-05-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,39.43
12-05-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,39.18
13-05-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,39.1
14-05-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,39.52
15-05-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,39.54
16-05-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,39.97
17-05-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,39.93
18-05-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,40.08
19-05-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,39.66
20-05-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,39.56
21-05-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,39.93
22-05-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,39.67
23-05-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,39.81
24-05-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,39.75
25-05-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,39.95
26-05-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,40.19
27-05-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,39.93
28-05-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,39.76
29-05-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,40.08
30-05-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,39.96
31-05-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,40.11
01-06-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,40.1
02-06-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,40.1
03-06-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,40.2
04-06-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,39.94
05-06-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,39.83
06-06-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,39.49
07-06-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,39.23
08-06-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,39.94
09-06-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,39.66
10-06-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,39.84
11-06-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,39.69
12-06-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,39.27
13-06-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,39.37
14-06-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,39.16
15-06-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,38.38
16-06-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,37.6
17-06-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,37.51
18-06-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,37.29
19-06-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,37.14
20-06-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,36.91
21-06-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,37.03
22-06-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,36.46
23-06-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,36.29
24-06-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,36.45
25-06-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,36.61
26-06-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,36.26
27-06-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,35.57
28-06-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,35.42
29-06-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,34.72
30-06-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,34.31
01-07-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,34.97
02-07-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,35.15
03-07-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,35.13
04-07-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,35.1
05-07-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,34.4
06-07-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,34.26
07-07-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,34.47
08-07-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,34.63
09-07-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,34.35
10-07-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,34.01
11-07-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,33.6
12-07-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,33.74
13-07-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,33.96
14-07-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,33.93
15-07-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,33.81
16-07-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,33.83
17-07-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,33.75
18-07-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,33.9
19-07-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,34.23
20-07-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,33.65
21-07-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,33.31
22-07-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,33.44
23-07-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,33.56
24-07-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,33.33
25-07-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,33.17
26-07-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,33.16
27-07-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,32.84
28-07-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,33.13
29-07-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,32.89
30-07-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,33.3
31-07-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,32.97
01-08-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,33.25
02-08-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,32.92
03-08-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,32.77
04-08-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,33.32
05-08-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,33.45
06-08-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,33.26
07-08-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,33.56
08-08-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,33.41
09-08-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,33.32
10-08-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,33.38
11-08-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,32.96
12-08-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,32.79
13-08-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,32.65
14-08-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,32.66
15-08-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,32.69
16-08-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,33.22
17-08-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,33.49
18-08-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,33.04
19-08-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,32.82
20-08-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,32.92
21-08-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,32.94
22-08-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,32.86
23-08-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,33.05
24-08-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,33.16
25-08-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,33.36
26-08-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,33.58
27-08-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,33.28
28-08-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,33.51
29-08-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,33.6
30-08-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,33.77
31-08-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,33.75
01-09-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,33.28
02-09-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,32.86
03-09-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,33.46
04-09-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,33.66
05-09-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,33.61
06-09-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,33.4
07-09-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,33.45
08-09-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,33.44
09-09-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,33.47
10-09-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,33.66
11-09-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,33.21
12-09-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,33.23
13-09-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,33.21
14-09-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,33.25
15-09-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,32.81
16-09-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,32.92
17-09-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,32.97
18-09-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,33.28
19-09-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,33.43
20-09-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,33.62
21-09-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,33.06
22-09-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,32.9
23-09-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,33.04
24-09-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,32.87
25-09-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,32.63
26-09-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,33.21
27-09-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,33.39
28-09-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,33.48
29-09-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,33.67
30-09-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,33.58
01-10-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,33.66
02-10-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,33.39
03-10-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,33.31
04-10-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,32.96
05-10-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,33.34
06-10-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,33.58
07-10-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,33.49
08-10-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,33.59
09-10-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,33.54
10-10-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,33.74
11-10-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,33.14
12-10-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,33.11
13-10-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,33.3
14-10-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,33.06
15-10-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,33.12
16-10-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,33.1
17-10-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,32.83
18-10-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,32.65
19-10-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,32.3
20-10-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,32.5
21-10-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,32.6
22-10-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,32.55
23-10-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,32.29
24-10-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,32.13
25-10-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,31.8
26-10-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,31.72
27-10-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,31.5
28-10-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,31.16
29-10-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,31.23
30-10-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,31.26
31-10-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,31.3
01-11-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,31.33
02-11-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,31.23
03-11-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,31.17
04-11-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,31.23
05-11-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,31.13
