date(1995-2025),lat,lon,District,STATE,Dist_Code,TEHSIL,Tmax_mean
10-10-2025,26.5,82.5,AMBEDKAR NAGAR,UTTAR PRADESH,D679,AKBARPUR,33.75
11-10-2025,26.5,82.5,AMBEDKAR NAGAR,UTTAR PRADESH,D679,AKBARPUR,33.37
12-10-2025,26.5,82.5,AMBEDKAR NAGAR,UTTAR PRADESH,D679,AKBARPUR,33.2
13-10-2025,26.5,82.5,AMBEDKAR NAGAR,UTTAR PRADESH,D679,AKBARPUR,33.21
14-10-2025,26.5,82.5,AMBEDKAR NAGAR,UTTAR PRADESH,D679,AKBARPUR,33.02
15-10-2025,26.5,82.5,AMBEDKAR NAGAR,UTTAR PRADESH,D679,AKBARPUR,33.08
16-10-2025,26.5,82.5,AMBEDKAR NAGAR,UTTAR PRADESH,D679,AKBARPUR,32.95
17-10-2025,26.5,82.5,AMBEDKAR NAGAR,UTTAR PRADESH,D679,AKBARPUR,32.74
18-10-2025,26.5,82.5,AMBEDKAR NAGAR,UTTAR PRADESH,D679,AKBARPUR,32.72
19-10-2025,26.5,82.5,AMBEDKAR NAGAR,UTTAR PRADESH,D679,AKBARPUR,32.25
20-10-2025,26.5,82.5,AMBEDKAR NAGAR,UTTAR PRADESH,D679,AKBARPUR,32.36
21-10-2025,26.5,82.5,AMBEDKAR NAGAR,UTTAR PRADESH,D679,AKBARPUR,32.44
22-10-2025,26.5,82.5,AMBEDKAR NAGAR,UTTAR PRADESH,D679,AKBARPUR,32.44
23-10-2025,26.5,82.5,AMBEDKAR NAGAR,UTTAR PRADESH,D679,AKBARPUR,32.18
24-10-2025,26.5,82.5,AMBEDKAR NAGAR,UTTAR PRADESH,D679,AKBARPUR,32.09
25-10-2025,26.5,82.5,AMBEDKAR NAGAR,UTTAR PRADESH,D679,AKBARPUR,31.76
26-10-2025,26.5,82.5,AMBEDKAR NAGAR,UTTAR PRADESH,D679,AKBARPUR,31.71
27-10-2025,26.5,82.5,AMBEDKAR NAGAR,UTTAR PRADESH,D679,AKBARPUR,31.56
28-10-2025,26.5,82.5,AMBEDKAR NAGAR,UTTAR PRADESH,D679,AKBARPUR,31.3
29-10-2025,26.5,82.5,AMBEDKAR NAGAR,UTTAR PRADESH,D679,AKBARPUR,31.4
30-10-2025,26.5,82.5,AMBEDKAR NAGAR,UTTAR PRADESH,D679,AKBARPUR,31.44
31-10-2025,26.5,82.5,AMBEDKAR NAGAR,UTTAR PRADESH,D679,AKBARPUR,31.39
01-11-2025,26.5,82.5,AMBEDKAR NAGAR,UTTAR PRADESH,D679,AKBARPUR,31.45
02-11-2025,26.5,82.5,AMBEDKAR NAGAR,UTTAR PRADESH,D679,AKBARPUR,31.41
03-11-2025,26.5,82.5,AMBEDKAR NAGAR,UTTAR PRADESH,D679,AKBARPUR,31.41
04-11-2025,26.5,82.5,AMBEDKAR NAGAR,UTTAR PRADESH,D679,AKBARPUR,31.28
05-11-2025,26.5,82.5,AMBEDKAR NAGAR,UTTAR PRADESH,D679,AKBARPUR,31.23
06-11-2025,26.5,82.5,AMBEDKAR NAGAR,UTTAR PRADESH,D679,AKBARPUR,30.89
07-11-2025,26.5,82.5,AMBEDKAR NAGAR,UTTAR PRADESH,D679,AKBARPUR,30.92
08-11-2025,26.5,82.5,AMBEDKAR NAGAR,UTTAR PRADESH,D679,AKBARPUR,30.7
09-11-2025,26.5,82.5,AMBEDKAR NAGAR,UTTAR PRADESH,D679,AKBARPUR,30.56
10-11-2025,26.5,82.5,AMBEDKAR NAGAR,UTTAR PRADESH,D679,AKBARPUR,30.07
11-11-2025,26.5,82.5,AMBEDKAR NAGAR,UTTAR PRADESH,D679,AKBARPUR,30.14
12-11-2025,26.5,82.5,AMBEDKAR NAGAR,UTTAR PRADESH,D679,AKBARPUR,29.92
13-11-2025,26.5,82.5,AMBEDKAR NAGAR,UTTAR PRADESH,D679,AKBARPUR,29.87
14-11-2025,26.5,82.5,AMBEDKAR NAGAR,UTTAR PRADESH,D679,AKBARPUR,29.74
15-11-2025,26.5,82.5,AMBEDKAR NAGAR,UTTAR PRADESH,D679,AKBARPUR,29.67
16-11-2025,26.5,82.5,AMBEDKAR NAGAR,UTTAR PRADESH,D679,AKBARPUR,29.05
17-11-2025,26.5,82.5,AMBEDKAR NAGAR,UTTAR PRADESH,D679,AKBARPUR,29.16
18-11-2025,26.5,82.5,AMBEDKAR NAGAR,UTTAR PRADESH,D679,AKBARPUR,28.62
19-11-2025,26.5,82.5,AMBEDKAR NAGAR,UTTAR PRADESH,D679,AKBARPUR,28.5
20-11-2025,26.5,82.5,AMBEDKAR NAGAR,UTTAR PRADESH,D679,AKBARPUR,28.52
21-11-2025,26.5,82.5,AMBEDKAR NAGAR,UTTAR PRADESH,D679,AKBARPUR,28.26
22-11-2025,26.5,82.5,AMBEDKAR NAGAR,UTTAR PRADESH,D679,AKBARPUR,27.99
23-11-2025,26.5,82.5,AMBEDKAR NAGAR,UTTAR PRADESH,D679,AKBARPUR,28.05
24-11-2025,26.5,82.5,AMBEDKAR NAGAR,UTTAR PRADESH,D679,AKBARPUR,27.91
25-11-2025,26.5,82.5,AMBEDKAR NAGAR,UTTAR PRADESH,D679,AKBARPUR,27.68
26-11-2025,26.5,82.5,AMBEDKAR NAGAR,UTTAR PRADESH,D679,AKBARPUR,27.76
27-11-2025,26.5,82.5,AMBEDKAR NAGAR,UTTAR PRADESH,D679,AKBARPUR,27.46
28-11-2025,26.5,82.5,AMBEDKAR NAGAR,UTTAR PRADESH,D679,AKBARPUR,27.45
29-11-2025,26.5,82.5,AMBEDKAR NAGAR,UTTAR PRADESH,D679,AKBARPUR,27.38
30-11-2025,26.5,82.5,AMBEDKAR NAGAR,UTTAR PRADESH,D679,AKBARPUR,27.18
01-12-2025,26.5,82.5,AMBEDKAR NAGAR,UTTAR PRADESH,D679,AKBARPUR,26.91
02-12-2025,26.5,82.5,AMBEDKAR NAGAR,UTTAR PRADESH,D679,AKBARPUR,26.68
03-12-2025,26.5,82.5,AMBEDKAR NAGAR,UTTAR PRADESH,D679,AKBARPUR,26.46
04-12-2025,26.5,82.5,AMBEDKAR NAGAR,UTTAR PRADESH,D679,AKBARPUR,26.51
05-12-2025,26.5,82.5,AMBEDKAR NAGAR,UTTAR PRADESH,D679,AKBARPUR,26.33
06-12-2025,26.5,82.5,AMBEDKAR NAGAR,UTTAR PRADESH,D679,AKBARPUR,26.49
07-12-2025,26.5,82.5,AMBEDKAR NAGAR,UTTAR PRADESH,D679,AKBARPUR,26.13
08-12-2025,26.5,82.5,AMBEDKAR NAGAR,UTTAR PRADESH,D679,AKBARPUR,25.6
09-12-2025,26.5,82.5,AMBEDKAR NAGAR,UTTAR PRADESH,D679,AKBARPUR,25.55
10-12-2025,26.5,82.5,AMBEDKAR NAGAR,UTTAR PRADESH,D679,AKBARPUR,25.42
11-12-2025,26.5,82.5,AMBEDKAR NAGAR,UTTAR PRADESH,D679,AKBARPUR,25.26
12-12-2025,26.5,82.5,AMBEDKAR NAGAR,UTTAR PRADESH,D679,AKBARPUR,25
13-12-2025,26.5,82.5,AMBEDKAR NAGAR,UTTAR PRADESH,D679,AKBARPUR,24.56
14-12-2025,26.5,82.5,AMBEDKAR NAGAR,UTTAR PRADESH,D679,AKBARPUR,24.35
15-12-2025,26.5,82.5,AMBEDKAR NAGAR,UTTAR PRADESH,D679,AKBARPUR,24.19
16-12-2025,26.5,82.5,AMBEDKAR NAGAR,UTTAR PRADESH,D679,AKBARPUR,23.86
17-12-2025,26.5,82.5,AMBEDKAR NAGAR,UTTAR PRADESH,D679,AKBARPUR,23.62
18-12-2025,26.5,82.5,AMBEDKAR NAGAR,UTTAR PRADESH,D679,AKBARPUR,23.45
19-12-2025,26.5,82.5,AMBEDKAR NAGAR,UTTAR PRADESH,D679,AKBARPUR,23.09
20-12-2025,26.5,82.5,AMBEDKAR NAGAR,UTTAR PRADESH,D679,AKBARPUR,22.83
21-12-2025,26.5,82.5,AMBEDKAR NAGAR,UTTAR PRADESH,D679,AKBARPUR,22.61
22-12-2025,26.5,82.5,AMBEDKAR NAGAR,UTTAR PRADESH,D679,AKBARPUR,22.88
23-12-2025,26.5,82.5,AMBEDKAR NAGAR,UTTAR PRADESH,D679,AKBARPUR,22.92
24-12-2025,26.5,82.5,AMBEDKAR NAGAR,UTTAR PRADESH,D679,AKBARPUR,23
25-12-2025,26.5,82.5,AMBEDKAR NAGAR,UTTAR PRADESH,D679,AKBARPUR,22.73
26-12-2025,26.5,82.5,AMBEDKAR NAGAR,UTTAR PRADESH,D679,AKBARPUR,22.22
27-12-2025,26.5,82.5,AMBEDKAR NAGAR,UTTAR PRADESH,D679,AKBARPUR,22.22
28-12-2025,26.5,82.5,AMBEDKAR NAGAR,UTTAR PRADESH,D679,AKBARPUR,21.74
29-12-2025,26.5,82.5,AMBEDKAR NAGAR,UTTAR PRADESH,D679,AKBARPUR,21.47
30-12-2025,26.5,82.5,AMBEDKAR NAGAR,UTTAR PRADESH,D679,AKBARPUR,20.79
31-12-2025,26.5,82.5,AMBEDKAR NAGAR,UTTAR PRADESH,D679,AKBARPUR,20.85
01-01-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,20.04
02-01-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,19.89
03-01-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,19.79
04-01-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,19.96
05-01-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,19.55
06-01-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,20.13
07-01-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,20.04
08-01-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,19.77
09-01-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,19.77
10-01-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,20.44
11-01-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,20.31
12-01-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,20.57
13-01-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,20.66
14-01-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,21.01
15-01-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,21.05
16-01-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,20.28
17-01-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,20.36
18-01-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,20.41
19-01-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,20.57
20-01-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,20.73
21-01-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,20.92
22-01-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,21.1
23-01-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,21.48
24-01-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,21.99
25-01-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,21.82
26-01-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,22.23
27-01-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,22.61
28-01-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,22.26
29-01-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,22.57
30-01-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,23.08
31-01-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,23.17
01-02-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,23.15
02-02-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,23.39
03-02-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,24.11
04-02-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,23.96
05-02-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,24.09
06-02-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,24.23
07-02-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,24.54
08-02-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,24.21
09-02-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,24.63
10-02-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,24.94
11-02-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,24.95
12-02-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,25.38
13-02-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,25.49
14-02-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,25.85
15-02-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,25.81
16-02-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,26.19
17-02-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,26.8
18-02-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,27.37
19-02-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,27.87
20-02-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,27.74
21-02-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,27.69
22-02-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,27.96
23-02-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,28.02
24-02-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,28.2
25-02-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,27.92
26-02-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,28.03
27-02-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,28.33
28-02-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,28.7
29-02-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,28.65
01-03-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,28.54
02-03-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,29.02
03-03-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,29.17
04-03-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,29.49
05-03-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,29.35
06-03-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,29.55
07-03-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,30
08-03-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,29.97
09-03-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,30.6
10-03-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,30.34
11-03-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,30.54
12-03-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,30.48
13-03-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,30.29
14-03-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,30.82
15-03-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,31
16-03-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,31.69
17-03-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,32.3
18-03-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,32.84
19-03-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,32.77
20-03-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,33.23
21-03-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,33.4
22-03-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,33.65
23-03-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,33.93
24-03-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,34.42
25-03-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,34.96
26-03-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,35.05
27-03-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,34.91
28-03-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,35.44
29-03-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,35.66
30-03-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,35.42
31-03-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,35.61
01-04-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,35.98
02-04-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,36.2
03-04-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,36.52
04-04-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,36.57
05-04-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,36.63
06-04-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,37.21
07-04-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,37.47
08-04-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,37.19
09-04-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,37.4
10-04-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,37.35
11-04-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,37.76
12-04-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,37.67
13-04-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,37.86
14-04-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,38.01
15-04-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,38.26
16-04-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,38.13
17-04-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,37.55
18-04-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,37.41
19-04-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,38.02
20-04-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,38.17
21-04-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,37.9
22-04-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,38.31
23-04-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,38.27
24-04-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,38.62
25-04-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,38.64
26-04-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,38.57
27-04-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,38.57
28-04-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,38.8
29-04-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,38.87
30-04-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,38.51
01-05-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,38.24
02-05-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,37.71
03-05-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,37.38
04-05-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,37.45
05-05-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,37.42
06-05-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,37.95
07-05-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,37.58
08-05-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,38.04
09-05-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,38.41
10-05-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,38.47
11-05-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,38.02
12-05-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,37.9
13-05-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,37.78
14-05-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,38.38
15-05-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,38.22
16-05-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,38.86
17-05-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,38.9
18-05-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,39.13
19-05-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,38.6
20-05-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,38.35
21-05-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,38.68
22-05-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,38.63
23-05-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,38.6
24-05-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,38.29
25-05-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,38.66
26-05-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,38.89
27-05-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,38.42
28-05-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,38.52
29-05-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,38.88
30-05-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,38.76
31-05-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,38.84
01-06-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,38.93
02-06-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,39.05
03-06-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,39.19
04-06-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,38.72
05-06-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,38.72
06-06-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,37.98
07-06-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,37.85
08-06-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,38.65
09-06-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,38.45
10-06-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,38.81
11-06-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,38.8
12-06-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,38.26
13-06-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,38.46
14-06-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,38.26
15-06-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,37.44
16-06-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,36.91
17-06-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,36.78
18-06-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,36.65
19-06-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,36.37
20-06-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,36.07
21-06-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,36.13
22-06-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,35.7
23-06-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,35.81
24-06-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,35.67
25-06-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,35.97
26-06-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,35.58
27-06-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,35.03
28-06-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,34.91
29-06-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,34.21
30-06-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,34.24
01-07-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,34.51
02-07-2025,27.5,82.5,BALRAMPUR,UTTAR PRADESH,D688,BALRAMPUR,34.4
