date(1995-2025),lat,lon,District,STATE,Dist_Code,TEHSIL,Tmin_Mean
01-08-2025,27.5,77.5,MATHURA,UTTAR PRADESH,D728,CHHATA,26.45
02-08-2025,27.5,77.5,MATHURA,UTTAR PRADESH,D728,CHHATA,26.25
03-08-2025,27.5,77.5,MATHURA,UTTAR PRADESH,D728,CHHATA,26.18
04-08-2025,27.5,77.5,MATHURA,UTTAR PRADESH,D728,CHHATA,26.08
05-08-2025,27.5,77.5,MATHURA,UTTAR PRADESH,D728,CHHATA,26.36
06-08-2025,27.5,77.5,MATHURA,UTTAR PRADESH,D728,CHHATA,26.39
07-08-2025,27.5,77.5,MATHURA,UTTAR PRADESH,D728,CHHATA,26.4
08-08-2025,27.5,77.5,MATHURA,UTTAR PRADESH,D728,CHHATA,26.56
09-08-2025,27.5,77.5,MATHURA,UTTAR PRADESH,D728,CHHATA,26.45
10-08-2025,27.5,77.5,MATHURA,UTTAR PRADESH,D728,CHHATA,26.4
11-08-2025,27.5,77.5,MATHURA,UTTAR PRADESH,D728,CHHATA,26.47
12-08-2025,27.5,77.5,MATHURA,UTTAR PRADESH,D728,CHHATA,26.13
13-08-2025,27.5,77.5,MATHURA,UTTAR PRADESH,D728,CHHATA,26.18
14-08-2025,27.5,77.5,MATHURA,UTTAR PRADESH,D728,CHHATA,25.85
15-08-2025,27.5,77.5,MATHURA,UTTAR PRADESH,D728,CHHATA,25.92
16-08-2025,27.5,77.5,MATHURA,UTTAR PRADESH,D728,CHHATA,25.81
17-08-2025,27.5,77.5,MATHURA,UTTAR PRADESH,D728,CHHATA,26
18-08-2025,27.5,77.5,MATHURA,UTTAR PRADESH,D728,CHHATA,26.25
19-08-2025,27.5,77.5,MATHURA,UTTAR PRADESH,D728,CHHATA,26.17
20-08-2025,27.5,77.5,MATHURA,UTTAR PRADESH,D728,CHHATA,25.95
21-08-2025,27.5,77.5,MATHURA,UTTAR PRADESH,D728,CHHATA,25.96
22-08-2025,27.5,77.5,MATHURA,UTTAR PRADESH,D728,CHHATA,25.83
23-08-2025,27.5,77.5,MATHURA,UTTAR PRADESH,D728,CHHATA,26.05
24-08-2025,27.5,77.5,MATHURA,UTTAR PRADESH,D728,CHHATA,25.83
25-08-2025,27.5,77.5,MATHURA,UTTAR PRADESH,D728,CHHATA,25.78
26-08-2025,27.5,77.5,MATHURA,UTTAR PRADESH,D728,CHHATA,25.87
27-08-2025,27.5,77.5,MATHURA,UTTAR PRADESH,D728,CHHATA,26.03
28-08-2025,27.5,77.5,MATHURA,UTTAR PRADESH,D728,CHHATA,25.95
29-08-2025,27.5,77.5,MATHURA,UTTAR PRADESH,D728,CHHATA,25.97
30-08-2025,27.5,77.5,MATHURA,UTTAR PRADESH,D728,CHHATA,25.68
31-08-2025,27.5,77.5,MATHURA,UTTAR PRADESH,D728,CHHATA,25.71
01-09-2025,27.5,77.5,MATHURA,UTTAR PRADESH,D728,CHHATA,25.78
02-09-2025,27.5,77.5,MATHURA,UTTAR PRADESH,D728,CHHATA,25.83
03-09-2025,27.5,77.5,MATHURA,UTTAR PRADESH,D728,CHHATA,25.73
04-09-2025,27.5,77.5,MATHURA,UTTAR PRADESH,D728,CHHATA,25.46
05-09-2025,27.5,77.5,MATHURA,UTTAR PRADESH,D728,CHHATA,25.4
06-09-2025,27.5,77.5,MATHURA,UTTAR PRADESH,D728,CHHATA,25.19
07-09-2025,27.5,77.5,MATHURA,UTTAR PRADESH,D728,CHHATA,25.17
08-09-2025,27.5,77.5,MATHURA,UTTAR PRADESH,D728,CHHATA,25.32
09-09-2025,27.5,77.5,MATHURA,UTTAR PRADESH,D728,CHHATA,25.27
10-09-2025,27.5,77.5,MATHURA,UTTAR PRADESH,D728,CHHATA,25.31
11-09-2025,27.5,77.5,MATHURA,UTTAR PRADESH,D728,CHHATA,25.1
12-09-2025,27.5,77.5,MATHURA,UTTAR PRADESH,D728,CHHATA,24.92
13-09-2025,27.5,77.5,MATHURA,UTTAR PRADESH,D728,CHHATA,25.16
14-09-2025,27.5,77.5,MATHURA,UTTAR PRADESH,D728,CHHATA,25.26
15-09-2025,27.5,77.5,MATHURA,UTTAR PRADESH,D728,CHHATA,24.82
16-09-2025,27.5,77.5,MATHURA,UTTAR PRADESH,D728,CHHATA,24.81
17-09-2025,27.5,77.5,MATHURA,UTTAR PRADESH,D728,CHHATA,24.89
18-09-2025,27.5,77.5,MATHURA,UTTAR PRADESH,D728,CHHATA,24.86
19-09-2025,27.5,77.5,MATHURA,UTTAR PRADESH,D728,CHHATA,24.71
20-09-2025,27.5,77.5,MATHURA,UTTAR PRADESH,D728,CHHATA,24.75
21-09-2025,27.5,77.5,MATHURA,UTTAR PRADESH,D728,CHHATA,24.67
22-09-2025,27.5,77.5,MATHURA,UTTAR PRADESH,D728,CHHATA,24.54
23-09-2025,27.5,77.5,MATHURA,UTTAR PRADESH,D728,CHHATA,24.33
24-09-2025,27.5,77.5,MATHURA,UTTAR PRADESH,D728,CHHATA,24.01
25-09-2025,27.5,77.5,MATHURA,UTTAR PRADESH,D728,CHHATA,23.77
26-09-2025,27.5,77.5,MATHURA,UTTAR PRADESH,D728,CHHATA,23.74
27-09-2025,27.5,77.5,MATHURA,UTTAR PRADESH,D728,CHHATA,23.65
28-09-2025,27.5,77.5,MATHURA,UTTAR PRADESH,D728,CHHATA,23.49
29-09-2025,27.5,77.5,MATHURA,UTTAR PRADESH,D728,CHHATA,23.33
30-09-2025,27.5,77.5,MATHURA,UTTAR PRADESH,D728,CHHATA,23.26
01-10-2025,27.5,77.5,MATHURA,UTTAR PRADESH,D728,CHHATA,22.92
02-10-2025,27.5,77.5,MATHURA,UTTAR PRADESH,D728,CHHATA,22.82
03-10-2025,27.5,77.5,MATHURA,UTTAR PRADESH,D728,CHHATA,22.22
04-10-2025,27.5,77.5,MATHURA,UTTAR PRADESH,D728,CHHATA,22.27
05-10-2025,27.5,77.5,MATHURA,UTTAR PRADESH,D728,CHHATA,22.12
06-10-2025,27.5,77.5,MATHURA,UTTAR PRADESH,D728,CHHATA,21.87
07-10-2025,27.5,77.5,MATHURA,UTTAR PRADESH,D728,CHHATA,21.54
08-10-2025,27.5,77.5,MATHURA,UTTAR PRADESH,D728,CHHATA,21.71
09-10-2025,27.5,77.5,MATHURA,UTTAR PRADESH,D728,CHHATA,21.22
10-10-2025,27.5,77.5,MATHURA,UTTAR PRADESH,D728,CHHATA,20.97
11-10-2025,27.5,77.5,MATHURA,UTTAR PRADESH,D728,CHHATA,20.62
12-10-2025,27.5,77.5,MATHURA,UTTAR PRADESH,D728,CHHATA,20.25
13-10-2025,27.5,77.5,MATHURA,UTTAR PRADESH,D728,CHHATA,20.09
14-10-2025,27.5,77.5,MATHURA,UTTAR PRADESH,D728,CHHATA,20.19
15-10-2025,27.5,77.5,MATHURA,UTTAR PRADESH,D728,CHHATA,19.57
16-10-2025,27.5,77.5,MATHURA,UTTAR PRADESH,D728,CHHATA,19.27
17-10-2025,27.5,77.5,MATHURA,UTTAR PRADESH,D728,CHHATA,19.11
18-10-2025,27.5,77.5,MATHURA,UTTAR PRADESH,D728,CHHATA,18.71
19-10-2025,27.5,77.5,MATHURA,UTTAR PRADESH,D728,CHHATA,18.39
20-10-2025,27.5,77.5,MATHURA,UTTAR PRADESH,D728,CHHATA,18.21
21-10-2025,27.5,77.5,MATHURA,UTTAR PRADESH,D728,CHHATA,18.15
22-10-2025,27.5,77.5,MATHURA,UTTAR PRADESH,D728,CHHATA,18
23-10-2025,27.5,77.5,MATHURA,UTTAR PRADESH,D728,CHHATA,17.5
24-10-2025,27.5,77.5,MATHURA,UTTAR PRADESH,D728,CHHATA,17.01
25-10-2025,27.5,77.5,MATHURA,UTTAR PRADESH,D728,CHHATA,16.89
26-10-2025,27.5,77.5,MATHURA,UTTAR PRADESH,D728,CHHATA,16.83
27-10-2025,27.5,77.5,MATHURA,UTTAR PRADESH,D728,CHHATA,16.62
28-10-2025,27.5,77.5,MATHURA,UTTAR PRADESH,D728,CHHATA,16.47
29-10-2025,27.5,77.5,MATHURA,UTTAR PRADESH,D728,CHHATA,16.24
30-10-2025,27.5,77.5,MATHURA,UTTAR PRADESH,D728,CHHATA,16.14
31-10-2025,27.5,77.5,MATHURA,UTTAR PRADESH,D728,CHHATA,16.2
01-11-2025,27.5,77.5,MATHURA,UTTAR PRADESH,D728,CHHATA,15.8
02-11-2025,27.5,77.5,MATHURA,UTTAR PRADESH,D728,CHHATA,15.72
03-11-2025,27.5,77.5,MATHURA,UTTAR PRADESH,D728,CHHATA,15.46
04-11-2025,27.5,77.5,MATHURA,UTTAR PRADESH,D728,CHHATA,15.6
05-11-2025,27.5,77.5,MATHURA,UTTAR PRADESH,D728,CHHATA,15.52
06-11-2025,27.5,77.5,MATHURA,UTTAR PRADESH,D728,CHHATA,15.01
07-11-2025,27.5,77.5,MATHURA,UTTAR PRADESH,D728,CHHATA,14.67
08-11-2025,27.5,77.5,MATHURA,UTTAR PRADESH,D728,CHHATA,14.48
09-11-2025,27.5,77.5,MATHURA,UTTAR PRADESH,D728,CHHATA,14.31
10-11-2025,27.5,77.5,MATHURA,UTTAR PRADESH,D728,CHHATA,14.14
11-11-2025,27.5,77.5,MATHURA,UTTAR PRADESH,D728,CHHATA,13.62
12-11-2025,27.5,77.5,MATHURA,UTTAR PRADESH,D728,CHHATA,13.48
13-11-2025,27.5,77.5,MATHURA,UTTAR PRADESH,D728,CHHATA,13.15
14-11-2025,27.5,77.5,MATHURA,UTTAR PRADESH,D728,CHHATA,13.37
15-11-2025,27.5,77.5,MATHURA,UTTAR PRADESH,D728,CHHATA,13.05
16-11-2025,27.5,77.5,MATHURA,UTTAR PRADESH,D728,CHHATA,12.79
17-11-2025,27.5,77.5,MATHURA,UTTAR PRADESH,D728,CHHATA,12.6
18-11-2025,27.5,77.5,MATHURA,UTTAR PRADESH,D728,CHHATA,12.43
19-11-2025,27.5,77.5,MATHURA,UTTAR PRADESH,D728,CHHATA,12.08
20-11-2025,27.5,77.5,MATHURA,UTTAR PRADESH,D728,CHHATA,11.68
21-11-2025,27.5,77.5,MATHURA,UTTAR PRADESH,D728,CHHATA,11.23
22-11-2025,27.5,77.5,MATHURA,UTTAR PRADESH,D728,CHHATA,11.24
23-11-2025,27.5,77.5,MATHURA,UTTAR PRADESH,D728,CHHATA,11.18
24-11-2025,27.5,77.5,MATHURA,UTTAR PRADESH,D728,CHHATA,11.36
25-11-2025,27.5,77.5,MATHURA,UTTAR PRADESH,D728,CHHATA,11.05
26-11-2025,27.5,77.5,MATHURA,UTTAR PRADESH,D728,CHHATA,11
27-11-2025,27.5,77.5,MATHURA,UTTAR PRADESH,D728,CHHATA,10.71
28-11-2025,27.5,77.5,MATHURA,UTTAR PRADESH,D728,CHHATA,10.75
29-11-2025,27.5,77.5,MATHURA,UTTAR PRADESH,D728,CHHATA,10.29
30-11-2025,27.5,77.5,MATHURA,UTTAR PRADESH,D728,CHHATA,10.38
01-12-2025,27.5,77.5,MATHURA,UTTAR PRADESH,D728,CHHATA,10.12
02-12-2025,27.5,77.5,MATHURA,UTTAR PRADESH,D728,CHHATA,9.8
03-12-2025,27.5,77.5,MATHURA,UTTAR PRADESH,D728,CHHATA,9.5
04-12-2025,27.5,77.5,MATHURA,UTTAR PRADESH,D728,CHHATA,9.59
05-12-2025,27.5,77.5,MATHURA,UTTAR PRADESH,D728,CHHATA,9.64
06-12-2025,27.5,77.5,MATHURA,UTTAR PRADESH,D728,CHHATA,9.61
07-12-2025,27.5,77.5,MATHURA,UTTAR PRADESH,D728,CHHATA,9.63
08-12-2025,27.5,77.5,MATHURA,UTTAR PRADESH,D728,CHHATA,9.36
09-12-2025,27.5,77.5,MATHURA,UTTAR PRADESH,D728,CHHATA,9
10-12-2025,27.5,77.5,MATHURA,UTTAR PRADESH,D728,CHHATA,9.06
11-12-2025,27.5,77.5,MATHURA,UTTAR PRADESH,D728,CHHATA,9.25
12-12-2025,27.5,77.5,MATHURA,UTTAR PRADESH,D728,CHHATA,9.3
13-12-2025,27.5,77.5,MATHURA,UTTAR PRADESH,D728,CHHATA,9.24
14-12-2025,27.5,77.5,MATHURA,UTTAR PRADESH,D728,CHHATA,8.52
15-12-2025,27.5,77.5,MATHURA,UTTAR PRADESH,D728,CHHATA,8.54
16-12-2025,27.5,77.5,MATHURA,UTTAR PRADESH,D728,CHHATA,8.11
17-12-2025,27.5,77.5,MATHURA,UTTAR PRADESH,D728,CHHATA,8.08
18-12-2025,27.5,77.5,MATHURA,UTTAR PRADESH,D728,CHHATA,7.48
19-12-2025,27.5,77.5,MATHURA,UTTAR PRADESH,D728,CHHATA,7.44
20-12-2025,27.5,77.5,MATHURA,UTTAR PRADESH,D728,CHHATA,7.78
21-12-2025,27.5,77.5,MATHURA,UTTAR PRADESH,D728,CHHATA,7.78
22-12-2025,27.5,77.5,MATHURA,UTTAR PRADESH,D728,CHHATA,7.74
23-12-2025,27.5,77.5,MATHURA,UTTAR PRADESH,D728,CHHATA,7.97
24-12-2025,27.5,77.5,MATHURA,UTTAR PRADESH,D728,CHHATA,7.7
25-12-2025,27.5,77.5,MATHURA,UTTAR PRADESH,D728,CHHATA,7.1
26-12-2025,27.5,77.5,MATHURA,UTTAR PRADESH,D728,CHHATA,6.84
27-12-2025,27.5,77.5,MATHURA,UTTAR PRADESH,D728,CHHATA,6.94
28-12-2025,27.5,77.5,MATHURA,UTTAR PRADESH,D728,CHHATA,6.76
29-12-2025,27.5,77.5,MATHURA,UTTAR PRADESH,D728,CHHATA,6.58
30-12-2025,27.5,77.5,MATHURA,UTTAR PRADESH,D728,CHHATA,6.91
31-12-2025,27.5,77.5,MATHURA,UTTAR PRADESH,D728,CHHATA,7.3
01-01-2025,29.5,77.5,MUZAFFARNAGAR,UTTAR PRADESH,D733,BUDHANA,6.65
02-01-2025,29.5,77.5,MUZAFFARNAGAR,UTTAR PRADESH,D733,BUDHANA,6.41
03-01-2025,29.5,77.5,MUZAFFARNAGAR,UTTAR PRADESH,D733,BUDHANA,6.79
04-01-2025,29.5,77.5,MUZAFFARNAGAR,UTTAR PRADESH,D733,BUDHANA,6.44
05-01-2025,29.5,77.5,MUZAFFARNAGAR,UTTAR PRADESH,D733,BUDHANA,6.67
06-01-2025,29.5,77.5,MUZAFFARNAGAR,UTTAR PRADESH,D733,BUDHANA,6.47
07-01-2025,29.5,77.5,MUZAFFARNAGAR,UTTAR PRADESH,D733,BUDHANA,6.26
08-01-2025,29.5,77.5,MUZAFFARNAGAR,UTTAR PRADESH,D733,BUDHANA,6.19
09-01-2025,29.5,77.5,MUZAFFARNAGAR,UTTAR PRADESH,D733,BUDHANA,6.16
10-01-2025,29.5,77.5,MUZAFFARNAGAR,UTTAR PRADESH,D733,BUDHANA,6.09
11-01-2025,29.5,77.5,MUZAFFARNAGAR,UTTAR PRADESH,D733,BUDHANA,6.12
12-01-2025,29.5,77.5,MUZAFFARNAGAR,UTTAR PRADESH,D733,BUDHANA,6.15
13-01-2025,29.5,77.5,MUZAFFARNAGAR,UTTAR PRADESH,D733,BUDHANA,6.51
14-01-2025,29.5,77.5,MUZAFFARNAGAR,UTTAR PRADESH,D733,BUDHANA,6.92
15-01-2025,29.5,77.5,MUZAFFARNAGAR,UTTAR PRADESH,D733,BUDHANA,6.89
16-01-2025,29.5,77.5,MUZAFFARNAGAR,UTTAR PRADESH,D733,BUDHANA,6.9
17-01-2025,29.5,77.5,MUZAFFARNAGAR,UTTAR PRADESH,D733,BUDHANA,7.08
18-01-2025,29.5,77.5,MUZAFFARNAGAR,UTTAR PRADESH,D733,BUDHANA,6.93
19-01-2025,29.5,77.5,MUZAFFARNAGAR,UTTAR PRADESH,D733,BUDHANA,6.86
20-01-2025,29.5,77.5,MUZAFFARNAGAR,UTTAR PRADESH,D733,BUDHANA,6.74
21-01-2025,29.5,77.5,MUZAFFARNAGAR,UTTAR PRADESH,D733,BUDHANA,6.49
22-01-2025,29.5,77.5,MUZAFFARNAGAR,UTTAR PRADESH,D733,BUDHANA,7.03
23-01-2025,29.5,77.5,MUZAFFARNAGAR,UTTAR PRADESH,D733,BUDHANA,6.68
24-01-2025,29.5,77.5,MUZAFFARNAGAR,UTTAR PRADESH,D733,BUDHANA,6.65
25-01-2025,29.5,77.5,MUZAFFARNAGAR,UTTAR PRADESH,D733,BUDHANA,6.95
26-01-2025,29.5,77.5,MUZAFFARNAGAR,UTTAR PRADESH,D733,BUDHANA,6.99
27-01-2025,29.5,77.5,MUZAFFARNAGAR,UTTAR PRADESH,D733,BUDHANA,6.96
28-01-2025,29.5,77.5,MUZAFFARNAGAR,UTTAR PRADESH,D733,BUDHANA,7.02
29-01-2025,29.5,77.5,MUZAFFARNAGAR,UTTAR PRADESH,D733,BUDHANA,7.28
30-01-2025,29.5,77.5,MUZAFFARNAGAR,UTTAR PRADESH,D733,BUDHANA,7.42
31-01-2025,29.5,77.5,MUZAFFARNAGAR,UTTAR PRADESH,D733,BUDHANA,7.6
01-02-2025,29.5,77.5,MUZAFFARNAGAR,UTTAR PRADESH,D733,BUDHANA,7.54
02-02-2025,29.5,77.5,MUZAFFARNAGAR,UTTAR PRADESH,D733,BUDHANA,7.75
03-02-2025,29.5,77.5,MUZAFFARNAGAR,UTTAR PRADESH,D733,BUDHANA,7.92
04-02-2025,29.5,77.5,MUZAFFARNAGAR,UTTAR PRADESH,D733,BUDHANA,7.97
05-02-2025,29.5,77.5,MUZAFFARNAGAR,UTTAR PRADESH,D733,BUDHANA,7.95
06-02-2025,29.5,77.5,MUZAFFARNAGAR,UTTAR PRADESH,D733,BUDHANA,8.21
07-02-2025,29.5,77.5,MUZAFFARNAGAR,UTTAR PRADESH,D733,BUDHANA,8.5
08-02-2025,29.5,77.5,MUZAFFARNAGAR,UTTAR PRADESH,D733,BUDHANA,8.1
09-02-2025,29.5,77.5,MUZAFFARNAGAR,UTTAR PRADESH,D733,BUDHANA,7.92
10-02-2025,29.5,77.5,MUZAFFARNAGAR,UTTAR PRADESH,D733,BUDHANA,8.13
11-02-2025,29.5,77.5,MUZAFFARNAGAR,UTTAR PRADESH,D733,BUDHANA,8.51
12-02-2025,29.5,77.5,MUZAFFARNAGAR,UTTAR PRADESH,D733,BUDHANA,9.01
13-02-2025,29.5,77.5,MUZAFFARNAGAR,UTTAR PRADESH,D733,BUDHANA,9.17
14-02-2025,29.5,77.5,MUZAFFARNAGAR,UTTAR PRADESH,D733,BUDHANA,9.9
15-02-2025,29.5,77.5,MUZAFFARNAGAR,UTTAR PRADESH,D733,BUDHANA,9.96
16-02-2025,29.5,77.5,MUZAFFARNAGAR,UTTAR PRADESH,D733,BUDHANA,9.63
17-02-2025,29.5,77.5,MUZAFFARNAGAR,UTTAR PRADESH,D733,BUDHANA,9.92
18-02-2025,29.5,77.5,MUZAFFARNAGAR,UTTAR PRADESH,D733,BUDHANA,10.24
19-02-2025,29.5,77.5,MUZAFFARNAGAR,UTTAR PRADESH,D733,BUDHANA,10.59
20-02-2025,29.5,77.5,MUZAFFARNAGAR,UTTAR PRADESH,D733,BUDHANA,10.58
21-02-2025,29.5,77.5,MUZAFFARNAGAR,UTTAR PRADESH,D733,BUDHANA,10.4
22-02-2025,29.5,77.5,MUZAFFARNAGAR,UTTAR PRADESH,D733,BUDHANA,10.71
23-02-2025,29.5,77.5,MUZAFFARNAGAR,UTTAR PRADESH,D733,BUDHANA,10.81
24-02-2025,29.5,77.5,MUZAFFARNAGAR,UTTAR PRADESH,D733,BUDHANA,10.81
25-02-2025,29.5,77.5,MUZAFFARNAGAR,UTTAR PRADESH,D733,BUDHANA,10.92
26-02-2025,29.5,77.5,MUZAFFARNAGAR,UTTAR PRADESH,D733,BUDHANA,10.9
27-02-2025,29.5,77.5,MUZAFFARNAGAR,UTTAR PRADESH,D733,BUDHANA,10.98
28-02-2025,29.5,77.5,MUZAFFARNAGAR,UTTAR PRADESH,D733,BUDHANA,11.18
29-02-2025,29.5,77.5,MUZAFFARNAGAR,UTTAR PRADESH,D733,BUDHANA,11.58
01-03-2025,29.5,77.5,MUZAFFARNAGAR,UTTAR PRADESH,D733,BUDHANA,11.34
02-03-2025,29.5,77.5,MUZAFFARNAGAR,UTTAR PRADESH,D733,BUDHANA,11.77
03-03-2025,29.5,77.5,MUZAFFARNAGAR,UTTAR PRADESH,D733,BUDHANA,11.58
04-03-2025,29.5,77.5,MUZAFFARNAGAR,UTTAR PRADESH,D733,BUDHANA,11.72
05-03-2025,29.5,77.5,MUZAFFARNAGAR,UTTAR PRADESH,D733,BUDHANA,11.64
06-03-2025,29.5,77.5,MUZAFFARNAGAR,UTTAR PRADESH,D733,BUDHANA,11.65
07-03-2025,29.5,77.5,MUZAFFARNAGAR,UTTAR PRADESH,D733,BUDHANA,11.77
08-03-2025,29.5,77.5,MUZAFFARNAGAR,UTTAR PRADESH,D733,BUDHANA,12.09
09-03-2025,29.5,77.5,MUZAFFARNAGAR,UTTAR PRADESH,D733,BUDHANA,12.45
10-03-2025,29.5,77.5,MUZAFFARNAGAR,UTTAR PRADESH,D733,BUDHANA,12.75
11-03-2025,29.5,77.5,MUZAFFARNAGAR,UTTAR PRADESH,D733,BUDHANA,12.83
12-03-2025,29.5,77.5,MUZAFFARNAGAR,UTTAR PRADESH,D733,BUDHANA,13.19
13-03-2025,29.5,77.5,MUZAFFARNAGAR,UTTAR PRADESH,D733,BUDHANA,13.15
14-03-2025,29.5,77.5,MUZAFFARNAGAR,UTTAR PRADESH,D733,BUDHANA,13.09
15-03-2025,29.5,77.5,MUZAFFARNAGAR,UTTAR PRADESH,D733,BUDHANA,13.26
16-03-2025,29.5,77.5,MUZAFFARNAGAR,UTTAR PRADESH,D733,BUDHANA,13.77
17-03-2025,29.5,77.5,MUZAFFARNAGAR,UTTAR PRADESH,D733,BUDHANA,14.42
18-03-2025,29.5,77.5,MUZAFFARNAGAR,UTTAR PRADESH,D733,BUDHANA,14.35
19-03-2025,29.5,77.5,MUZAFFARNAGAR,UTTAR PRADESH,D733,BUDHANA,14.83
20-03-2025,29.5,77.5,MUZAFFARNAGAR,UTTAR PRADESH,D733,BUDHANA,15.22
21-03-2025,29.5,77.5,MUZAFFARNAGAR,UTTAR PRADESH,D733,BUDHANA,15.2
22-03-2025,29.5,77.5,MUZAFFARNAGAR,UTTAR PRADESH,D733,BUDHANA,14.94
23-03-2025,29.5,77.5,MUZAFFARNAGAR,UTTAR PRADESH,D733,BUDHANA,15.06
24-03-2025,29.5,77.5,MUZAFFARNAGAR,UTTAR PRADESH,D733,BUDHANA,15.51
25-03-2025,29.5,77.5,MUZAFFARNAGAR,UTTAR PRADESH,D733,BUDHANA,15.59
26-03-2025,29.5,77.5,MUZAFFARNAGAR,UTTAR PRADESH,D733,BUDHANA,15.62
27-03-2025,29.5,77.5,MUZAFFARNAGAR,UTTAR PRADESH,D733,BUDHANA,16.01
28-03-2025,29.5,77.5,MUZAFFARNAGAR,UTTAR PRADESH,D733,BUDHANA,16.32
29-03-2025,29.5,77.5,MUZAFFARNAGAR,UTTAR PRADESH,D733,BUDHANA,16.86
30-03-2025,29.5,77.5,MUZAFFARNAGAR,UTTAR PRADESH,D733,BUDHANA,16.35
31-03-2025,29.5,77.5,MUZAFFARNAGAR,UTTAR PRADESH,D733,BUDHANA,16.35
01-04-2025,29.5,77.5,MUZAFFARNAGAR,UTTAR PRADESH,D733,BUDHANA,16.38
02-04-2025,29.5,77.5,MUZAFFARNAGAR,UTTAR PRADESH,D733,BUDHANA,16.3
03-04-2025,29.5,77.5,MUZAFFARNAGAR,UTTAR PRADESH,D733,BUDHANA,16.54
04-04-2025,29.5,77.5,MUZAFFARNAGAR,UTTAR PRADESH,D733,BUDHANA,16.71
05-04-2025,29.5,77.5,MUZAFFARNAGAR,UTTAR PRADESH,D733,BUDHANA,16.98
06-04-2025,29.5,77.5,MUZAFFARNAGAR,UTTAR PRADESH,D733,BUDHANA,17.23
07-04-2025,29.5,77.5,MUZAFFARNAGAR,UTTAR PRADESH,D733,BUDHANA,17.81
08-04-2025,29.5,77.5,MUZAFFARNAGAR,UTTAR PRADESH,D733,BUDHANA,17.84
09-04-2025,29.5,77.5,MUZAFFARNAGAR,UTTAR PRADESH,D733,BUDHANA,17.63
10-04-2025,29.5,77.5,MUZAFFARNAGAR,UTTAR PRADESH,D733,BUDHANA,18.07
11-04-2025,29.5,77.5,MUZAFFARNAGAR,UTTAR PRADESH,D733,BUDHANA,18.15
12-04-2025,29.5,77.5,MUZAFFARNAGAR,UTTAR PRADESH,D733,BUDHANA,18.74
13-04-2025,29.5,77.5,MUZAFFARNAGAR,UTTAR PRADESH,D733,BUDHANA,18.82
14-04-2025,29.5,77.5,MUZAFFARNAGAR,UTTAR PRADESH,D733,BUDHANA,19.28
15-04-2025,29.5,77.5,MUZAFFARNAGAR,UTTAR PRADESH,D733,BUDHANA,19.66
16-04-2025,29.5,77.5,MUZAFFARNAGAR,UTTAR PRADESH,D733,BUDHANA,20.2
17-04-2025,29.5,77.5,MUZAFFARNAGAR,UTTAR PRADESH,D733,BUDHANA,19.83
18-04-2025,29.5,77.5,MUZAFFARNAGAR,UTTAR PRADESH,D733,BUDHANA,19.48
19-04-2025,29.5,77.5,MUZAFFARNAGAR,UTTAR PRADESH,D733,BUDHANA,19.94
20-04-2025,29.5,77.5,MUZAFFARNAGAR,UTTAR PRADESH,D733,BUDHANA,20.13
21-04-2025,29.5,77.5,MUZAFFARNAGAR,UTTAR PRADESH,D733,BUDHANA,20.23
22-04-2025,29.5,77.5,MUZAFFARNAGAR,UTTAR PRADESH,D733,BUDHANA,19.96
23-04-2025,29.5,77.5,MUZAFFARNAGAR,UTTAR PRADESH,D733,BUDHANA,20.16
24-04-2025,29.5,77.5,MUZAFFARNAGAR,UTTAR PRADESH,D733,BUDHANA,20.08
25-04-2025,29.5,77.5,MUZAFFARNAGAR,UTTAR PRADESH,D733,BUDHANA,20.4
26-04-2025,29.5,77.5,MUZAFFARNAGAR,UTTAR PRADESH,D733,BUDHANA,20.82
27-04-2025,29.5,77.5,MUZAFFARNAGAR,UTTAR PRADESH,D733,BUDHANA,21.11
28-04-2025,29.5,77.5,MUZAFFARNAGAR,UTTAR PRADESH,D733,BUDHANA,21.32
29-04-2025,29.5,77.5,MUZAFFARNAGAR,UTTAR PRADESH,D733,BUDHANA,21.87
30-04-2025,29.5,77.5,MUZAFFARNAGAR,UTTAR PRADESH,D733,BUDHANA,21.7
01-05-2025,29.5,77.5,MUZAFFARNAGAR,UTTAR PRADESH,D733,BUDHANA,21.72
02-05-2025,29.5,77.5,MUZAFFARNAGAR,UTTAR PRADESH,D733,BUDHANA,21.71
03-05-2025,29.5,77.5,MUZAFFARNAGAR,UTTAR PRADESH,D733,BUDHANA,21.87
04-05-2025,29.5,77.5,MUZAFFARNAGAR,UTTAR PRADESH,D733,BUDHANA,21.48
05-05-2025,29.5,77.5,MUZAFFARNAGAR,UTTAR PRADESH,D733,BUDHANA,21.39
06-05-2025,29.5,77.5,MUZAFFARNAGAR,UTTAR PRADESH,D733,BUDHANA,21.94
07-05-2025,29.5,77.5,MUZAFFARNAGAR,UTTAR PRADESH,D733,BUDHANA,21.84
08-05-2025,29.5,77.5,MUZAFFARNAGAR,UTTAR PRADESH,D733,BUDHANA,22.25
09-05-2025,29.5,77.5,MUZAFFARNAGAR,UTTAR PRADESH,D733,BUDHANA,22.73
10-05-2025,29.5,77.5,MUZAFFARNAGAR,UTTAR PRADESH,D733,BUDHANA,23.38
11-05-2025,29.5,77.5,MUZAFFARNAGAR,UTTAR PRADESH,D733,BUDHANA,22.61
12-05-2025,29.5,77.5,MUZAFFARNAGAR,UTTAR PRADESH,D733,BUDHANA,22.66
