date(1995-2025),lat,lon,District,STATE,Dist_Code,TEHSIL,Tmin_Mean
26-02-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,13.21
27-02-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,13.09
28-02-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,13.1
29-02-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,13.3
01-03-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,13.49
02-03-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,13.95
03-03-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,14.06
04-03-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,13.85
05-03-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,14.19
06-03-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,13.99
07-03-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,13.87
08-03-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,14.29
09-03-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,14.58
10-03-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,14.79
11-03-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,14.91
12-03-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,15.13
13-03-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,15.44
14-03-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,15.1
15-03-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,15.36
16-03-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,15.6
17-03-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,16.44
18-03-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,16.48
19-03-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,16.67
20-03-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,16.92
21-03-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,17.01
22-03-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,16.71
23-03-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,16.9
24-03-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,17.4
25-03-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,17.82
26-03-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,18.02
27-03-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,17.89
28-03-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,18.09
29-03-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,18.93
30-03-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,18.79
31-03-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,18.72
01-04-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,18.74
02-04-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,18.86
03-04-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,19.09
04-04-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,19.29
05-04-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,19.2
06-04-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,19.78
07-04-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,20.12
08-04-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,20.69
09-04-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,20.63
10-04-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,20.43
11-04-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,20.45
12-04-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,21.1
13-04-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,21.54
14-04-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,21.52
15-04-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,21.75
16-04-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,22.45
17-04-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,22.41
18-04-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,22.01
19-04-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,21.94
20-04-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,22.66
21-04-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,22.58
22-04-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,22.34
23-04-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,22.35
24-04-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,22.38
25-04-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,22.44
26-04-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,22.73
27-04-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,23.11
28-04-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,23.07
29-04-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,23.42
30-04-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,23.34
01-05-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,23.43
02-05-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,23.4
03-05-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,23.32
04-05-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,23.15
05-05-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,23.31
06-05-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,23.64
07-05-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,23.7
08-05-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,24.09
09-05-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,24.49
10-05-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,24.39
11-05-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,24.07
12-05-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,24.56
13-05-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,24.42
14-05-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,24.59
15-05-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,24.86
16-05-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,25.05
17-05-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,25.07
18-05-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,25.54
19-05-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,25.21
20-05-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,25.19
21-05-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,25.18
22-05-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,25.17
23-05-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,25.54
24-05-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,25.61
25-05-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,25.72
26-05-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,25.71
27-05-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,25.87
28-05-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,25.44
29-05-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,25.29
30-05-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,25.71
31-05-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,25.88
01-06-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,26.29
02-06-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,25.98
03-06-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,26.13
04-06-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,26.43
05-06-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,26.2
06-06-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,26.03
07-06-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,25.89
08-06-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,26.52
09-06-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,26.25
10-06-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,26.86
11-06-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,27.5
12-06-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,27.19
13-06-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,27.11
14-06-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,27.13
15-06-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,26.76
16-06-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,26.8
17-06-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,26.54
18-06-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,26.52
19-06-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,26.36
20-06-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,26.36
21-06-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,26.63
22-06-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,26.51
23-06-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,26.16
24-06-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,26.4
25-06-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,26.62
26-06-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,26.52
27-06-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,26.5
28-06-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,25.99
29-06-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,26
30-06-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,25.95
01-07-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,26.4
02-07-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,26.37
03-07-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,26.28
04-07-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,26.41
05-07-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,26.06
06-07-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,25.88
07-07-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,25.98
08-07-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,26.26
09-07-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,26.27
10-07-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,26.27
11-07-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,26.14
12-07-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,25.88
13-07-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,26.11
14-07-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,26.07
15-07-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,26.13
16-07-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,26.2
17-07-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,26.29
18-07-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,26.42
19-07-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,26.33
20-07-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,25.99
21-07-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,25.82
22-07-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,26
23-07-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,26.11
24-07-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,26.18
25-07-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,26.07
26-07-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,25.95
27-07-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,25.86
28-07-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,25.8
29-07-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,25.75
30-07-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,25.81
31-07-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,25.83
01-08-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,25.76
02-08-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,25.78
03-08-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,25.61
04-08-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,25.93
05-08-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,26.25
06-08-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,26.19
07-08-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,26.14
08-08-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,26.2
09-08-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,26.04
10-08-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,26.03
11-08-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,26.01
12-08-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,25.83
13-08-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,25.74
14-08-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,25.68
15-08-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,25.46
16-08-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,25.69
17-08-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,25.89
18-08-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,25.85
19-08-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,25.59
20-08-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,25.56
21-08-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,25.73
22-08-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,25.63
23-08-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,25.5
24-08-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,25.51
25-08-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,25.62
26-08-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,25.68
27-08-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,25.79
28-08-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,25.81
29-08-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,25.95
30-08-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,25.83
31-08-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,25.65
01-09-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,25.63
02-09-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,25.59
03-09-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,25.42
04-09-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,25.4
05-09-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,25.39
06-09-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,25.29
07-09-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,25.29
08-09-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,25.27
09-09-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,25.47
10-09-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,25.35
11-09-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,25.11
12-09-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,25.23
13-09-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,25.17
14-09-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,25.16
15-09-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,25.1
16-09-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,24.96
17-09-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,24.89
18-09-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,24.76
19-09-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,24.77
20-09-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,25.02
21-09-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,24.79
22-09-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,24.42
23-09-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,24.58
24-09-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,24.43
25-09-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,24.07
26-09-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,23.78
27-09-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,23.95
28-09-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,23.92
29-09-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,23.91
30-09-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,23.77
01-10-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,23.65
02-10-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,23.54
03-10-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,23.6
04-10-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,23.34
05-10-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,23.09
06-10-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,22.92
07-10-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,22.63
08-10-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,22.57
09-10-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,22.31
10-10-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,22.1
11-10-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,21.5
12-10-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,21.11
13-10-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,20.94
14-10-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,20.61
15-10-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,20.54
16-10-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,20.2
17-10-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,20.32
18-10-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,20.04
19-10-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,19.83
20-10-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,19.49
21-10-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,19.43
22-10-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,19.18
23-10-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,18.87
24-10-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,18.46
25-10-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,18.26
26-10-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,18.09
27-10-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,17.88
28-10-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,17.79
29-10-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,17.52
30-10-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,17.22
31-10-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,17.29
01-11-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,17.12
02-11-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,16.69
03-11-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,16.57
04-11-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,16.53
05-11-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,16.33
06-11-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,16.11
07-11-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,15.76
08-11-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,15.76
09-11-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,15.47
10-11-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,15.49
11-11-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,15.03
12-11-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,14.8
13-11-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,14.54
14-11-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,14.46
15-11-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,14.09
16-11-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,14.13
17-11-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,13.95
18-11-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,13.82
19-11-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,13.63
20-11-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,13.26
21-11-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,13
22-11-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,12.7
23-11-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,12.63
24-11-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,12.27
25-11-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,12.47
26-11-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,12.11
27-11-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,12.2
28-11-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,11.83
29-11-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,11.67
30-11-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,11.94
01-12-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,11.77
02-12-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,11.31
03-12-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,11.07
04-12-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,11.17
05-12-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,10.6
