State,District,Date(1995-2025),Lat,Lon,IMD_pr_Mean
BIHAR,PATNA,19-02-2025,25.6,85.2,0.8
BIHAR,PATNA,20-02-2025,25.6,85.2,0.72
BIHAR,PATNA,21-02-2025,25.6,85.2,0.05
BIHAR,PATNA,22-02-2025,25.6,85.2,0.46
BIHAR,PATNA,23-02-2025,25.6,85.2,0.09
BIHAR,PATNA,24-02-2025,25.6,85.2,0.06
BIHAR,PATNA,25-02-2025,25.6,85.2,0.13
BIHAR,PATNA,26-02-2025,25.6,85.2,0.46
BIHAR,PATNA,27-02-2025,25.6,85.2,0.26
BIHAR,PATNA,28-02-2025,25.6,85.2,0.7
BIHAR,PATNA,01-03-2025,25.6,85.2,0.25
BIHAR,PATNA,02-03-2025,25.6,85.2,0.3
BIHAR,PATNA,03-03-2025,25.6,85.2,0.29
BIHAR,PATNA,04-03-2025,25.6,85.2,0.08
BIHAR,PATNA,05-03-2025,25.6,85.2,0
BIHAR,PATNA,06-03-2025,25.6,85.2,0.07
BIHAR,PATNA,07-03-2025,25.6,85.2,0.19
BIHAR,PATNA,08-03-2025,25.6,85.2,0.12
BIHAR,PATNA,09-03-2025,25.6,85.2,0
BIHAR,PATNA,10-03-2025,25.6,85.2,0.09
BIHAR,PATNA,11-03-2025,25.6,85.2,0.45
BIHAR,PATNA,12-03-2025,25.6,85.2,0.14
BIHAR,PATNA,13-03-2025,25.6,85.2,0.33
BIHAR,PATNA,14-03-2025,25.6,85.2,0.68
BIHAR,PATNA,15-03-2025,25.6,85.2,0.32
BIHAR,PATNA,16-03-2025,25.6,85.2,0.17
BIHAR,PATNA,17-03-2025,25.6,85.2,0.1
BIHAR,PATNA,18-03-2025,25.6,85.2,0.27
BIHAR,PATNA,19-03-2025,25.6,85.2,0.66
BIHAR,PATNA,20-03-2025,25.6,85.2,0.08
BIHAR,PATNA,21-03-2025,25.6,85.2,1.11
BIHAR,PATNA,22-03-2025,25.6,85.2,0.22
BIHAR,PATNA,23-03-2025,25.6,85.2,0.26
BIHAR,PATNA,24-03-2025,25.6,85.2,0.28
BIHAR,PATNA,25-03-2025,25.6,85.2,0.35
BIHAR,PATNA,26-03-2025,25.6,85.2,0.19
BIHAR,PATNA,27-03-2025,25.6,85.2,0.01
BIHAR,PATNA,28-03-2025,25.6,85.2,0.14
BIHAR,PATNA,29-03-2025,25.6,85.2,0.04
BIHAR,PATNA,30-03-2025,25.6,85.2,0.49
BIHAR,PATNA,31-03-2025,25.6,85.2,0.32
BIHAR,PATNA,01-04-2025,25.6,85.2,0.26
BIHAR,PATNA,02-04-2025,25.6,85.2,0.03
BIHAR,PATNA,03-04-2025,25.6,85.2,0.36
BIHAR,PATNA,04-04-2025,25.6,85.2,0.14
BIHAR,PATNA,05-04-2025,25.6,85.2,0.56
BIHAR,PATNA,06-04-2025,25.6,85.2,0.08
BIHAR,PATNA,07-04-2025,25.6,85.2,1.89
BIHAR,PATNA,08-04-2025,25.6,85.2,0.09
BIHAR,PATNA,09-04-2025,25.6,85.2,0.32
BIHAR,PATNA,10-04-2025,25.6,85.2,0.12
BIHAR,PATNA,11-04-2025,25.6,85.2,1.19
BIHAR,PATNA,12-04-2025,25.6,85.2,0.1
BIHAR,PATNA,13-04-2025,25.6,85.2,0.1
BIHAR,PATNA,14-04-2025,25.6,85.2,0.24
BIHAR,PATNA,15-04-2025,25.6,85.2,0.7
BIHAR,PATNA,16-04-2025,25.6,85.2,0.08
BIHAR,PATNA,17-04-2025,25.6,85.2,0.52
BIHAR,PATNA,18-04-2025,25.6,85.2,0.8
BIHAR,PATNA,19-04-2025,25.6,85.2,0.33
BIHAR,PATNA,20-04-2025,25.6,85.2,0.79
BIHAR,PATNA,21-04-2025,25.6,85.2,0.34
BIHAR,PATNA,22-04-2025,25.6,85.2,0.81
BIHAR,PATNA,23-04-2025,25.6,85.2,0.67
BIHAR,PATNA,24-04-2025,25.6,85.2,0.69
BIHAR,PATNA,25-04-2025,25.6,85.2,0.46
BIHAR,PATNA,26-04-2025,25.6,85.2,0.33
BIHAR,PATNA,27-04-2025,25.6,85.2,0.99
BIHAR,PATNA,28-04-2025,25.6,85.2,1.74
BIHAR,PATNA,29-04-2025,25.6,85.2,0.46
BIHAR,PATNA,30-04-2025,25.6,85.2,1.44
BIHAR,PATNA,01-05-2025,25.6,85.2,1.01
BIHAR,PATNA,02-05-2025,25.6,85.2,1.26
BIHAR,PATNA,03-05-2025,25.6,85.2,1.09
BIHAR,PATNA,04-05-2025,25.6,85.2,1.75
BIHAR,PATNA,05-05-2025,25.6,85.2,0.43
BIHAR,PATNA,06-05-2025,25.6,85.2,1.99
BIHAR,PATNA,07-05-2025,25.6,85.2,0.13
BIHAR,PATNA,08-05-2025,25.6,85.2,0.95
BIHAR,PATNA,09-05-2025,25.6,85.2,1.04
BIHAR,PATNA,10-05-2025,25.6,85.2,1.07
BIHAR,PATNA,11-05-2025,25.6,85.2,1.83
BIHAR,PATNA,12-05-2025,25.6,85.2,2.39
BIHAR,PATNA,13-05-2025,25.6,85.2,2.68
BIHAR,PATNA,14-05-2025,25.6,85.2,1.83
BIHAR,PATNA,15-05-2025,25.6,85.2,2.14
BIHAR,PATNA,16-05-2025,25.6,85.2,1.38
BIHAR,PATNA,17-05-2025,25.6,85.2,1.41
BIHAR,PATNA,18-05-2025,25.6,85.2,1.41
BIHAR,PATNA,19-05-2025,25.6,85.2,1.06
BIHAR,PATNA,20-05-2025,25.6,85.2,1.7
BIHAR,PATNA,21-05-2025,25.6,85.2,3.35
BIHAR,PATNA,22-05-2025,25.6,85.2,0.85
BIHAR,PATNA,23-05-2025,25.6,85.2,2.23
BIHAR,PATNA,24-05-2025,25.6,85.2,2.19
BIHAR,PATNA,25-05-2025,25.6,85.2,2.14
BIHAR,PATNA,26-05-2025,25.6,85.2,1.17
BIHAR,PATNA,27-05-2025,25.6,85.2,3.25
BIHAR,PATNA,28-05-2025,25.6,85.2,6.47
BIHAR,PATNA,29-05-2025,25.6,85.2,4.5
BIHAR,PATNA,30-05-2025,25.6,85.2,2.5
BIHAR,PATNA,31-05-2025,25.6,85.2,3.01
BIHAR,PATNA,01-06-2025,25.6,85.2,2.3
BIHAR,PATNA,02-06-2025,25.6,85.2,1.77
BIHAR,PATNA,03-06-2025,25.6,85.2,1.01
BIHAR,PATNA,04-06-2025,25.6,85.2,2.86
BIHAR,PATNA,05-06-2025,25.6,85.2,1.8
BIHAR,PATNA,06-06-2025,25.6,85.2,5.73
BIHAR,PATNA,07-06-2025,25.6,85.2,4.58
BIHAR,PATNA,08-06-2025,25.6,85.2,6.04
BIHAR,PATNA,09-06-2025,25.6,85.2,3.99
BIHAR,PATNA,10-06-2025,25.6,85.2,2.76
BIHAR,PATNA,11-06-2025,25.6,85.2,3.61
BIHAR,PATNA,12-06-2025,25.6,85.2,2.2
BIHAR,PATNA,13-06-2025,25.6,85.2,3.37
BIHAR,PATNA,14-06-2025,25.6,85.2,2.4
BIHAR,PATNA,15-06-2025,25.6,85.2,7.07
BIHAR,PATNA,16-06-2025,25.6,85.2,6.04
BIHAR,PATNA,17-06-2025,25.6,85.2,7.11
BIHAR,PATNA,18-06-2025,25.6,85.2,5.49
BIHAR,PATNA,19-06-2025,25.6,85.2,9.63
BIHAR,PATNA,20-06-2025,25.6,85.2,9.3
BIHAR,PATNA,21-06-2025,25.6,85.2,8.56
BIHAR,PATNA,22-06-2025,25.6,85.2,6.49
BIHAR,PATNA,23-06-2025,25.6,85.2,5.03
BIHAR,PATNA,24-06-2025,25.6,85.2,7.04
BIHAR,PATNA,25-06-2025,25.6,85.2,8.37
BIHAR,PATNA,26-06-2025,25.6,85.2,6.16
BIHAR,PATNA,27-06-2025,25.6,85.2,8.06
BIHAR,PATNA,28-06-2025,25.6,85.2,10.8
BIHAR,PATNA,29-06-2025,25.6,85.2,9.29
BIHAR,PATNA,30-06-2025,25.6,85.2,16.58
BIHAR,PATNA,01-07-2025,25.6,85.2,9.82
BIHAR,PATNA,02-07-2025,25.6,85.2,10.92
BIHAR,PATNA,03-07-2025,25.6,85.2,13.03
BIHAR,PATNA,04-07-2025,25.6,85.2,15.4
BIHAR,PATNA,05-07-2025,25.6,85.2,14.5
BIHAR,PATNA,06-07-2025,25.6,85.2,14.72
BIHAR,PATNA,07-07-2025,25.6,85.2,9.01
BIHAR,PATNA,08-07-2025,25.6,85.2,8.17
BIHAR,PATNA,09-07-2025,25.6,85.2,10.22
BIHAR,PATNA,10-07-2025,25.6,85.2,11.17
BIHAR,PATNA,11-07-2025,25.6,85.2,18.5
BIHAR,PATNA,12-07-2025,25.6,85.2,13.3
BIHAR,PATNA,13-07-2025,25.6,85.2,11.86
BIHAR,PATNA,14-07-2025,25.6,85.2,10.75
BIHAR,PATNA,15-07-2025,25.6,85.2,9.45
BIHAR,PATNA,16-07-2025,25.6,85.2,11.42
BIHAR,PATNA,17-07-2025,25.6,85.2,12.59
BIHAR,PATNA,18-07-2025,25.6,85.2,8.63
BIHAR,PATNA,19-07-2025,25.6,85.2,8.17
BIHAR,PATNA,20-07-2025,25.6,85.2,16.21
BIHAR,PATNA,21-07-2025,25.6,85.2,9.27
BIHAR,PATNA,22-07-2025,25.6,85.2,7.53
BIHAR,PATNA,23-07-2025,25.6,85.2,6.72
BIHAR,PATNA,24-07-2025,25.6,85.2,7.58
BIHAR,PATNA,25-07-2025,25.6,85.2,7.78
BIHAR,PATNA,26-07-2025,25.6,85.2,3.89
BIHAR,PATNA,27-07-2025,25.6,85.2,8.37
BIHAR,PATNA,28-07-2025,25.6,85.2,7.84
BIHAR,PATNA,29-07-2025,25.6,85.2,9.7
BIHAR,PATNA,30-07-2025,25.6,85.2,7.32
BIHAR,PATNA,31-07-2025,25.6,85.2,8.71
BIHAR,PATNA,01-08-2025,25.6,85.2,7.16
BIHAR,PATNA,02-08-2025,25.6,85.2,8.27
BIHAR,PATNA,03-08-2025,25.6,85.2,4.13
BIHAR,PATNA,04-08-2025,25.6,85.2,8.12
BIHAR,PATNA,05-08-2025,25.6,85.2,4.41
BIHAR,PATNA,06-08-2025,25.6,85.2,8.76
BIHAR,PATNA,07-08-2025,25.6,85.2,4.53
BIHAR,PATNA,08-08-2025,25.6,85.2,4.1
BIHAR,PATNA,09-08-2025,25.6,85.2,6.02
BIHAR,PATNA,10-08-2025,25.6,85.2,6.99
BIHAR,PATNA,11-08-2025,25.6,85.2,7.02
BIHAR,PATNA,12-08-2025,25.6,85.2,16.59
BIHAR,PATNA,13-08-2025,25.6,85.2,19.05
BIHAR,PATNA,14-08-2025,25.6,85.2,17.83
BIHAR,PATNA,15-08-2025,25.6,85.2,13.56
BIHAR,PATNA,16-08-2025,25.6,85.2,7.37
BIHAR,PATNA,17-08-2025,25.6,85.2,9.59
BIHAR,PATNA,18-08-2025,25.6,85.2,11.17
BIHAR,PATNA,19-08-2025,25.6,85.2,10.94
BIHAR,PATNA,20-08-2025,25.6,85.2,7.92
BIHAR,PATNA,21-08-2025,25.6,85.2,7.21
BIHAR,PATNA,22-08-2025,25.6,85.2,6.18
BIHAR,PATNA,23-08-2025,25.6,85.2,7.32
BIHAR,PATNA,24-08-2025,25.6,85.2,7.97
BIHAR,PATNA,25-08-2025,25.6,85.2,8.75
BIHAR,PATNA,26-08-2025,25.6,85.2,5.86
BIHAR,PATNA,27-08-2025,25.6,85.2,7.54
BIHAR,PATNA,28-08-2025,25.6,85.2,5.5
BIHAR,PATNA,29-08-2025,25.6,85.2,5.61
BIHAR,PATNA,30-08-2025,25.6,85.2,7.2
BIHAR,PATNA,31-08-2025,25.6,85.2,7.13
BIHAR,PATNA,01-09-2025,25.6,85.2,5.1
BIHAR,PATNA,02-09-2025,25.6,85.2,11.7
BIHAR,PATNA,03-09-2025,25.6,85.2,7.42
BIHAR,PATNA,04-09-2025,25.6,85.2,6.42
BIHAR,PATNA,05-09-2025,25.6,85.2,8.31
BIHAR,PATNA,06-09-2025,25.6,85.2,7.05
BIHAR,PATNA,07-09-2025,25.6,85.2,6.95
BIHAR,PATNA,08-09-2025,25.6,85.2,8.83
BIHAR,PATNA,09-09-2025,25.6,85.2,3.91
BIHAR,PATNA,10-09-2025,25.6,85.2,6.56
BIHAR,PATNA,11-09-2025,25.6,85.2,6.36
BIHAR,PATNA,12-09-2025,25.6,85.2,7.93
BIHAR,PATNA,13-09-2025,25.6,85.2,4.64
BIHAR,PATNA,14-09-2025,25.6,85.2,4.94
BIHAR,PATNA,15-09-2025,25.6,85.2,8.84
BIHAR,PATNA,16-09-2025,25.6,85.2,5.33
BIHAR,PATNA,17-09-2025,25.6,85.2,6.25
BIHAR,PATNA,18-09-2025,25.6,85.2,5.94
BIHAR,PATNA,19-09-2025,25.6,85.2,3.37
BIHAR,PATNA,20-09-2025,25.6,85.2,3.51
BIHAR,PATNA,21-09-2025,25.6,85.2,8.46
BIHAR,PATNA,22-09-2025,25.6,85.2,6.24
BIHAR,PATNA,23-09-2025,25.6,85.2,11.1
BIHAR,PATNA,24-09-2025,25.6,85.2,6.79
BIHAR,PATNA,25-09-2025,25.6,85.2,17.08
BIHAR,PATNA,26-09-2025,25.6,85.2,11.22
BIHAR,PATNA,27-09-2025,25.6,85.2,5.24
BIHAR,PATNA,28-09-2025,25.6,85.2,6.82
BIHAR,PATNA,29-09-2025,25.6,85.2,8.4
BIHAR,PATNA,30-09-2025,25.6,85.2,6.36
BIHAR,PATNA,01-10-2025,25.6,85.2,3.2
BIHAR,PATNA,02-10-2025,25.6,85.2,4.66
BIHAR,PATNA,03-10-2025,25.6,85.2,3.48
BIHAR,PATNA,04-10-2025,25.6,85.2,4.15
BIHAR,PATNA,05-10-2025,25.6,85.2,8.06
BIHAR,PATNA,06-10-2025,25.6,85.2,3.25
BIHAR,PATNA,07-10-2025,25.6,85.2,1.12
BIHAR,PATNA,08-10-2025,25.6,85.2,3.73
BIHAR,PATNA,09-10-2025,25.6,85.2,3.95
BIHAR,PATNA,10-10-2025,25.6,85.2,1.68
BIHAR,PATNA,11-10-2025,25.6,85.2,1.83
BIHAR,PATNA,12-10-2025,25.6,85.2,2.33
BIHAR,PATNA,13-10-2025,25.6,85.2,1.18
BIHAR,PATNA,14-10-2025,25.6,85.2,5.51
BIHAR,PATNA,15-10-2025,25.6,85.2,2.1
BIHAR,PATNA,16-10-2025,25.6,85.2,0.23
BIHAR,PATNA,17-10-2025,25.6,85.2,0.78
BIHAR,PATNA,18-10-2025,25.6,85.2,0.5
BIHAR,PATNA,19-10-2025,25.6,85.2,2.44
BIHAR,PATNA,20-10-2025,25.6,85.2,5.94
BIHAR,PATNA,21-10-2025,25.6,85.2,1.03
BIHAR,PATNA,22-10-2025,25.6,85.2,0.45
BIHAR,PATNA,23-10-2025,25.6,85.2,0.43
BIHAR,PATNA,24-10-2025,25.6,85.2,0.16
BIHAR,PATNA,25-10-2025,25.6,85.2,0.51
BIHAR,PATNA,26-10-2025,25.6,85.2,0.57
BIHAR,PATNA,27-10-2025,25.6,85.2,0.51
BIHAR,PATNA,28-10-2025,25.6,85.2,0.16
BIHAR,PATNA,29-10-2025,25.6,85.2,0
BIHAR,PATNA,30-10-2025,25.6,85.2,0.29
BIHAR,PATNA,31-10-2025,25.6,85.2,0.52
BIHAR,PATNA,01-11-2025,25.6,85.2,0.12
BIHAR,PATNA,02-11-2025,25.6,85.2,0
BIHAR,PATNA,03-11-2025,25.6,85.2,0.01
BIHAR,PATNA,04-11-2025,25.6,85.2,0.01
BIHAR,PATNA,05-11-2025,25.6,85.2,0.01
BIHAR,PATNA,06-11-2025,25.6,85.2,0.02
BIHAR,PATNA,07-11-2025,25.6,85.2,0.01
BIHAR,PATNA,08-11-2025,25.6,85.2,0.03
BIHAR,PATNA,09-11-2025,25.6,85.2,0.17
BIHAR,PATNA,10-11-2025,25.6,85.2,1.49
BIHAR,PATNA,11-11-2025,25.6,85.2,0.1
BIHAR,PATNA,12-11-2025,25.6,85.2,0
BIHAR,PATNA,13-11-2025,25.6,85.2,0
BIHAR,PATNA,14-11-2025,25.6,85.2,0
BIHAR,PATNA,15-11-2025,25.6,85.2,0.03
BIHAR,PATNA,16-11-2025,25.6,85.2,0.05
BIHAR,PATNA,17-11-2025,25.6,85.2,0.08
BIHAR,PATNA,18-11-2025,25.6,85.2,0.2
BIHAR,PATNA,19-11-2025,25.6,85.2,0
BIHAR,PATNA,20-11-2025,25.6,85.2,0
BIHAR,PATNA,21-11-2025,25.6,85.2,0
BIHAR,PATNA,22-11-2025,25.6,85.2,0
BIHAR,PATNA,23-11-2025,25.6,85.2,0
BIHAR,PATNA,24-11-2025,25.6,85.2,0
BIHAR,PATNA,25-11-2025,25.6,85.2,0
BIHAR,PATNA,26-11-2025,25.6,85.2,0
BIHAR,PATNA,27-11-2025,25.6,85.2,0
BIHAR,PATNA,28-11-2025,25.6,85.2,0
BIHAR,PATNA,29-11-2025,25.6,85.2,0
BIHAR,PATNA,30-11-2025,25.6,85.2,0
BIHAR,PATNA,01-12-2025,25.6,85.2,0
BIHAR,PATNA,02-12-2025,25.6,85.2,0
BIHAR,PATNA,03-12-2025,25.6,85.2,0
BIHAR,PATNA,04-12-2025,25.6,85.2,0
BIHAR,PATNA,05-12-2025,25.6,85.2,0
BIHAR,PATNA,06-12-2025,25.6,85.2,0
BIHAR,PATNA,07-12-2025,25.6,85.2,0
BIHAR,PATNA,08-12-2025,25.6,85.2,0.14
BIHAR,PATNA,09-12-2025,25.6,85.2,0
BIHAR,PATNA,10-12-2025,25.6,85.2,0.54
BIHAR,PATNA,11-12-2025,25.6,85.2,0
BIHAR,PATNA,12-12-2025,25.6,85.2,0
BIHAR,PATNA,13-12-2025,25.6,85.2,0.21
BIHAR,PATNA,14-12-2025,25.6,85.2,0.74
BIHAR,PATNA,15-12-2025,25.6,85.2,0
BIHAR,PATNA,16-12-2025,25.6,85.2,0.02
BIHAR,PATNA,17-12-2025,25.6,85.2,0
BIHAR,PATNA,18-12-2025,25.6,85.2,0.44
BIHAR,PATNA,19-12-2025,25.6,85.2,0.08
BIHAR,PATNA,20-12-2025,25.6,85.2,0
BIHAR,PATNA,21-12-2025,25.6,85.2,0
BIHAR,PATNA,22-12-2025,25.6,85.2,0
BIHAR,PATNA,23-12-2025,25.6,85.2,0
BIHAR,PATNA,24-12-2025,25.6,85.2,0.02
BIHAR,PATNA,25-12-2025,25.6,85.2,0.46
BIHAR,PATNA,26-12-2025,25.6,85.2,0.08
BIHAR,PATNA,27-12-2025,25.6,85.2,0
BIHAR,PATNA,28-12-2025,25.6,85.2,0
BIHAR,PATNA,29-12-2025,25.6,85.2,0.05
BIHAR,PATNA,30-12-2025,25.6,85.2,0.11
BIHAR,PATNA,31-12-2025,25.6,85.2,0.04
BIHAR,PURBI CHAMPARAN,29-02-2025,26.35,84.95,0
BIHAR,PURBI CHAMPARAN,01-01-2025,26.35,84.95,0.11
BIHAR,PURBI CHAMPARAN,02-01-2025,26.35,84.95,0.46
BIHAR,PURBI CHAMPARAN,03-01-2025,26.35,84.95,0.22
BIHAR,PURBI CHAMPARAN,04-01-2025,26.35,84.95,0.21
BIHAR,PURBI CHAMPARAN,05-01-2025,26.35,84.95,0.01
BIHAR,PURBI CHAMPARAN,06-01-2025,26.35,84.95,0.11
BIHAR,PURBI CHAMPARAN,07-01-2025,26.35,84.95,0.02
BIHAR,PURBI CHAMPARAN,08-01-2025,26.35,84.95,0.04
BIHAR,PURBI CHAMPARAN,09-01-2025,26.35,84.95,0.29
BIHAR,PURBI CHAMPARAN,10-01-2025,26.35,84.95,0.35
BIHAR,PURBI CHAMPARAN,11-01-2025,26.35,84.95,0.05
BIHAR,PURBI CHAMPARAN,12-01-2025,26.35,84.95,0.06
BIHAR,PURBI CHAMPARAN,13-01-2025,26.35,84.95,0.03
BIHAR,PURBI CHAMPARAN,14-01-2025,26.35,84.95,0.05
BIHAR,PURBI CHAMPARAN,15-01-2025,26.35,84.95,0.01
BIHAR,PURBI CHAMPARAN,16-01-2025,26.35,84.95,0.62
BIHAR,PURBI CHAMPARAN,17-01-2025,26.35,84.95,0.08
BIHAR,PURBI CHAMPARAN,18-01-2025,26.35,84.95,0.26
BIHAR,PURBI CHAMPARAN,19-01-2025,26.35,84.95,0.86
BIHAR,PURBI CHAMPARAN,20-01-2025,26.35,84.95,0.23
BIHAR,PURBI CHAMPARAN,21-01-2025,26.35,84.95,0.35
BIHAR,PURBI CHAMPARAN,22-01-2025,26.35,84.95,0.01
BIHAR,PURBI CHAMPARAN,23-01-2025,26.35,84.95,0.68
BIHAR,PURBI CHAMPARAN,24-01-2025,26.35,84.95,1.25
BIHAR,PURBI CHAMPARAN,25-01-2025,26.35,84.95,0.01
BIHAR,PURBI CHAMPARAN,26-01-2025,26.35,84.95,0.02
BIHAR,PURBI CHAMPARAN,27-01-2025,26.35,84.95,0.03
BIHAR,PURBI CHAMPARAN,28-01-2025,26.35,84.95,0.23
BIHAR,PURBI CHAMPARAN,29-01-2025,26.35,84.95,1.92
BIHAR,PURBI CHAMPARAN,30-01-2025,26.35,84.95,0
BIHAR,PURBI CHAMPARAN,31-01-2025,26.35,84.95,0.11
BIHAR,PURBI CHAMPARAN,01-02-2025,26.35,84.95,0.39
BIHAR,PURBI CHAMPARAN,02-02-2025,26.35,84.95,0.08
BIHAR,PURBI CHAMPARAN,03-02-2025,26.35,84.95,0
BIHAR,PURBI CHAMPARAN,04-02-2025,26.35,84.95,0.24
BIHAR,PURBI CHAMPARAN,05-02-2025,26.35,84.95,0.61
BIHAR,PURBI CHAMPARAN,06-02-2025,26.35,84.95,0
BIHAR,PURBI CHAMPARAN,07-02-2025,26.35,84.95,0.03
BIHAR,PURBI CHAMPARAN,08-02-2025,26.35,84.95,0.22
BIHAR,PURBI CHAMPARAN,09-02-2025,26.35,84.95,0.33
BIHAR,PURBI CHAMPARAN,10-02-2025,26.35,84.95,0.08
BIHAR,PURBI CHAMPARAN,11-02-2025,26.35,84.95,0.21
BIHAR,PURBI CHAMPARAN,12-02-2025,26.35,84.95,1.04
BIHAR,PURBI CHAMPARAN,13-02-2025,26.35,84.95,0.02
BIHAR,PURBI CHAMPARAN,14-02-2025,26.35,84.95,0.12
BIHAR,PURBI CHAMPARAN,15-02-2025,26.35,84.95,0.56
BIHAR,PURBI CHAMPARAN,16-02-2025,26.35,84.95,0.68
BIHAR,PURBI CHAMPARAN,17-02-2025,26.35,84.95,1.68
BIHAR,PURBI CHAMPARAN,18-02-2025,26.35,84.95,0.27
BIHAR,PURBI CHAMPARAN,19-02-2025,26.35,84.95,0.3
BIHAR,PURBI CHAMPARAN,20-02-2025,26.35,84.95,0.12
BIHAR,PURBI CHAMPARAN,21-02-2025,26.35,84.95,0.06
BIHAR,PURBI CHAMPARAN,22-02-2025,26.35,84.95,0.08
BIHAR,PURBI CHAMPARAN,23-02-2025,26.35,84.95,0.05
BIHAR,PURBI CHAMPARAN,24-02-2025,26.35,84.95,0
BIHAR,PURBI CHAMPARAN,25-02-2025,26.35,84.95,0.22
BIHAR,PURBI CHAMPARAN,26-02-2025,26.35,84.95,1.46
BIHAR,PURBI CHAMPARAN,27-02-2025,26.35,84.95,0.08
BIHAR,PURBI CHAMPARAN,28-02-2025,26.35,84.95,0.44
BIHAR,PURBI CHAMPARAN,01-03-2025,26.35,84.95,0.27
BIHAR,PURBI CHAMPARAN,02-03-2025,26.35,84.95,0.54
BIHAR,PURBI CHAMPARAN,03-03-2025,26.35,84.95,0.31
BIHAR,PURBI CHAMPARAN,04-03-2025,26.35,84.95,0
BIHAR,PURBI CHAMPARAN,05-03-2025,26.35,84.95,0.01
BIHAR,PURBI CHAMPARAN,06-03-2025,26.35,84.95,0.51
BIHAR,PURBI CHAMPARAN,07-03-2025,26.35,84.95,0.01
BIHAR,PURBI CHAMPARAN,08-03-2025,26.35,84.95,0.23
BIHAR,PURBI CHAMPARAN,09-03-2025,26.35,84.95,0
BIHAR,PURBI CHAMPARAN,10-03-2025,26.35,84.95,0
BIHAR,PURBI CHAMPARAN,11-03-2025,26.35,84.95,0.45
BIHAR,PURBI CHAMPARAN,12-03-2025,26.35,84.95,0.04
BIHAR,PURBI CHAMPARAN,13-03-2025,26.35,84.95,0.57
BIHAR,PURBI CHAMPARAN,14-03-2025,26.35,84.95,1.01
BIHAR,PURBI CHAMPARAN,15-03-2025,26.35,84.95,0
BIHAR,PURBI CHAMPARAN,16-03-2025,26.35,84.95,0.01
BIHAR,PURBI CHAMPARAN,17-03-2025,26.35,84.95,0.37
BIHAR,PURBI CHAMPARAN,18-03-2025,26.35,84.95,0.06
BIHAR,PURBI CHAMPARAN,19-03-2025,26.35,84.95,0.79
BIHAR,PURBI CHAMPARAN,20-03-2025,26.35,84.95,0.08
BIHAR,PURBI CHAMPARAN,21-03-2025,26.35,84.95,1.05
BIHAR,PURBI CHAMPARAN,22-03-2025,26.35,84.95,0
BIHAR,PURBI CHAMPARAN,23-03-2025,26.35,84.95,0.45
BIHAR,PURBI CHAMPARAN,24-03-2025,26.35,84.95,0.03
BIHAR,PURBI CHAMPARAN,25-03-2025,26.35,84.95,0.04
BIHAR,PURBI CHAMPARAN,26-03-2025,26.35,84.95,0.08
BIHAR,PURBI CHAMPARAN,27-03-2025,26.35,84.95,0.03
BIHAR,PURBI CHAMPARAN,28-03-2025,26.35,84.95,0.01
BIHAR,PURBI CHAMPARAN,29-03-2025,26.35,84.95,0.02
BIHAR,PURBI CHAMPARAN,30-03-2025,26.35,84.95,0.07
BIHAR,PURBI CHAMPARAN,31-03-2025,26.35,84.95,0.85
BIHAR,PURBI CHAMPARAN,01-04-2025,26.35,84.95,0.2
BIHAR,PURBI CHAMPARAN,02-04-2025,26.35,84.95,0
BIHAR,PURBI CHAMPARAN,03-04-2025,26.35,84.95,0.01
BIHAR,PURBI CHAMPARAN,04-04-2025,26.35,84.95,0.46
BIHAR,PURBI CHAMPARAN,05-04-2025,26.35,84.95,2.35
BIHAR,PURBI CHAMPARAN,06-04-2025,26.35,84.95,0.13
BIHAR,PURBI CHAMPARAN,07-04-2025,26.35,84.95,0.29
BIHAR,PURBI CHAMPARAN,08-04-2025,26.35,84.95,0.12
BIHAR,PURBI CHAMPARAN,09-04-2025,26.35,84.95,0.16
BIHAR,PURBI CHAMPARAN,10-04-2025,26.35,84.95,1.37
BIHAR,PURBI CHAMPARAN,11-04-2025,26.35,84.95,0.7
BIHAR,PURBI CHAMPARAN,12-04-2025,26.35,84.95,0
BIHAR,PURBI CHAMPARAN,13-04-2025,26.35,84.95,0.16
BIHAR,PURBI CHAMPARAN,14-04-2025,26.35,84.95,0.19
BIHAR,PURBI CHAMPARAN,15-04-2025,26.35,84.95,0.31
BIHAR,PURBI CHAMPARAN,16-04-2025,26.35,84.95,0.08
BIHAR,PURBI CHAMPARAN,17-04-2025,26.35,84.95,0.75
BIHAR,PURBI CHAMPARAN,18-04-2025,26.35,84.95,0.56
BIHAR,PURBI CHAMPARAN,19-04-2025,26.35,84.95,0.21
BIHAR,PURBI CHAMPARAN,20-04-2025,26.35,84.95,0.76
BIHAR,PURBI CHAMPARAN,21-04-2025,26.35,84.95,1.32
BIHAR,PURBI CHAMPARAN,22-04-2025,26.35,84.95,2.29
BIHAR,PURBI CHAMPARAN,23-04-2025,26.35,84.95,1.62
BIHAR,PURBI CHAMPARAN,24-04-2025,26.35,84.95,1.28
BIHAR,PURBI CHAMPARAN,25-04-2025,26.35,84.95,1.58
BIHAR,PURBI CHAMPARAN,26-04-2025,26.35,84.95,1.11
BIHAR,PURBI CHAMPARAN,27-04-2025,26.35,84.95,1.31
BIHAR,PURBI CHAMPARAN,28-04-2025,26.35,84.95,0.76
BIHAR,PURBI CHAMPARAN,29-04-2025,26.35,84.95,0.37
