State,District,Date(1995-2025),Lat,Lon,IMD_pr_Mean
BIHAR,GAYA,29-02-2025,24.35,84.45,0
BIHAR,GAYA,01-01-2025,24.35,84.45,0.39
BIHAR,GAYA,02-01-2025,24.35,84.45,0.47
BIHAR,GAYA,03-01-2025,24.35,84.45,0.24
BIHAR,GAYA,04-01-2025,24.35,84.45,0.19
BIHAR,GAYA,05-01-2025,24.35,84.45,0.04
BIHAR,GAYA,06-01-2025,24.35,84.45,0.05
BIHAR,GAYA,07-01-2025,24.35,84.45,0.4
BIHAR,GAYA,08-01-2025,24.35,84.45,0.02
BIHAR,GAYA,09-01-2025,24.35,84.45,0.05
BIHAR,GAYA,10-01-2025,24.35,84.45,0.3
BIHAR,GAYA,11-01-2025,24.35,84.45,0.48
BIHAR,GAYA,12-01-2025,24.35,84.45,0.31
BIHAR,GAYA,13-01-2025,24.35,84.45,0.38
BIHAR,GAYA,14-01-2025,24.35,84.45,0.09
BIHAR,GAYA,15-01-2025,24.35,84.45,0.07
BIHAR,GAYA,16-01-2025,24.35,84.45,0.07
BIHAR,GAYA,17-01-2025,24.35,84.45,0.01
BIHAR,GAYA,18-01-2025,24.35,84.45,0.11
BIHAR,GAYA,19-01-2025,24.35,84.45,0.23
BIHAR,GAYA,20-01-2025,24.35,84.45,0.59
BIHAR,GAYA,21-01-2025,24.35,84.45,0.24
BIHAR,GAYA,22-01-2025,24.35,84.45,0.22
BIHAR,GAYA,23-01-2025,24.35,84.45,0.35
BIHAR,GAYA,24-01-2025,24.35,84.45,0.81
BIHAR,GAYA,25-01-2025,24.35,84.45,0.24
BIHAR,GAYA,26-01-2025,24.35,84.45,0.09
BIHAR,GAYA,27-01-2025,24.35,84.45,0
BIHAR,GAYA,28-01-2025,24.35,84.45,0.43
BIHAR,GAYA,29-01-2025,24.35,84.45,0.69
BIHAR,GAYA,30-01-2025,24.35,84.45,0.09
BIHAR,GAYA,31-01-2025,24.35,84.45,0.15
BIHAR,GAYA,01-02-2025,24.35,84.45,0.19
BIHAR,GAYA,02-02-2025,24.35,84.45,0.58
BIHAR,GAYA,03-02-2025,24.35,84.45,0.07
BIHAR,GAYA,04-02-2025,24.35,84.45,0.12
BIHAR,GAYA,05-02-2025,24.35,84.45,0.07
BIHAR,GAYA,06-02-2025,24.35,84.45,0
BIHAR,GAYA,07-02-2025,24.35,84.45,0.15
BIHAR,GAYA,08-02-2025,24.35,84.45,0.75
BIHAR,GAYA,09-02-2025,24.35,84.45,1.03
BIHAR,GAYA,10-02-2025,24.35,84.45,0.43
BIHAR,GAYA,11-02-2025,24.35,84.45,0.84
BIHAR,GAYA,12-02-2025,24.35,84.45,0.87
BIHAR,GAYA,13-02-2025,24.35,84.45,0.43
BIHAR,GAYA,14-02-2025,24.35,84.45,0.49
BIHAR,GAYA,15-02-2025,24.35,84.45,1.06
BIHAR,GAYA,16-02-2025,24.35,84.45,0.73
BIHAR,GAYA,17-02-2025,24.35,84.45,0.48
BIHAR,GAYA,18-02-2025,24.35,84.45,0.24
BIHAR,GAYA,19-02-2025,24.35,84.45,0.04
BIHAR,GAYA,20-02-2025,24.35,84.45,0.1
BIHAR,GAYA,21-02-2025,24.35,84.45,0.09
BIHAR,GAYA,22-02-2025,24.35,84.45,0
BIHAR,GAYA,23-02-2025,24.35,84.45,0.46
BIHAR,GAYA,24-02-2025,24.35,84.45,0.27
BIHAR,GAYA,25-02-2025,24.35,84.45,0.55
BIHAR,GAYA,26-02-2025,24.35,84.45,0.29
BIHAR,GAYA,27-02-2025,24.35,84.45,0.1
BIHAR,GAYA,28-02-2025,24.35,84.45,0.39
BIHAR,GAYA,01-03-2025,24.35,84.45,0.28
BIHAR,GAYA,02-03-2025,24.35,84.45,2.23
BIHAR,GAYA,03-03-2025,24.35,84.45,0.02
BIHAR,GAYA,04-03-2025,24.35,84.45,0.45
BIHAR,GAYA,05-03-2025,24.35,84.45,0.08
BIHAR,GAYA,06-03-2025,24.35,84.45,0.26
BIHAR,GAYA,07-03-2025,24.35,84.45,1.09
BIHAR,GAYA,08-03-2025,24.35,84.45,0.08
BIHAR,GAYA,09-03-2025,24.35,84.45,0.03
BIHAR,GAYA,10-03-2025,24.35,84.45,0.04
BIHAR,GAYA,11-03-2025,24.35,84.45,0.01
BIHAR,GAYA,12-03-2025,24.35,84.45,0.3
BIHAR,GAYA,13-03-2025,24.35,84.45,0.21
BIHAR,GAYA,14-03-2025,24.35,84.45,1.29
BIHAR,GAYA,15-03-2025,24.35,84.45,1.13
BIHAR,GAYA,16-03-2025,24.35,84.45,0.12
BIHAR,GAYA,17-03-2025,24.35,84.45,0.1
BIHAR,GAYA,18-03-2025,24.35,84.45,0.01
BIHAR,GAYA,19-03-2025,24.35,84.45,0
BIHAR,GAYA,20-03-2025,24.35,84.45,0.59
BIHAR,GAYA,21-03-2025,24.35,84.45,0.45
BIHAR,GAYA,22-03-2025,24.35,84.45,0.52
BIHAR,GAYA,23-03-2025,24.35,84.45,0.53
BIHAR,GAYA,24-03-2025,24.35,84.45,0
BIHAR,GAYA,25-03-2025,24.35,84.45,0
BIHAR,GAYA,26-03-2025,24.35,84.45,0
BIHAR,GAYA,27-03-2025,24.35,84.45,0
BIHAR,GAYA,28-03-2025,24.35,84.45,0.1
BIHAR,GAYA,29-03-2025,24.35,84.45,0.04
BIHAR,GAYA,30-03-2025,24.35,84.45,0.03
BIHAR,GAYA,31-03-2025,24.35,84.45,0.14
BIHAR,GAYA,01-04-2025,24.35,84.45,0.22
BIHAR,GAYA,02-04-2025,24.35,84.45,0.05
BIHAR,GAYA,03-04-2025,24.35,84.45,0.1
BIHAR,GAYA,04-04-2025,24.35,84.45,0.02
BIHAR,GAYA,05-04-2025,24.35,84.45,0.01
BIHAR,GAYA,06-04-2025,24.35,84.45,0.1
BIHAR,GAYA,07-04-2025,24.35,84.45,0.09
BIHAR,GAYA,08-04-2025,24.35,84.45,0.26
BIHAR,GAYA,09-04-2025,24.35,84.45,0.04
BIHAR,GAYA,10-04-2025,24.35,84.45,0.01
BIHAR,GAYA,11-04-2025,24.35,84.45,0.9
BIHAR,GAYA,12-04-2025,24.35,84.45,0
BIHAR,GAYA,13-04-2025,24.35,84.45,0.1
BIHAR,GAYA,14-04-2025,24.35,84.45,0.14
BIHAR,GAYA,15-04-2025,24.35,84.45,0.6
BIHAR,GAYA,16-04-2025,24.35,84.45,0.01
BIHAR,GAYA,17-04-2025,24.35,84.45,0.01
BIHAR,GAYA,18-04-2025,24.35,84.45,0.31
BIHAR,GAYA,19-04-2025,24.35,84.45,0.11
BIHAR,GAYA,20-04-2025,24.35,84.45,0.08
BIHAR,GAYA,21-04-2025,24.35,84.45,0.48
BIHAR,GAYA,22-04-2025,24.35,84.45,0.07
BIHAR,GAYA,23-04-2025,24.35,84.45,0.48
BIHAR,GAYA,24-04-2025,24.35,84.45,0.57
BIHAR,GAYA,25-04-2025,24.35,84.45,0.32
BIHAR,GAYA,26-04-2025,24.35,84.45,0
BIHAR,GAYA,27-04-2025,24.35,84.45,0.14
BIHAR,GAYA,28-04-2025,24.35,84.45,0.45
BIHAR,GAYA,29-04-2025,24.35,84.45,0.09
BIHAR,GAYA,30-04-2025,24.35,84.45,0.66
BIHAR,GAYA,01-05-2025,24.35,84.45,0.04
BIHAR,GAYA,02-05-2025,24.35,84.45,0.66
BIHAR,GAYA,03-05-2025,24.35,84.45,0.08
BIHAR,GAYA,04-05-2025,24.35,84.45,0.02
BIHAR,GAYA,05-05-2025,24.35,84.45,0.07
BIHAR,GAYA,06-05-2025,24.35,84.45,1.04
BIHAR,GAYA,07-05-2025,24.35,84.45,0.63
BIHAR,GAYA,08-05-2025,24.35,84.45,0.39
BIHAR,GAYA,09-05-2025,24.35,84.45,0.4
BIHAR,GAYA,10-05-2025,24.35,84.45,0.7
BIHAR,GAYA,11-05-2025,24.35,84.45,0.43
BIHAR,GAYA,12-05-2025,24.35,84.45,0.56
BIHAR,GAYA,13-05-2025,24.35,84.45,0.63
BIHAR,GAYA,14-05-2025,24.35,84.45,0.05
BIHAR,GAYA,15-05-2025,24.35,84.45,0.35
BIHAR,GAYA,16-05-2025,24.35,84.45,0.42
BIHAR,GAYA,17-05-2025,24.35,84.45,1.31
BIHAR,GAYA,18-05-2025,24.35,84.45,0.71
BIHAR,GAYA,19-05-2025,24.35,84.45,1.38
BIHAR,GAYA,20-05-2025,24.35,84.45,0.63
BIHAR,GAYA,21-05-2025,24.35,84.45,0.42
BIHAR,GAYA,22-05-2025,24.35,84.45,0.71
BIHAR,GAYA,23-05-2025,24.35,84.45,0.72
BIHAR,GAYA,24-05-2025,24.35,84.45,0.98
BIHAR,GAYA,25-05-2025,24.35,84.45,0.25
BIHAR,GAYA,26-05-2025,24.35,84.45,1.74
BIHAR,GAYA,27-05-2025,24.35,84.45,4.28
BIHAR,GAYA,28-05-2025,24.35,84.45,5.02
BIHAR,GAYA,29-05-2025,24.35,84.45,0.45
BIHAR,GAYA,30-05-2025,24.35,84.45,0.31
BIHAR,GAYA,31-05-2025,24.35,84.45,3.1
BIHAR,GAYA,01-06-2025,24.35,84.45,1.34
BIHAR,GAYA,02-06-2025,24.35,84.45,1.01
BIHAR,GAYA,03-06-2025,24.35,84.45,0.7
BIHAR,GAYA,04-06-2025,24.35,84.45,0.96
BIHAR,GAYA,05-06-2025,24.35,84.45,1.94
BIHAR,GAYA,06-06-2025,24.35,84.45,2.01
BIHAR,GAYA,07-06-2025,24.35,84.45,6.99
BIHAR,GAYA,08-06-2025,24.35,84.45,5.67
BIHAR,GAYA,09-06-2025,24.35,84.45,0.8
BIHAR,GAYA,10-06-2025,24.35,84.45,1
BIHAR,GAYA,11-06-2025,24.35,84.45,1.55
BIHAR,GAYA,12-06-2025,24.35,84.45,1.96
BIHAR,GAYA,13-06-2025,24.35,84.45,0.75
BIHAR,GAYA,14-06-2025,24.35,84.45,2.19
BIHAR,GAYA,15-06-2025,24.35,84.45,2.86
BIHAR,GAYA,16-06-2025,24.35,84.45,1.62
BIHAR,GAYA,17-06-2025,24.35,84.45,4.47
BIHAR,GAYA,18-06-2025,24.35,84.45,10.57
BIHAR,GAYA,19-06-2025,24.35,84.45,11.37
BIHAR,GAYA,20-06-2025,24.35,84.45,10.14
BIHAR,GAYA,21-06-2025,24.35,84.45,5.73
BIHAR,GAYA,22-06-2025,24.35,84.45,4.39
BIHAR,GAYA,23-06-2025,24.35,84.45,12.61
BIHAR,GAYA,24-06-2025,24.35,84.45,7.18
BIHAR,GAYA,25-06-2025,24.35,84.45,6.75
BIHAR,GAYA,26-06-2025,24.35,84.45,8.54
BIHAR,GAYA,27-06-2025,24.35,84.45,7.61
BIHAR,GAYA,28-06-2025,24.35,84.45,8.8
BIHAR,GAYA,29-06-2025,24.35,84.45,6.21
BIHAR,GAYA,30-06-2025,24.35,84.45,11.92
BIHAR,GAYA,01-07-2025,24.35,84.45,5.34
BIHAR,GAYA,02-07-2025,24.35,84.45,7.78
BIHAR,GAYA,03-07-2025,24.35,84.45,5.63
BIHAR,GAYA,04-07-2025,24.35,84.45,8.4
BIHAR,GAYA,05-07-2025,24.35,84.45,10.35
BIHAR,GAYA,06-07-2025,24.35,84.45,12.09
BIHAR,GAYA,07-07-2025,24.35,84.45,7.31
BIHAR,GAYA,08-07-2025,24.35,84.45,7.45
BIHAR,GAYA,09-07-2025,24.35,84.45,5.71
BIHAR,GAYA,10-07-2025,24.35,84.45,8.55
BIHAR,GAYA,11-07-2025,24.35,84.45,10.05
BIHAR,GAYA,12-07-2025,24.35,84.45,7.78
BIHAR,GAYA,13-07-2025,24.35,84.45,4.82
BIHAR,GAYA,14-07-2025,24.35,84.45,5.88
BIHAR,GAYA,15-07-2025,24.35,84.45,12.5
BIHAR,GAYA,16-07-2025,24.35,84.45,12.56
BIHAR,GAYA,17-07-2025,24.35,84.45,9.87
BIHAR,GAYA,18-07-2025,24.35,84.45,9.33
BIHAR,GAYA,19-07-2025,24.35,84.45,5.96
BIHAR,GAYA,20-07-2025,24.35,84.45,9.04
BIHAR,GAYA,21-07-2025,24.35,84.45,9.44
BIHAR,GAYA,22-07-2025,24.35,84.45,7.85
BIHAR,GAYA,23-07-2025,24.35,84.45,10.73
BIHAR,GAYA,24-07-2025,24.35,84.45,6.9
BIHAR,GAYA,25-07-2025,24.35,84.45,6.7
BIHAR,GAYA,26-07-2025,24.35,84.45,12.22
BIHAR,GAYA,27-07-2025,24.35,84.45,11.17
BIHAR,GAYA,28-07-2025,24.35,84.45,6.92
BIHAR,GAYA,29-07-2025,24.35,84.45,8.11
BIHAR,GAYA,30-07-2025,24.35,84.45,7.24
BIHAR,GAYA,31-07-2025,24.35,84.45,11.06
BIHAR,GAYA,01-08-2025,24.35,84.45,7.85
BIHAR,GAYA,02-08-2025,24.35,84.45,7.15
BIHAR,GAYA,03-08-2025,24.35,84.45,14.28
BIHAR,GAYA,04-08-2025,24.35,84.45,6.99
BIHAR,GAYA,05-08-2025,24.35,84.45,10.41
BIHAR,GAYA,06-08-2025,24.35,84.45,6.77
BIHAR,GAYA,07-08-2025,24.35,84.45,10.32
BIHAR,GAYA,08-08-2025,24.35,84.45,7.51
BIHAR,GAYA,09-08-2025,24.35,84.45,9.42
BIHAR,GAYA,10-08-2025,24.35,84.45,9.26
BIHAR,GAYA,11-08-2025,24.35,84.45,7.59
BIHAR,GAYA,12-08-2025,24.35,84.45,12.6
BIHAR,GAYA,13-08-2025,24.35,84.45,12.73
BIHAR,GAYA,14-08-2025,24.35,84.45,10.17
BIHAR,GAYA,15-08-2025,24.35,84.45,8.09
BIHAR,GAYA,16-08-2025,24.35,84.45,11.34
BIHAR,GAYA,17-08-2025,24.35,84.45,9.88
BIHAR,GAYA,18-08-2025,24.35,84.45,9.95
BIHAR,GAYA,19-08-2025,24.35,84.45,12.26
BIHAR,GAYA,20-08-2025,24.35,84.45,10.48
BIHAR,GAYA,21-08-2025,24.35,84.45,7.56
BIHAR,GAYA,22-08-2025,24.35,84.45,9.42
BIHAR,GAYA,23-08-2025,24.35,84.45,9.84
BIHAR,GAYA,24-08-2025,24.35,84.45,6.42
BIHAR,GAYA,25-08-2025,24.35,84.45,5.99
BIHAR,GAYA,26-08-2025,24.35,84.45,4.88
BIHAR,GAYA,27-08-2025,24.35,84.45,6.53
BIHAR,GAYA,28-08-2025,24.35,84.45,5.91
BIHAR,GAYA,29-08-2025,24.35,84.45,4.11
BIHAR,GAYA,30-08-2025,24.35,84.45,5.69
BIHAR,GAYA,31-08-2025,24.35,84.45,5.09
BIHAR,GAYA,01-09-2025,24.35,84.45,7.36
BIHAR,GAYA,02-09-2025,24.35,84.45,6.97
BIHAR,GAYA,03-09-2025,24.35,84.45,6.65
BIHAR,GAYA,04-09-2025,24.35,84.45,3.37
BIHAR,GAYA,05-09-2025,24.35,84.45,3.84
BIHAR,GAYA,06-09-2025,24.35,84.45,8.49
BIHAR,GAYA,07-09-2025,24.35,84.45,6.64
BIHAR,GAYA,08-09-2025,24.35,84.45,4.85
BIHAR,GAYA,09-09-2025,24.35,84.45,4.76
BIHAR,GAYA,10-09-2025,24.35,84.45,6.48
BIHAR,GAYA,11-09-2025,24.35,84.45,6.31
BIHAR,GAYA,12-09-2025,24.35,84.45,4.56
BIHAR,GAYA,13-09-2025,24.35,84.45,5.01
BIHAR,GAYA,14-09-2025,24.35,84.45,7.99
BIHAR,GAYA,15-09-2025,24.35,84.45,8.13
BIHAR,GAYA,16-09-2025,24.35,84.45,7.97
BIHAR,GAYA,17-09-2025,24.35,84.45,7.81
BIHAR,GAYA,18-09-2025,24.35,84.45,11.71
BIHAR,GAYA,19-09-2025,24.35,84.45,6.38
BIHAR,GAYA,20-09-2025,24.35,84.45,2.76
BIHAR,GAYA,21-09-2025,24.35,84.45,8.88
BIHAR,GAYA,22-09-2025,24.35,84.45,8.5
BIHAR,GAYA,23-09-2025,24.35,84.45,8.25
BIHAR,GAYA,24-09-2025,24.35,84.45,6.92
BIHAR,GAYA,25-09-2025,24.35,84.45,8.98
BIHAR,GAYA,26-09-2025,24.35,84.45,4.97
BIHAR,GAYA,27-09-2025,24.35,84.45,8.64
BIHAR,GAYA,28-09-2025,24.35,84.45,7.37
BIHAR,GAYA,29-09-2025,24.35,84.45,4.75
BIHAR,GAYA,30-09-2025,24.35,84.45,4.9
BIHAR,GAYA,01-10-2025,24.35,84.45,5.95
BIHAR,GAYA,02-10-2025,24.35,84.45,6.61
BIHAR,GAYA,03-10-2025,24.35,84.45,2.3
BIHAR,GAYA,04-10-2025,24.35,84.45,6.26
BIHAR,GAYA,05-10-2025,24.35,84.45,3.89
BIHAR,GAYA,06-10-2025,24.35,84.45,3.52
BIHAR,GAYA,07-10-2025,24.35,84.45,3.28
BIHAR,GAYA,08-10-2025,24.35,84.45,4.05
BIHAR,GAYA,09-10-2025,24.35,84.45,2.2
BIHAR,GAYA,10-10-2025,24.35,84.45,2.26
BIHAR,GAYA,11-10-2025,24.35,84.45,0.19
BIHAR,GAYA,12-10-2025,24.35,84.45,1.41
BIHAR,GAYA,13-10-2025,24.35,84.45,2.4
BIHAR,GAYA,14-10-2025,24.35,84.45,3.2
BIHAR,GAYA,15-10-2025,24.35,84.45,0.17
BIHAR,GAYA,16-10-2025,24.35,84.45,0.18
BIHAR,GAYA,17-10-2025,24.35,84.45,0.55
BIHAR,GAYA,18-10-2025,24.35,84.45,0.9
BIHAR,GAYA,19-10-2025,24.35,84.45,0.66
BIHAR,GAYA,20-10-2025,24.35,84.45,0.93
BIHAR,GAYA,21-10-2025,24.35,84.45,0.63
BIHAR,GAYA,22-10-2025,24.35,84.45,0.48
BIHAR,GAYA,23-10-2025,24.35,84.45,0.22
BIHAR,GAYA,24-10-2025,24.35,84.45,0.67
BIHAR,GAYA,25-10-2025,24.35,84.45,2.09
BIHAR,GAYA,26-10-2025,24.35,84.45,0.85
BIHAR,GAYA,27-10-2025,24.35,84.45,0.54
BIHAR,GAYA,28-10-2025,24.35,84.45,0.01
BIHAR,GAYA,29-10-2025,24.35,84.45,0.3
BIHAR,GAYA,30-10-2025,24.35,84.45,0.81
BIHAR,GAYA,31-10-2025,24.35,84.45,0.82
BIHAR,GAYA,01-11-2025,24.35,84.45,0.96
BIHAR,GAYA,02-11-2025,24.35,84.45,0.12
BIHAR,GAYA,03-11-2025,24.35,84.45,0.43
BIHAR,GAYA,04-11-2025,24.35,84.45,0.31
BIHAR,GAYA,05-11-2025,24.35,84.45,0.56
BIHAR,GAYA,06-11-2025,24.35,84.45,0.04
BIHAR,GAYA,07-11-2025,24.35,84.45,0
BIHAR,GAYA,08-11-2025,24.35,84.45,0
BIHAR,GAYA,09-11-2025,24.35,84.45,0.07
BIHAR,GAYA,10-11-2025,24.35,84.45,0.19
BIHAR,GAYA,11-11-2025,24.35,84.45,0.02
BIHAR,GAYA,12-11-2025,24.35,84.45,0
BIHAR,GAYA,13-11-2025,24.35,84.45,0.18
BIHAR,GAYA,14-11-2025,24.35,84.45,0.01
BIHAR,GAYA,15-11-2025,24.35,84.45,0.01
BIHAR,GAYA,16-11-2025,24.35,84.45,0
BIHAR,GAYA,17-11-2025,24.35,84.45,0.38
BIHAR,GAYA,18-11-2025,24.35,84.45,0.68
BIHAR,GAYA,19-11-2025,24.35,84.45,0.01
BIHAR,GAYA,20-11-2025,24.35,84.45,0.06
BIHAR,GAYA,21-11-2025,24.35,84.45,0
BIHAR,GAYA,22-11-2025,24.35,84.45,0.22
BIHAR,GAYA,23-11-2025,24.35,84.45,0
BIHAR,GAYA,24-11-2025,24.35,84.45,0
BIHAR,GAYA,25-11-2025,24.35,84.45,0
BIHAR,GAYA,26-11-2025,24.35,84.45,0.22
BIHAR,GAYA,27-11-2025,24.35,84.45,0.18
BIHAR,GAYA,28-11-2025,24.35,84.45,0
BIHAR,GAYA,29-11-2025,24.35,84.45,0
BIHAR,GAYA,30-11-2025,24.35,84.45,0.22
BIHAR,GAYA,01-12-2025,24.35,84.45,0.04
BIHAR,GAYA,02-12-2025,24.35,84.45,0.02
BIHAR,GAYA,03-12-2025,24.35,84.45,0
BIHAR,GAYA,04-12-2025,24.35,84.45,0.1
BIHAR,GAYA,05-12-2025,24.35,84.45,0
BIHAR,GAYA,06-12-2025,24.35,84.45,0.02
BIHAR,GAYA,07-12-2025,24.35,84.45,0.48
BIHAR,GAYA,08-12-2025,24.35,84.45,0.49
BIHAR,GAYA,09-12-2025,24.35,84.45,0.21
BIHAR,GAYA,10-12-2025,24.35,84.45,0.03
BIHAR,GAYA,11-12-2025,24.35,84.45,0
BIHAR,GAYA,12-12-2025,24.35,84.45,0.41
BIHAR,GAYA,13-12-2025,24.35,84.45,0.13
BIHAR,GAYA,14-12-2025,24.35,84.45,0.96
BIHAR,GAYA,15-12-2025,24.35,84.45,0.13
BIHAR,GAYA,16-12-2025,24.35,84.45,0.41
BIHAR,GAYA,17-12-2025,24.35,84.45,0.19
BIHAR,GAYA,18-12-2025,24.35,84.45,0.26
BIHAR,GAYA,19-12-2025,24.35,84.45,0.16
BIHAR,GAYA,20-12-2025,24.35,84.45,0
BIHAR,GAYA,21-12-2025,24.35,84.45,0.03
BIHAR,GAYA,22-12-2025,24.35,84.45,0.02
BIHAR,GAYA,23-12-2025,24.35,84.45,0
BIHAR,GAYA,24-12-2025,24.35,84.45,0.09
BIHAR,GAYA,25-12-2025,24.35,84.45,0.66
BIHAR,GAYA,26-12-2025,24.35,84.45,0.75
BIHAR,GAYA,27-12-2025,24.35,84.45,0
BIHAR,GAYA,28-12-2025,24.35,84.45,0.33
BIHAR,GAYA,29-12-2025,24.35,84.45,0.76
BIHAR,GAYA,30-12-2025,24.35,84.45,0.13
BIHAR,GAYA,31-12-2025,24.35,84.45,0
BIHAR,GAYA,29-02-2025,24.6,84.7,0
BIHAR,GAYA,01-01-2025,24.6,84.7,0.31
BIHAR,GAYA,02-01-2025,24.6,84.7,0.41
BIHAR,GAYA,03-01-2025,24.6,84.7,0.23
BIHAR,GAYA,04-01-2025,24.6,84.7,0.1
BIHAR,GAYA,05-01-2025,24.6,84.7,0.02
BIHAR,GAYA,06-01-2025,24.6,84.7,0.17
BIHAR,GAYA,07-01-2025,24.6,84.7,0.15
BIHAR,GAYA,08-01-2025,24.6,84.7,0
BIHAR,GAYA,09-01-2025,24.6,84.7,0.01
BIHAR,GAYA,10-01-2025,24.6,84.7,0.12
BIHAR,GAYA,11-01-2025,24.6,84.7,0.57
BIHAR,GAYA,12-01-2025,24.6,84.7,0.51
BIHAR,GAYA,13-01-2025,24.6,84.7,0.03
BIHAR,GAYA,14-01-2025,24.6,84.7,0
BIHAR,GAYA,15-01-2025,24.6,84.7,0.15
BIHAR,GAYA,16-01-2025,24.6,84.7,0
BIHAR,GAYA,17-01-2025,24.6,84.7,0
BIHAR,GAYA,18-01-2025,24.6,84.7,0.01
BIHAR,GAYA,19-01-2025,24.6,84.7,0.32
BIHAR,GAYA,20-01-2025,24.6,84.7,0.78
BIHAR,GAYA,21-01-2025,24.6,84.7,0.03
BIHAR,GAYA,22-01-2025,24.6,84.7,0.12
BIHAR,GAYA,23-01-2025,24.6,84.7,1.31
BIHAR,GAYA,24-01-2025,24.6,84.7,3.06
BIHAR,GAYA,25-01-2025,24.6,84.7,0.32
BIHAR,GAYA,26-01-2025,24.6,84.7,0
BIHAR,GAYA,27-01-2025,24.6,84.7,0.31
BIHAR,GAYA,28-01-2025,24.6,84.7,0.46
BIHAR,GAYA,29-01-2025,24.6,84.7,0.34
BIHAR,GAYA,30-01-2025,24.6,84.7,0.1
BIHAR,GAYA,31-01-2025,24.6,84.7,0.07
BIHAR,GAYA,01-02-2025,24.6,84.7,0.06
BIHAR,GAYA,02-02-2025,24.6,84.7,0.06
BIHAR,GAYA,03-02-2025,24.6,84.7,0.06
BIHAR,GAYA,04-02-2025,24.6,84.7,0.15
BIHAR,GAYA,05-02-2025,24.6,84.7,0.24
BIHAR,GAYA,06-02-2025,24.6,84.7,0.03
BIHAR,GAYA,07-02-2025,24.6,84.7,0.21
BIHAR,GAYA,08-02-2025,24.6,84.7,0.85
BIHAR,GAYA,09-02-2025,24.6,84.7,0.6
BIHAR,GAYA,10-02-2025,24.6,84.7,0.17
BIHAR,GAYA,11-02-2025,24.6,84.7,0.53
BIHAR,GAYA,12-02-2025,24.6,84.7,1.55
BIHAR,GAYA,13-02-2025,24.6,84.7,0.32
BIHAR,GAYA,14-02-2025,24.6,84.7,0.39
BIHAR,GAYA,15-02-2025,24.6,84.7,0.75
BIHAR,GAYA,16-02-2025,24.6,84.7,0.22
BIHAR,GAYA,17-02-2025,24.6,84.7,0.25
BIHAR,GAYA,18-02-2025,24.6,84.7,0.03
BIHAR,GAYA,19-02-2025,24.6,84.7,0.38
BIHAR,GAYA,20-02-2025,24.6,84.7,0.25
BIHAR,GAYA,21-02-2025,24.6,84.7,0.06
BIHAR,GAYA,22-02-2025,24.6,84.7,0.18
BIHAR,GAYA,23-02-2025,24.6,84.7,0.7
BIHAR,GAYA,24-02-2025,24.6,84.7,0.34
BIHAR,GAYA,25-02-2025,24.6,84.7,0.24
BIHAR,GAYA,26-02-2025,24.6,84.7,0.17
BIHAR,GAYA,27-02-2025,24.6,84.7,0.06
BIHAR,GAYA,28-02-2025,24.6,84.7,0.37
BIHAR,GAYA,01-03-2025,24.6,84.7,0.24
BIHAR,GAYA,02-03-2025,24.6,84.7,0.62
BIHAR,GAYA,03-03-2025,24.6,84.7,0.08
BIHAR,GAYA,04-03-2025,24.6,84.7,0.65
BIHAR,GAYA,05-03-2025,24.6,84.7,0.15
BIHAR,GAYA,06-03-2025,24.6,84.7,0.26
BIHAR,GAYA,07-03-2025,24.6,84.7,0.66
BIHAR,GAYA,08-03-2025,24.6,84.7,0
BIHAR,GAYA,09-03-2025,24.6,84.7,0
BIHAR,GAYA,10-03-2025,24.6,84.7,0.07
BIHAR,GAYA,11-03-2025,24.6,84.7,0.2
BIHAR,GAYA,12-03-2025,24.6,84.7,0.1
BIHAR,GAYA,13-03-2025,24.6,84.7,0.45
BIHAR,GAYA,14-03-2025,24.6,84.7,2
BIHAR,GAYA,15-03-2025,24.6,84.7,1.04
BIHAR,GAYA,16-03-2025,24.6,84.7,0.22
BIHAR,GAYA,17-03-2025,24.6,84.7,0.33
BIHAR,GAYA,18-03-2025,24.6,84.7,0.07
BIHAR,GAYA,19-03-2025,24.6,84.7,0.02
BIHAR,GAYA,20-03-2025,24.6,84.7,0.12
BIHAR,GAYA,21-03-2025,24.6,84.7,0.92
BIHAR,GAYA,22-03-2025,24.6,84.7,0.39
BIHAR,GAYA,23-03-2025,24.6,84.7,0.28
BIHAR,GAYA,24-03-2025,24.6,84.7,0.39
BIHAR,GAYA,25-03-2025,24.6,84.7,0.04
BIHAR,GAYA,26-03-2025,24.6,84.7,0.09
BIHAR,GAYA,27-03-2025,24.6,84.7,0.17
BIHAR,GAYA,28-03-2025,24.6,84.7,0.02
BIHAR,GAYA,29-03-2025,24.6,84.7,0.05
BIHAR,GAYA,30-03-2025,24.6,84.7,0
BIHAR,GAYA,31-03-2025,24.6,84.7,0.03
BIHAR,GAYA,01-04-2025,24.6,84.7,0.19
BIHAR,GAYA,02-04-2025,24.6,84.7,0
BIHAR,GAYA,03-04-2025,24.6,84.7,0.29
BIHAR,GAYA,04-04-2025,24.6,84.7,0.44
BIHAR,GAYA,05-04-2025,24.6,84.7,0.25
BIHAR,GAYA,06-04-2025,24.6,84.7,0.08
BIHAR,GAYA,07-04-2025,24.6,84.7,0.29
BIHAR,GAYA,08-04-2025,24.6,84.7,0
BIHAR,GAYA,09-04-2025,24.6,84.7,0.14
BIHAR,GAYA,10-04-2025,24.6,84.7,0.19
BIHAR,GAYA,11-04-2025,24.6,84.7,0.18
