STATE,District,Dist_Code,TEHSIL,lat,lon,date,Tmax_mean,Tmax_Std,Tmin_Mean,Tmin_Std,IMD_pr_Mean,IMD_pr_std
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,01-01,21.2,2.71,9.05,2.5,0.16,0.8575
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,01-02,21.05,2.8,9.03,2.48,0.3825,1.3275
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,01-03,20.98,2.95,8.9,2.58,0.0175,0.0925
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,01-04,21.02,2.82,9.08,2.43,0.1425,0.725
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,01-05,20.9,2.94,8.99,2.3,0.035,0.1925
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,01-06,20.94,3.11,8.62,2.35,0.115,0.5725
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,01-07,20.83,3.21,8.9,2.7,0.0925,0.4725
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,01-08,21.2,2.89,8.98,2.85,0.2325,0.995
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,01-09,21.18,2.72,8.81,2.97,0.5025,2.03
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,01-10,21.4,2.93,8.65,2.81,0.2075,1.1225
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,01-11,20.97,2.99,8.64,2.63,0.4575,2.19
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,01-12,21.06,2.64,8.3,2.31,0.26,1.08
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,01-13,21.37,2.72,8.21,2.01,0.495,2.6225
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,01-14,21.43,3.05,8.11,1.82,0.0775,0.38
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,01-15,21.48,2.87,8.37,2.07,0.5825,3.07
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,01-16,21.49,3,8.66,2.1,0.4575,2.18
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,01-17,21.48,3.05,8.83,2.16,0.1875,0.87
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,01-18,21.77,3.41,9.12,2.65,0.2475,1.26
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,01-19,21.73,3.32,9.27,2.79,0.89,2.96
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,01-20,21.85,2.66,8.85,2.67,0.3975,1.7675
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,01-21,21.77,2.63,8.58,1.97,0.3275,1.39
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,01-22,21.92,2.64,8.5,2.08,0.4825,2.25
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,01-23,22.28,2.77,9,2.67,1.2075,4.165
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,01-24,22.32,2.74,9.22,2.39,1.5375,5.895
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,01-25,22.6,2.45,9.07,2.44,0.155,0.79
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,01-26,22.77,2.15,9.04,2.43,0,0
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,01-27,23.02,2.22,9.15,2.28,0.0875,0.4675
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,01-28,23.18,1.93,9.46,2.35,0.2625,0.965
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,01-29,22.81,2.33,9.43,2.16,0.3075,0.9225
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,01-30,23.54,2.39,9.41,2.12,0.1125,0.415
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,01-31,23.88,2.38,9.62,2.2,0.2325,1.1325
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,02-01,23.87,2.32,9.8,2.15,0.47,1.375
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,02-02,24.06,2.3,9.63,2.11,0.2975,1.4225
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,02-03,24.65,2,9.63,1.81,0.035,0.18
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,02-04,24.88,2.01,10.02,1.9,0.325,1.7425
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,02-05,25.09,2.02,10.43,1.8,0.2075,0.745
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,02-06,25.25,2.07,10.57,1.74,0.0525,0.255
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,02-07,25.28,2.12,10.64,2.14,0.0475,0.225
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,02-08,24.79,2.07,10.99,2.35,0.86,2.585
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,02-09,25.22,1.72,10.72,2.05,0.815,2.285
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,02-10,25.46,1.86,10.82,2.21,0.3925,1.575
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,02-11,25.55,2.32,10.96,1.89,0.2825,1.305
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,02-12,25.98,2.12,11.47,2.24,0.49,2.5775
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,02-13,25.9,2.28,11.64,2.17,0.18,0.6775
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,02-14,26.48,2.47,11.94,2.07,0.95,3.0775
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,02-15,26.48,2.52,11.85,2.1,0.4725,1.78
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,02-16,26.49,2.38,12.33,1.96,0.635,2.6875
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,02-17,26.99,2.17,12.45,1.67,0.775,3.815
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,02-18,27.56,1.98,12.5,1.95,0.42,2.215
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,02-19,28.02,1.84,12.54,2.14,0.9275,4.7425
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,02-20,28.06,2.12,12.91,2.17,0.385,1.765
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,02-21,28.26,2.12,12.98,2.01,0.0775,0.3875
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,02-22,28.29,2.36,13.37,1.76,0.71,2.7
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,02-23,28.82,2.16,13.73,1.51,0.6975,2.39
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,02-24,28.99,2.34,13.71,1.82,0.3775,1.695
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,02-25,28.56,2.53,13.81,2.03,0.4525,2.015
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,02-26,28.27,2.23,13.95,2.01,0.6325,2.6725
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,02-27,28.48,2.34,13.78,1.75,1.0775,4.0475
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,02-28,28.72,2.48,13.94,1.87,0.4725,1.9475
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,02-29,29.07,1.97,13.83,1.72,0,0
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,03-01,28.76,2.57,14.15,2.07,1.105,3.965
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,03-02,29.23,2.46,14.06,1.89,0.34,1.63
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,03-03,29.58,2.46,14.36,1.84,0.225,0.81
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,03-04,29.89,2.36,14.24,1.5,0.19,0.7475
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,03-05,29.54,2.53,14.74,2.06,0.005,0.0325
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,03-06,29.38,2.2,14.24,2.07,0.1125,0.6275
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,03-07,30.03,2.25,14.16,2.06,0.245,1.32
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,03-08,30.02,2.17,14.53,2.17,0.2675,1.2125
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,03-09,30.33,1.99,14.77,2.21,0.45,2.435
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,03-10,30.55,2.24,14.98,2.01,0.3725,2.0375
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,03-11,31.12,2.14,15.39,1.67,0.2625,1.18
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,03-12,31.46,2.08,15.78,1.43,0.1075,0.4525
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,03-13,30.57,2.85,15.71,1.79,0.39,1.5575
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,03-14,30.97,2.82,15.82,1.69,1.1125,4.175
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,03-15,31.33,2.5,16.04,1.73,0.45,1.5125
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,03-16,31.85,2.04,16.23,1.85,0.2275,1.005
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,03-17,32.18,2.22,16.51,1.79,0.0475,0.2175
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,03-18,32.76,2.04,16.49,1.67,0,0
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,03-19,32.65,2.33,16.82,1.75,0.0675,0.35
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,03-20,32.85,2.87,16.99,1.99,0.325,1.67
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,03-21,33.1,2.79,16.99,1.97,0.5225,2.445
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,03-22,33.67,2.16,17.21,1.72,0.2525,1.35
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,03-23,33.93,2.03,17.33,1.66,0.065,0.2175
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,03-24,34.21,2.08,17.86,1.59,0.0375,0.16
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,03-25,34.59,2.27,17.74,1.77,0.0725,0.3875
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,03-26,34.68,2.25,18.21,1.8,0.23,1.065
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,03-27,35.16,1.89,18.24,2.03,0.1075,0.545
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,03-28,34.93,1.71,18.48,1.64,0.1075,0.4975
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,03-29,35.47,1.53,19.02,1.33,0.0325,0.1375
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,03-30,35.2,2.15,19.14,1.63,0.12,0.6375
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,03-31,35.21,2.25,18.8,1.83,0.37,1.8975
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,04-01,35.72,2.25,18.59,1.46,0.19,0.945
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,04-02,36.11,2.06,19,1.74,0.1525,0.8525
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,04-03,36.46,2.05,19.25,1.88,0.075,0.3725
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,04-04,36.16,2.43,19.37,2.06,0.2925,1.105
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,04-05,36.25,2.36,19.21,1.77,0.1775,0.7275
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,04-06,37.12,1.99,19.86,1.84,0.2725,1.4125
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,04-07,37.48,2.14,20.06,1.73,0.3775,1.185
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,04-08,37.2,1.97,20.95,1.7,0.43,1.41
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,04-09,37.15,1.91,21.02,1.34,0.3925,1.79
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,04-10,37.15,2.16,20.59,1.24,0.28,1.34
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,04-11,37.44,2.1,20.42,1.78,0.7225,2.835
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,04-12,37.56,2.24,20.95,1.93,0.55,2.6975
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,04-13,37.58,2.23,21.5,1.67,0.2025,1.1175
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,04-14,37.74,2.08,21.36,1.47,0.45,1.8525
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,04-15,37.61,2.11,21.5,1.26,0.7325,2.645
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,04-16,38,1.96,22.01,1.32,0.21,0.6975
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,04-17,38.19,2.36,22.33,1.27,0.635,3.1975
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,04-18,37.85,2.39,21.85,1.67,0.48,2.3025
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,04-19,38.02,2.57,22.08,1.76,0.3525,1.665
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,04-20,37.98,2.5,22.35,1.64,0.2,0.88
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,04-21,37.46,3.02,22.71,1.84,0.1875,0.9175
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,04-22,37.42,2.55,22.49,1.86,0.265,0.9825
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,04-23,38.36,2.17,22.53,1.48,0.185,0.765
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,04-24,38.01,2.51,22.16,1.46,0.3325,1.195
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,04-25,38.01,2.89,22.42,1.37,0.2925,1.34
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,04-26,38.05,3.32,22.7,1.6,0.2375,0.8625
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,04-27,37.93,2.96,22.9,1.56,0.4575,1.935
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,04-28,37.74,2.84,22.91,1.26,0.445,1.795
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,04-29,37.9,2.65,23.01,1.38,0.3325,1.42
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,04-30,37.53,3.01,22.95,1.6,0.705,2.405
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,05-01,37.32,3.19,23.27,1.59,0.6575,2.8025
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,05-02,37.03,2.53,23.13,1.62,1.09,3.4325
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,05-03,36.96,2.33,23.09,1.68,0.1775,0.74
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,05-04,37.05,2.23,22.72,1.63,1.0675,3.4575
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,05-05,36.98,2.43,23.03,1.29,0.43,1.7
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,05-06,37.58,2.07,23.08,1.49,1.065,3.875
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,05-07,37.24,2.48,23.31,1.31,0.6125,1.995
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,05-08,37.57,2.23,23.54,1.5,0.835,2.755
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,05-09,37.97,2.44,24.02,1.38,0.565,1.98
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,05-10,37.91,2.45,23.87,1.79,0.315,1.405
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,05-11,38.24,2.45,23.92,1.85,2.0825,6.315
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,05-12,37.65,2.73,23.71,1.79,1.7025,4.9825
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,05-13,38.22,2.42,24.15,1.82,0.5925,1.8225
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,05-14,38.39,2.28,24.47,1.72,0.345,0.9575
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,05-15,38.23,2.35,24.79,1.49,0.425,1.625
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,05-16,38.42,2.35,24.59,1.31,0.8375,2.925
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,05-17,38.48,2.04,24.65,1.25,0.2025,1.025
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,05-18,38.5,1.57,24.97,1.2,0.3575,1.5925
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,05-19,38.23,2.34,25,1.42,0.525,1.815
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,05-20,37.96,2.98,24.86,1.45,1.61,4.9725
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,05-21,38.15,2.73,24.44,1.31,1.7875,4.83
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,05-22,38.38,2.77,24.7,1.38,1.0525,3.735
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,05-23,38.6,2.76,25.01,1.42,0.405,1.495
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,05-24,38.68,2.83,25.23,1.32,1.415,3.0675
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,05-25,38.53,3.26,25.37,1.58,0.8025,2.2325
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,05-26,38.67,3.02,25.05,1.61,1.3575,4.6725
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,05-27,37.97,3.51,24.97,1.81,3.0775,7.5525
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,05-28,37.97,3.5,24.82,1.56,4.56,18.07
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,05-29,38.06,3.25,24.71,1.51,1.975,5.2375
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,05-30,38.35,3.12,25.48,1.56,1.295,5.8825
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,05-31,38.34,3.09,25.13,1.47,4.455,15.545
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,06-01,38.62,2.68,25.52,1.43,1.7725,6.4175
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,06-02,38.84,2.43,25.61,1.28,1.2725,4.1975
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,06-03,39.05,2.55,25.96,1.25,0.2075,0.6
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,06-04,38.58,2.77,25.8,1.65,1.965,5.755
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,06-05,38.5,2.67,25.59,1.76,1.4075,4.2375
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,06-06,38.2,2.95,25.63,1.73,2.35,6.615
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,06-07,38.07,3.36,25.95,1.64,4.31,13.3575
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,06-08,37.77,3.54,25.96,1.64,4.815,20.895
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,06-09,38.45,3.19,25.85,1.85,3.2875,9.6175
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,06-10,38.67,2.77,26.2,1.2,1.2475,4.14
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,06-11,38.45,2.76,26.49,1.15,0.745,2.4575
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,06-12,38.53,2.92,26.39,1.27,2.335,6.8575
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,06-13,38.11,3.07,26.34,1.19,1.97,4.9675
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,06-14,37.69,3.68,26.37,1.42,1.5225,5.01
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,06-15,37.32,4.08,26.06,1.84,4.4975,11.61
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,06-16,37.03,3.94,26.33,1.82,3.0775,7.0525
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,06-17,37.13,3.72,25.94,1.57,5.1025,12.2175
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,06-18,36.63,3.75,25.88,1.45,3.91,10.2475
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,06-19,36.22,4.04,25.65,1.59,6.505,12.455
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,06-20,36.17,3.35,25.57,1.56,6.2675,12.415
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,06-21,35.95,2.88,25.75,1.36,6.2325,13.405
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,06-22,35.92,2.7,25.54,1.27,7.73,14.4975
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,06-23,35.51,2.51,25.53,0.97,3.285,5.2875
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,06-24,35.62,2.14,25.77,1.1,5.2,9.885
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,06-25,35.42,2.32,25.78,1.08,4.0525,7.985
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,06-26,35.17,2.06,25.96,1.07,5.215,9.815
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,06-27,34.93,2.11,25.77,1.06,7.7925,14.975
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,06-28,34.59,2.4,25.58,1.04,7.7625,13.665
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,06-29,33.98,2.75,25.34,1.05,9.4775,16.7525
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,06-30,33.87,2.46,25.35,1.17,14.015,22.65
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,07-01,34.44,1.9,25.38,1.1,6.2725,9.5
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,07-02,33.93,1.7,25.3,0.87,8.85,14.2575
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,07-03,33.98,1.36,25.49,0.75,8.8175,13.2675
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,07-04,33.87,1.81,25.48,0.75,8.585,15.7275
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,07-05,33.46,2.05,25.21,0.89,14.495,26.6325
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,07-06,33.97,1.8,25.15,0.91,11.61,17.53
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,07-07,33.94,1.59,25.29,0.75,7.2675,11.5425
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,07-08,34.26,1.96,25.67,0.84,6.8225,11.275
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,07-09,34.04,1.91,25.69,1.05,7.1725,15.7175
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,07-10,33.67,2.13,25.71,1.07,9.7175,17.495
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,07-11,33.25,2.14,25.42,1.1,9.825,14.4575
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,07-12,33.48,2.1,25.31,0.99,16.875,33.4
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,07-13,34.08,1.96,25.6,0.99,13.105,23.5275
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,07-14,34.21,1.93,25.67,1.21,7.555,13.75
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,07-15,33.83,1.7,25.61,0.84,11.16,16.42
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,07-16,33.68,1.98,25.28,0.98,10.9725,18.2325
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,07-17,33.83,1.81,25.55,0.96,10.94,19.0125
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,07-18,34.14,1.76,25.72,0.92,6.275,9.21
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,07-19,34.06,1.77,25.82,0.93,8.315,16.7925
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,07-20,33.81,1.71,25.59,0.92,7.58,15.3325
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,07-21,33.53,1.47,25.51,0.81,7.285,11.7625
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,07-22,33.63,1.43,25.6,0.73,4.955,8.7075
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,07-23,33.5,1.74,25.47,0.8,5.1425,11.3075
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,07-24,33.37,1.56,25.56,0.88,6.8975,11.675
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,07-25,33.45,1.73,25.48,0.96,7.4325,11.975
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,07-26,33.49,1.94,25.34,0.78,6.095,9.6025
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,07-27,33.26,1.77,25.2,0.86,7,10.4275
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,07-28,33.48,1.61,25.3,0.74,6.36,9.26
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,07-29,33.64,1.58,25.19,0.8,9.9,16.985
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,07-30,33.4,1.52,25.4,0.72,5.1075,7.5125
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,07-31,33.17,1.49,25.26,0.78,6.385,11.3475
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,08-01,33.45,1.42,25.17,0.91,7.1025,10.525
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,08-02,33.31,1.35,25.22,0.91,7.9225,11.24
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,08-03,33.02,1.48,25.05,0.63,7.245,11.2575
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,08-04,33.59,1.43,25.27,0.79,5.8675,9.3525
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,08-05,33.54,1.41,25.57,0.72,3.24,4.9125
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,08-06,33.59,1.41,25.45,0.65,5.53,11.075
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,08-07,33.76,1.34,25.14,0.71,7.33,11.99
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,08-08,33.44,1.47,25.41,0.78,5.2775,9.3
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,08-09,33.79,1.61,25.51,0.81,6.42,9.3225
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,08-10,33.79,1.32,25.56,0.91,5.86,9.2725
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,08-11,33.29,1.41,25.38,0.84,5.76,8.01
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,08-12,32.87,1.51,25.27,0.79,10.73,17.365
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,08-13,32.58,1.62,24.88,0.67,13.115,17.86
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,08-14,32.46,1.7,24.79,0.8,13.84,26.05
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,08-15,32.95,1.32,24.92,0.71,9.895,15.13
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,08-16,33.67,1.4,25.08,0.6,9.5525,13.1075
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,08-17,33.18,1.32,25.23,0.63,8.63,10.875
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,08-18,33.03,1.55,25.33,0.78,11.345,16.625
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,08-19,33,1.24,25.13,0.64,9.6,15.5475
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,08-20,32.91,1.21,25.1,0.63,6.5375,10.51
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,08-21,33.22,1.13,25.21,0.66,6.9025,13.1
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,08-22,33.26,1.43,25.16,0.69,6.5575,10.71
BIHAR,BHOJPUR,D97,PIRO,25.5,84.5,08-23,32.98,1.3,25.24,0.76,5.6,10.915
