STATE,District,Dist_Code,TEHSIL,lat,lon,date,Tmax_mean,Tmax_Std,Tmin_Mean,Tmin_Std,IMD_pr_Mean,IMD_pr_std
HARYANA,JIND,D218,JULANA,29.5,76.5,08-28,34.16,1.49,25.61,0.68,7.8875,21.21
HARYANA,JIND,D218,JULANA,29.5,76.5,08-29,33.79,1.75,25.51,0.75,2.89,6.985
HARYANA,JIND,D218,JULANA,29.5,76.5,08-30,34.22,1.68,25.46,0.79,2.9175,6.12
HARYANA,JIND,D218,JULANA,29.5,76.5,08-31,34.04,1.8,25.4,0.94,1.25,3.1975
HARYANA,JIND,D218,JULANA,29.5,76.5,09-01,33.87,2.21,25.37,0.85,2.755,6.2975
HARYANA,JIND,D218,JULANA,29.5,76.5,09-02,33.97,2,25.4,0.98,3.1375,8.1425
HARYANA,JIND,D218,JULANA,29.5,76.5,09-03,33.91,1.85,25.1,0.98,4.11,10.6025
HARYANA,JIND,D218,JULANA,29.5,76.5,09-04,33.8,2.11,24.94,0.86,6.5775,18.155
HARYANA,JIND,D218,JULANA,29.5,76.5,09-05,34.1,2.11,24.81,1.13,4.595,16.1225
HARYANA,JIND,D218,JULANA,29.5,76.5,09-06,34.24,1.67,24.67,1.24,2.565,6.5825
HARYANA,JIND,D218,JULANA,29.5,76.5,09-07,33.99,1.96,24.69,1.34,1.9975,4.53
HARYANA,JIND,D218,JULANA,29.5,76.5,09-08,33.51,2.2,24.86,1.11,1.535,3.96
HARYANA,JIND,D218,JULANA,29.5,76.5,09-09,33.88,2.08,24.86,1.06,4.55,12.5425
HARYANA,JIND,D218,JULANA,29.5,76.5,09-10,33.83,2.25,24.73,1.07,3.1925,8.3825
HARYANA,JIND,D218,JULANA,29.5,76.5,09-11,33.62,2.45,24.6,1.12,5.925,22.2475
HARYANA,JIND,D218,JULANA,29.5,76.5,09-12,33.6,2.09,24.42,1.23,5.015,14.505
HARYANA,JIND,D218,JULANA,29.5,76.5,09-13,33.52,2.26,24.51,1.31,4.375,13.3
HARYANA,JIND,D218,JULANA,29.5,76.5,09-14,33.92,1.94,24.66,1.32,5.28,12.4475
HARYANA,JIND,D218,JULANA,29.5,76.5,09-15,34.12,1.7,24.21,1.14,1.92,5.5925
HARYANA,JIND,D218,JULANA,29.5,76.5,09-16,33.63,1.82,24.11,1.06,3.4925,11.67
HARYANA,JIND,D218,JULANA,29.5,76.5,09-17,33.87,1.62,24.19,1.01,1.395,3.66
HARYANA,JIND,D218,JULANA,29.5,76.5,09-18,34.03,2.08,24.03,1.11,1.24,4.81
HARYANA,JIND,D218,JULANA,29.5,76.5,09-19,33.96,2.49,24.04,1.38,1.045,4.3475
HARYANA,JIND,D218,JULANA,29.5,76.5,09-20,34.39,1.93,24.05,1.41,1.8125,7.455
HARYANA,JIND,D218,JULANA,29.5,76.5,09-21,34.34,1.77,23.96,1.25,1.8925,5.82
HARYANA,JIND,D218,JULANA,29.5,76.5,09-22,33.66,2.42,23.81,1.27,3.6075,10.695
HARYANA,JIND,D218,JULANA,29.5,76.5,09-23,33.36,2.49,23.36,1.38,4.3725,10.505
HARYANA,JIND,D218,JULANA,29.5,76.5,09-24,33.37,2.46,23.15,1.3,6.5425,17.125
HARYANA,JIND,D218,JULANA,29.5,76.5,09-25,33.68,2.16,22.81,1.23,4.1975,13.645
HARYANA,JIND,D218,JULANA,29.5,76.5,09-26,33.84,1.66,22.74,1.29,0.945,5.165
HARYANA,JIND,D218,JULANA,29.5,76.5,09-27,34.31,1.59,22.88,1.2,0.0125,0.07
HARYANA,JIND,D218,JULANA,29.5,76.5,09-28,34.28,1.37,22.82,1.26,0.0075,0.04
HARYANA,JIND,D218,JULANA,29.5,76.5,09-29,34.37,1.5,22.66,1.53,0.0625,0.2875
HARYANA,JIND,D218,JULANA,29.5,76.5,09-30,34.29,1.69,22.3,1.59,0.135,0.57
HARYANA,JIND,D218,JULANA,29.5,76.5,10-01,34.35,1.74,22.16,1.63,0.0325,0.1825
HARYANA,JIND,D218,JULANA,29.5,76.5,10-02,34.5,1.32,21.96,1.87,0.6725,3.18
HARYANA,JIND,D218,JULANA,29.5,76.5,10-03,34.26,1.79,21.67,1.76,1.695,6.4025
HARYANA,JIND,D218,JULANA,29.5,76.5,10-04,34.06,2.14,21.52,1.82,0.3225,1.5775
HARYANA,JIND,D218,JULANA,29.5,76.5,10-05,33.96,2.3,21.13,1.64,0.5575,2.84
HARYANA,JIND,D218,JULANA,29.5,76.5,10-06,33.58,2.56,20.9,1.42,0.2225,0.93
HARYANA,JIND,D218,JULANA,29.5,76.5,10-07,33.54,2.3,20.71,1.61,0.215,1.1675
HARYANA,JIND,D218,JULANA,29.5,76.5,10-08,33.7,2.41,20.66,1.55,0.27,1.245
HARYANA,JIND,D218,JULANA,29.5,76.5,10-09,33.86,1.97,20.38,1.65,0.1425,0.7875
HARYANA,JIND,D218,JULANA,29.5,76.5,10-10,33.87,1.83,20.22,1.53,0.1725,0.7075
HARYANA,JIND,D218,JULANA,29.5,76.5,10-11,33.31,2.32,19.77,1.41,1.2,5.115
HARYANA,JIND,D218,JULANA,29.5,76.5,10-12,33.41,2.03,19.19,1.41,0.37,1.9175
HARYANA,JIND,D218,JULANA,29.5,76.5,10-13,33.31,1.66,18.97,1.5,0,0
HARYANA,JIND,D218,JULANA,29.5,76.5,10-14,33.34,1.97,18.93,1.49,0.14,0.7675
HARYANA,JIND,D218,JULANA,29.5,76.5,10-15,33.2,1.73,18.34,1.42,0.0875,0.48
HARYANA,JIND,D218,JULANA,29.5,76.5,10-16,32.88,1.96,18.16,1.28,0.075,0.405
HARYANA,JIND,D218,JULANA,29.5,76.5,10-17,32.34,2.47,17.97,1.48,1.62,6.9575
HARYANA,JIND,D218,JULANA,29.5,76.5,10-18,32.34,2.33,17.84,1.45,1.0725,4.6575
HARYANA,JIND,D218,JULANA,29.5,76.5,10-19,32.5,1.96,17.55,1.48,0.535,1.8975
HARYANA,JIND,D218,JULANA,29.5,76.5,10-20,32.56,1.77,17.34,1.39,0.3375,1.83
HARYANA,JIND,D218,JULANA,29.5,76.5,10-21,32.25,1.61,17.17,1.46,0.03,0.1575
HARYANA,JIND,D218,JULANA,29.5,76.5,10-22,32.07,1.68,16.93,1.44,0,0
HARYANA,JIND,D218,JULANA,29.5,76.5,10-23,31.74,1.74,16.28,1.53,0,0
HARYANA,JIND,D218,JULANA,29.5,76.5,10-24,31.41,2.07,16.08,1.48,0.0025,0.0125
HARYANA,JIND,D218,JULANA,29.5,76.5,10-25,31.5,1.58,15.83,1.68,0.015,0.0825
HARYANA,JIND,D218,JULANA,29.5,76.5,10-26,31.35,1.46,15.79,1.33,0.0275,0.1525
HARYANA,JIND,D218,JULANA,29.5,76.5,10-27,31.29,1.54,15.75,1.32,0.01,0.0475
HARYANA,JIND,D218,JULANA,29.5,76.5,10-28,30.92,1.76,15.5,1.66,0.11,0.605
HARYANA,JIND,D218,JULANA,29.5,76.5,10-29,31.02,1.66,15.21,1.72,0.5025,2.41
HARYANA,JIND,D218,JULANA,29.5,76.5,10-30,31.05,1.88,15.37,1.75,0.0425,0.2275
HARYANA,JIND,D218,JULANA,29.5,76.5,10-31,30.79,1.52,15.16,1.65,0,0
HARYANA,JIND,D218,JULANA,29.5,76.5,11-01,30.93,1.55,15.01,1.55,0.005,0.02
HARYANA,JIND,D218,JULANA,29.5,76.5,11-02,30.5,1.62,14.85,1.4,0,0
HARYANA,JIND,D218,JULANA,29.5,76.5,11-03,30.35,1.62,14.74,1.5,0.045,0.245
HARYANA,JIND,D218,JULANA,29.5,76.5,11-04,30.15,1.23,14.63,1.45,0.0175,0.095
HARYANA,JIND,D218,JULANA,29.5,76.5,11-05,29.98,1.44,14.48,1.78,0.0425,0.23
HARYANA,JIND,D218,JULANA,29.5,76.5,11-06,29.85,1.22,14.2,1.69,0.2125,1.1675
HARYANA,JIND,D218,JULANA,29.5,76.5,11-07,29.21,2.03,14.12,1.83,0.0575,0.295
HARYANA,JIND,D218,JULANA,29.5,76.5,11-08,29.33,1.56,13.61,1.99,0.1425,0.7525
HARYANA,JIND,D218,JULANA,29.5,76.5,11-09,29.12,1.48,13.57,1.95,0,0.005
HARYANA,JIND,D218,JULANA,29.5,76.5,11-10,28.79,1.5,13.28,1.95,0.0075,0.0475
HARYANA,JIND,D218,JULANA,29.5,76.5,11-11,28.56,1.26,12.6,1.73,0.055,0.295
HARYANA,JIND,D218,JULANA,29.5,76.5,11-12,28.47,1.25,12.63,1.52,0,0
HARYANA,JIND,D218,JULANA,29.5,76.5,11-13,28.04,1.48,12.45,1.57,0.005,0.0275
HARYANA,JIND,D218,JULANA,29.5,76.5,11-14,27.98,1.29,12.6,1.85,0.0525,0.2625
HARYANA,JIND,D218,JULANA,29.5,76.5,11-15,27.8,1.32,12.28,1.84,0.0075,0.04
HARYANA,JIND,D218,JULANA,29.5,76.5,11-16,27.46,1.45,11.99,1.75,0.3625,1.995
HARYANA,JIND,D218,JULANA,29.5,76.5,11-17,27.46,1.5,11.58,1.76,0.0525,0.245
HARYANA,JIND,D218,JULANA,29.5,76.5,11-18,27.47,1.4,11.39,1.91,0.01,0.0475
HARYANA,JIND,D218,JULANA,29.5,76.5,11-19,27.34,1.45,10.96,1.53,0,0
HARYANA,JIND,D218,JULANA,29.5,76.5,11-20,27.06,1.4,10.57,1.47,0.325,1.785
HARYANA,JIND,D218,JULANA,29.5,76.5,11-21,26.91,1.44,10.15,1.39,0,0
HARYANA,JIND,D218,JULANA,29.5,76.5,11-22,26.88,1.61,10.2,1.67,0,0
HARYANA,JIND,D218,JULANA,29.5,76.5,11-23,26.72,1.49,10.52,1.97,0.025,0.135
HARYANA,JIND,D218,JULANA,29.5,76.5,11-24,26.53,1.49,10.6,1.79,0.035,0.2025
HARYANA,JIND,D218,JULANA,29.5,76.5,11-25,26.18,1.84,10.2,1.8,0.0175,0.07
HARYANA,JIND,D218,JULANA,29.5,76.5,11-26,26.01,1.85,10.3,1.88,0.4175,2.2575
HARYANA,JIND,D218,JULANA,29.5,76.5,11-27,25.74,2.04,9.92,1.8,0.0275,0.1325
HARYANA,JIND,D218,JULANA,29.5,76.5,11-28,25.67,2,9.86,1.79,0.465,2.1825
HARYANA,JIND,D218,JULANA,29.5,76.5,11-29,25.7,1.65,9.45,1.69,0.085,0.4425
HARYANA,JIND,D218,JULANA,29.5,76.5,11-30,25.55,1.71,9.43,1.7,0.0575,0.31
HARYANA,JIND,D218,JULANA,29.5,76.5,12-01,25.05,1.78,9.14,1.99,0.0625,0.2975
HARYANA,JIND,D218,JULANA,29.5,76.5,12-02,24.69,1.98,8.96,1.93,0,0
HARYANA,JIND,D218,JULANA,29.5,76.5,12-03,24.96,1.59,8.84,1.79,0.2975,1.6275
HARYANA,JIND,D218,JULANA,29.5,76.5,12-04,25.07,1.75,8.86,1.7,0.01,0.0525
HARYANA,JIND,D218,JULANA,29.5,76.5,12-05,24.79,1.85,8.82,1.74,0.0425,0.2275
HARYANA,JIND,D218,JULANA,29.5,76.5,12-06,24.79,1.4,8.9,1.62,0.0025,0.0125
HARYANA,JIND,D218,JULANA,29.5,76.5,12-07,24.62,1.2,8.77,1.85,0,0
HARYANA,JIND,D218,JULANA,29.5,76.5,12-08,24.4,1.88,8.52,1.83,0.2775,1.525
HARYANA,JIND,D218,JULANA,29.5,76.5,12-09,23.99,2.15,8.62,2.23,0.5075,2.69
HARYANA,JIND,D218,JULANA,29.5,76.5,12-10,23.41,2.13,8.68,2.08,0.2125,1.1625
HARYANA,JIND,D218,JULANA,29.5,76.5,12-11,23.17,1.85,8.35,2.34,0.015,0.0775
HARYANA,JIND,D218,JULANA,29.5,76.5,12-12,22.5,2.26,8.25,2.26,0.1075,0.5175
HARYANA,JIND,D218,JULANA,29.5,76.5,12-13,22.17,2.5,8.14,2.15,0.3325,1.5625
HARYANA,JIND,D218,JULANA,29.5,76.5,12-14,21.88,2.44,7.89,1.87,0.3325,1.385
HARYANA,JIND,D218,JULANA,29.5,76.5,12-15,22.09,2.45,7.73,2.22,0.3725,1.7675
HARYANA,JIND,D218,JULANA,29.5,76.5,12-16,21.85,2.72,7.13,2.26,0.1075,0.58
HARYANA,JIND,D218,JULANA,29.5,76.5,12-17,22.01,2.92,7.29,1.97,0.025,0.13
HARYANA,JIND,D218,JULANA,29.5,76.5,12-18,21.73,2.94,7.21,2.1,0,0
HARYANA,JIND,D218,JULANA,29.5,76.5,12-19,21.48,2.52,7.11,2.42,0,0
HARYANA,JIND,D218,JULANA,29.5,76.5,12-20,21.12,2.52,7.39,2.33,0,0
HARYANA,JIND,D218,JULANA,29.5,76.5,12-21,20.84,2.89,7.43,2.21,0.025,0.1425
HARYANA,JIND,D218,JULANA,29.5,76.5,12-22,21.06,2.65,7.12,1.96,0,0
HARYANA,JIND,D218,JULANA,29.5,76.5,12-23,20.45,3.01,7.11,1.76,0.01,0.0575
HARYANA,JIND,D218,JULANA,29.5,76.5,12-24,20.35,2.59,6.61,1.6,0.0475,0.2575
HARYANA,JIND,D218,JULANA,29.5,76.5,12-25,19.71,2.91,6.55,1.58,0.025,0.1325
HARYANA,JIND,D218,JULANA,29.5,76.5,12-26,19.7,2.58,6.44,1.52,0.0175,0.1025
HARYANA,JIND,D218,JULANA,29.5,76.5,12-27,19.8,2.97,6.28,1.7,0.295,1.1
HARYANA,JIND,D218,JULANA,29.5,76.5,12-28,19.74,2.92,6.25,1.79,0.5275,2.8925
HARYANA,JIND,D218,JULANA,29.5,76.5,12-29,19.4,2.63,6.22,1.87,0.0125,0.0675
HARYANA,JIND,D218,JULANA,29.5,76.5,12-30,19.34,2.92,6.28,2.08,0.2925,1.155
HARYANA,JIND,D218,JULANA,29.5,76.5,12-31,18.51,2.6,6.62,2.05,0.4725,1.9425
PUNJAB,BARNALA,D520,BARNALA,30.5,75.5,01-01,18.14,2.7,5.33,2.05,0.28,1.34
PUNJAB,BARNALA,D520,BARNALA,30.5,75.5,01-02,18.39,2.42,5.29,1.69,0,0
PUNJAB,BARNALA,D520,BARNALA,30.5,75.5,01-03,18.14,2.56,5.47,1.7,0.06,0.26
PUNJAB,BARNALA,D520,BARNALA,30.5,75.5,01-04,18.15,2.52,5.34,1.59,0.02,0.09
PUNJAB,BARNALA,D520,BARNALA,30.5,75.5,01-05,17.37,2.63,5.77,2.31,0.06,0.22
PUNJAB,BARNALA,D520,BARNALA,30.5,75.5,01-06,17.59,2.7,5.62,2.67,0.75,1.85
PUNJAB,BARNALA,D520,BARNALA,30.5,75.5,01-07,17.55,2.79,5.1,2.47,1.18,3.26
PUNJAB,BARNALA,D520,BARNALA,30.5,75.5,01-08,17.68,2.81,4.98,2.31,0.81,3.05
PUNJAB,BARNALA,D520,BARNALA,30.5,75.5,01-09,17.82,2.63,4.99,2.02,1.99,6.79
PUNJAB,BARNALA,D520,BARNALA,30.5,75.5,01-10,18.33,2.65,4.77,1.78,0.37,1.72
PUNJAB,BARNALA,D520,BARNALA,30.5,75.5,01-11,18.58,2.63,4.96,1.9,0.06,0.34
PUNJAB,BARNALA,D520,BARNALA,30.5,75.5,01-12,18.96,2.55,5.44,2.16,0.36,1.96
PUNJAB,BARNALA,D520,BARNALA,30.5,75.5,01-13,19.11,2.37,5.76,2.09,0.33,1.39
PUNJAB,BARNALA,D520,BARNALA,30.5,75.5,01-14,18.86,2.46,5.73,2,0.72,2.24
PUNJAB,BARNALA,D520,BARNALA,30.5,75.5,01-15,18.66,2.38,5.71,2.08,0.29,1.41
PUNJAB,BARNALA,D520,BARNALA,30.5,75.5,01-16,18.42,2.73,5.67,2.22,0.9,2.37
PUNJAB,BARNALA,D520,BARNALA,30.5,75.5,01-17,18.06,2.11,5.99,2.46,0.24,0.8
PUNJAB,BARNALA,D520,BARNALA,30.5,75.5,01-18,18.2,2.06,5.29,2.17,0.46,1.2
PUNJAB,BARNALA,D520,BARNALA,30.5,75.5,01-19,18.75,2.15,5.59,1.67,0.07,0.34
PUNJAB,BARNALA,D520,BARNALA,30.5,75.5,01-20,18.84,2.58,5.65,1.84,0.42,1.84
PUNJAB,BARNALA,D520,BARNALA,30.5,75.5,01-21,18.95,2.55,5.63,2.01,0.02,0.12
PUNJAB,BARNALA,D520,BARNALA,30.5,75.5,01-22,18.43,2.82,6.16,2.24,0.87,2.66
PUNJAB,BARNALA,D520,BARNALA,30.5,75.5,01-23,18.82,2.59,5.6,2.32,1.62,4.64
PUNJAB,BARNALA,D520,BARNALA,30.5,75.5,01-24,18.36,2.63,5.55,2.23,0.34,1.66
PUNJAB,BARNALA,D520,BARNALA,30.5,75.5,01-25,18.59,2.64,5.66,1.94,0.49,1.88
PUNJAB,BARNALA,D520,BARNALA,30.5,75.5,01-26,19.25,2.46,5.7,2.01,0.2,0.96
PUNJAB,BARNALA,D520,BARNALA,30.5,75.5,01-27,19.8,2.42,5.56,1.61,0.54,2.61
PUNJAB,BARNALA,D520,BARNALA,30.5,75.5,01-28,19.98,2.55,5.65,1.91,0.64,2.72
PUNJAB,BARNALA,D520,BARNALA,30.5,75.5,01-29,20.03,2.45,5.84,2.14,0.05,0.26
PUNJAB,BARNALA,D520,BARNALA,30.5,75.5,01-30,20.4,2.58,6.35,2.29,0.28,0.9
PUNJAB,BARNALA,D520,BARNALA,30.5,75.5,01-31,20.11,2.8,6.38,2.05,0.47,1.34
PUNJAB,BARNALA,D520,BARNALA,30.5,75.5,02-01,20.48,2.85,6.67,2.11,0.16,0.73
PUNJAB,BARNALA,D520,BARNALA,30.5,75.5,02-02,20.78,2.36,6.64,2.08,0.02,0.12
PUNJAB,BARNALA,D520,BARNALA,30.5,75.5,02-03,20.52,2.79,6.82,1.71,0.54,1.6
PUNJAB,BARNALA,D520,BARNALA,30.5,75.5,02-04,20.63,2.95,7,2.05,0.59,1.93
PUNJAB,BARNALA,D520,BARNALA,30.5,75.5,02-05,20.99,2.79,7.15,2.21,0.68,2.4
PUNJAB,BARNALA,D520,BARNALA,30.5,75.5,02-06,20.99,2.78,6.66,2.05,0.25,0.76
PUNJAB,BARNALA,D520,BARNALA,30.5,75.5,02-07,21.02,2.66,6.96,2.33,0.58,2.94
PUNJAB,BARNALA,D520,BARNALA,30.5,75.5,02-08,21.38,2.58,6.74,2.06,0.5,1.92
PUNJAB,BARNALA,D520,BARNALA,30.5,75.5,02-09,21.69,2.21,6.63,2.42,0.38,1.85
PUNJAB,BARNALA,D520,BARNALA,30.5,75.5,02-10,21.66,2.44,6.65,2.32,0.88,2.49
PUNJAB,BARNALA,D520,BARNALA,30.5,75.5,02-11,21.71,2.43,6.83,2.21,0.74,2.7
PUNJAB,BARNALA,D520,BARNALA,30.5,75.5,02-12,21.91,2.64,7.37,2.03,0.2,0.69
PUNJAB,BARNALA,D520,BARNALA,30.5,75.5,02-13,22.57,2.43,7.96,2.15,1.25,5.79
PUNJAB,BARNALA,D520,BARNALA,30.5,75.5,02-14,22.83,2.64,8.71,2.14,0.45,1.87
PUNJAB,BARNALA,D520,BARNALA,30.5,75.5,02-15,22.39,2.76,8.88,1.93,0.31,1.47
PUNJAB,BARNALA,D520,BARNALA,30.5,75.5,02-16,22.85,2.73,8.92,2.14,0.58,2.26
PUNJAB,BARNALA,D520,BARNALA,30.5,75.5,02-17,23.5,2.42,9.17,2.37,0.01,0.05
PUNJAB,BARNALA,D520,BARNALA,30.5,75.5,02-18,23.83,2.28,9.4,2.39,0.2,1.04
PUNJAB,BARNALA,D520,BARNALA,30.5,75.5,02-19,24.17,2.49,9.72,2.37,1.84,9.84
PUNJAB,BARNALA,D520,BARNALA,30.5,75.5,02-20,23.91,2.82,9.78,2.71,0.53,2.07
PUNJAB,BARNALA,D520,BARNALA,30.5,75.5,02-21,24.21,2.88,9.29,2.15,0.51,1.7
PUNJAB,BARNALA,D520,BARNALA,30.5,75.5,02-22,24.44,2.54,9.6,1.96,0.2,0.87
PUNJAB,BARNALA,D520,BARNALA,30.5,75.5,02-23,24.02,2.87,9.65,2.17,0.44,1.68
PUNJAB,BARNALA,D520,BARNALA,30.5,75.5,02-24,24.2,2.86,9.8,2.23,0.9,3.83
PUNJAB,BARNALA,D520,BARNALA,30.5,75.5,02-25,24.89,3.09,10.06,2.26,2.38,11.97
PUNJAB,BARNALA,D520,BARNALA,30.5,75.5,02-26,24.75,3.22,9.81,2.13,0.83,4.48
PUNJAB,BARNALA,D520,BARNALA,30.5,75.5,02-27,24.45,3.25,10.3,2.41,0.74,2.67
PUNJAB,BARNALA,D520,BARNALA,30.5,75.5,02-28,24.42,2.75,10.39,2.13,1.3,4.96
PUNJAB,BARNALA,D520,BARNALA,30.5,75.5,02-29,25.82,1.92,9.34,1.82,0,0
PUNJAB,BARNALA,D520,BARNALA,30.5,75.5,03-01,24.55,3.32,10.57,2,0.61,1.51
PUNJAB,BARNALA,D520,BARNALA,30.5,75.5,03-02,24.48,3.68,10.87,1.79,0.85,3.11
PUNJAB,BARNALA,D520,BARNALA,30.5,75.5,03-03,24.83,3.11,10.47,1.74,0.67,2.9
PUNJAB,BARNALA,D520,BARNALA,30.5,75.5,03-04,25.29,3.27,10.47,2.11,0.03,0.11
PUNJAB,BARNALA,D520,BARNALA,30.5,75.5,03-05,25.19,3.21,10.76,2.23,0.03,0.11
PUNJAB,BARNALA,D520,BARNALA,30.5,75.5,03-06,25.61,3.09,10.66,1.85,0.47,1.66
PUNJAB,BARNALA,D520,BARNALA,30.5,75.5,03-07,25.9,2.85,10.63,2.05,1.58,7.91
PUNJAB,BARNALA,D520,BARNALA,30.5,75.5,03-08,26.35,2.73,11.28,1.91,0.08,0.27
PUNJAB,BARNALA,D520,BARNALA,30.5,75.5,03-09,26.38,2.3,11.24,2.08,0.57,1.51
PUNJAB,BARNALA,D520,BARNALA,30.5,75.5,03-10,26.23,2.33,11.84,2.23,0.66,2.38
PUNJAB,BARNALA,D520,BARNALA,30.5,75.5,03-11,26.07,3.03,11.45,2.1,0.95,3.39
PUNJAB,BARNALA,D520,BARNALA,30.5,75.5,03-12,26.8,2.87,11.66,2.25,1.12,2.68
PUNJAB,BARNALA,D520,BARNALA,30.5,75.5,03-13,26.96,3.38,11.54,2.19,0.92,3.52
PUNJAB,BARNALA,D520,BARNALA,30.5,75.5,03-14,26.84,3.41,11.85,2.35,0.59,2.09
PUNJAB,BARNALA,D520,BARNALA,30.5,75.5,03-15,27.18,3.27,12.36,2.53,0.41,1.59
PUNJAB,BARNALA,D520,BARNALA,30.5,75.5,03-16,27.97,3.01,13.16,2.22,0.07,0.35
PUNJAB,BARNALA,D520,BARNALA,30.5,75.5,03-17,28.47,2.96,13.35,2.06,0.09,0.44
PUNJAB,BARNALA,D520,BARNALA,30.5,75.5,03-18,29.01,3.09,13.45,2.1,0.66,2.4
PUNJAB,BARNALA,D520,BARNALA,30.5,75.5,03-19,29.51,2.83,14.16,2.07,0.21,0.87
PUNJAB,BARNALA,D520,BARNALA,30.5,75.5,03-20,29.72,2.71,14.21,1.79,0.44,1.26
PUNJAB,BARNALA,D520,BARNALA,30.5,75.5,03-21,29.32,2.73,14.14,2.03,0.59,2.12
PUNJAB,BARNALA,D520,BARNALA,30.5,75.5,03-22,29.52,2.95,13.92,2.15,0.39,1.13
PUNJAB,BARNALA,D520,BARNALA,30.5,75.5,03-23,30.08,2.97,13.95,2.07,0.07,0.37
PUNJAB,BARNALA,D520,BARNALA,30.5,75.5,03-24,29.91,3.19,14.3,2.24,0.55,1.73
PUNJAB,BARNALA,D520,BARNALA,30.5,75.5,03-25,30.29,2.89,14.51,1.91,1.35,5
PUNJAB,BARNALA,D520,BARNALA,30.5,75.5,03-26,30.89,2.38,14.96,1.69,0.79,3.91
PUNJAB,BARNALA,D520,BARNALA,30.5,75.5,03-27,31.17,3.33,15.52,1.53,0.08,0.39
PUNJAB,BARNALA,D520,BARNALA,30.5,75.5,03-28,31.69,2.83,15.97,1.71,0.73,3.12
PUNJAB,BARNALA,D520,BARNALA,30.5,75.5,03-29,31.48,3.01,16.12,1.92,0.36,1.27
PUNJAB,BARNALA,D520,BARNALA,30.5,75.5,03-30,31.76,3.17,15.94,1.97,0.22,0.76
PUNJAB,BARNALA,D520,BARNALA,30.5,75.5,03-31,31.33,3.69,15.66,2.04,0.09,0.44
PUNJAB,BARNALA,D520,BARNALA,30.5,75.5,04-01,32.15,3.13,15.51,2.03,0.36,1.76
PUNJAB,BARNALA,D520,BARNALA,30.5,75.5,04-02,32.76,2.86,15.64,1.96,0.45,2.09
PUNJAB,BARNALA,D520,BARNALA,30.5,75.5,04-03,32.69,3.46,15.9,2.4,0.56,2.27
PUNJAB,BARNALA,D520,BARNALA,30.5,75.5,04-04,33.25,3.31,16.36,2.16,0.26,1.19
PUNJAB,BARNALA,D520,BARNALA,30.5,75.5,04-05,33.02,3.31,16.59,2.1,0.26,0.98
PUNJAB,BARNALA,D520,BARNALA,30.5,75.5,04-06,33.52,2.93,16.69,2.2,0.48,1.49
PUNJAB,BARNALA,D520,BARNALA,30.5,75.5,04-07,33.64,3.12,16.65,1.97,0.64,1.73
PUNJAB,BARNALA,D520,BARNALA,30.5,75.5,04-08,34.07,2.77,16.89,2.18,0.28,1.23
PUNJAB,BARNALA,D520,BARNALA,30.5,75.5,04-09,34.42,2.83,17.19,2.44,0.23,0.87
PUNJAB,BARNALA,D520,BARNALA,30.5,75.5,04-10,34.83,2.68,17.59,2.49,0.08,0.43
PUNJAB,BARNALA,D520,BARNALA,30.5,75.5,04-11,35.02,3.02,17.4,2.16,0.29,1.32
PUNJAB,BARNALA,D520,BARNALA,30.5,75.5,04-12,35.51,2.54,18.02,2.39,0.29,1.33
PUNJAB,BARNALA,D520,BARNALA,30.5,75.5,04-13,35.93,2.76,18.27,2.12,0.44,1.79
PUNJAB,BARNALA,D520,BARNALA,30.5,75.5,04-14,36.37,2.87,18.57,1.94,0.3,1.07
PUNJAB,BARNALA,D520,BARNALA,30.5,75.5,04-15,37.1,2.47,19.28,1.95,0.12,0.64
PUNJAB,BARNALA,D520,BARNALA,30.5,75.5,04-16,36.71,3.14,19.53,1.96,0.9,2.82
PUNJAB,BARNALA,D520,BARNALA,30.5,75.5,04-17,35.94,3.86,19.18,2.68,0.97,2.94
PUNJAB,BARNALA,D520,BARNALA,30.5,75.5,04-18,35.96,3.66,18.94,2.71,1.11,3.36
PUNJAB,BARNALA,D520,BARNALA,30.5,75.5,04-19,36.24,3.31,19.32,2.84,0.68,2.41
PUNJAB,BARNALA,D520,BARNALA,30.5,75.5,04-20,36.31,3.38,19.34,2.76,0.13,0.63
PUNJAB,BARNALA,D520,BARNALA,30.5,75.5,04-21,35.96,3.25,19.46,2.95,0.33,1.02
PUNJAB,BARNALA,D520,BARNALA,30.5,75.5,04-22,36.33,2.54,18.98,2.17,0.04,0.18
PUNJAB,BARNALA,D520,BARNALA,30.5,75.5,04-23,36.76,2.85,19.59,2.01,0.26,1.12
PUNJAB,BARNALA,D520,BARNALA,30.5,75.5,04-24,37.61,2.13,19.53,2.03,0.01,0.04
PUNJAB,BARNALA,D520,BARNALA,30.5,75.5,04-25,38.11,2.15,19.9,1.71,0,0
PUNJAB,BARNALA,D520,BARNALA,30.5,75.5,04-26,38.02,2.64,20.26,1.68,0.09,0.44
PUNJAB,BARNALA,D520,BARNALA,30.5,75.5,04-27,37.99,3,20.71,1.71,0.01,0.06
PUNJAB,BARNALA,D520,BARNALA,30.5,75.5,04-28,38.41,2.69,21.06,1.91,0.29,1.17
PUNJAB,BARNALA,D520,BARNALA,30.5,75.5,04-29,38,3.17,20.97,1.76,0.19,0.6
PUNJAB,BARNALA,D520,BARNALA,30.5,75.5,04-30,38.2,3.41,21,2.23,0.96,4.45
PUNJAB,BARNALA,D520,BARNALA,30.5,75.5,05-01,38.13,3.96,21.08,2.53,0.23,0.71
