 date(1995-2025),lat,lon,District,STATE,Dist_Code,TEHSIL,Tmin_Std
16-12-2025,27.5,80.5,SITAPUR,UTTAR PRADESH,D745,BISWAN,1.81
17-12-2025,27.5,80.5,SITAPUR,UTTAR PRADESH,D745,BISWAN,1.78
18-12-2025,27.5,80.5,SITAPUR,UTTAR PRADESH,D745,BISWAN,1.76
19-12-2025,27.5,80.5,SITAPUR,UTTAR PRADESH,D745,BISWAN,2.13
20-12-2025,27.5,80.5,SITAPUR,UTTAR PRADESH,D745,BISWAN,2.04
21-12-2025,27.5,80.5,SITAPUR,UTTAR PRADESH,D745,BISWAN,2.04
22-12-2025,27.5,80.5,SITAPUR,UTTAR PRADESH,D745,BISWAN,2.01
23-12-2025,27.5,80.5,SITAPUR,UTTAR PRADESH,D745,BISWAN,1.71
24-12-2025,27.5,80.5,SITAPUR,UTTAR PRADESH,D745,BISWAN,1.45
25-12-2025,27.5,80.5,SITAPUR,UTTAR PRADESH,D745,BISWAN,1.49
26-12-2025,27.5,80.5,SITAPUR,UTTAR PRADESH,D745,BISWAN,1.47
27-12-2025,27.5,80.5,SITAPUR,UTTAR PRADESH,D745,BISWAN,1.71
28-12-2025,27.5,80.5,SITAPUR,UTTAR PRADESH,D745,BISWAN,1.9
29-12-2025,27.5,80.5,SITAPUR,UTTAR PRADESH,D745,BISWAN,1.71
30-12-2025,27.5,80.5,SITAPUR,UTTAR PRADESH,D745,BISWAN,1.72
31-12-2025,27.5,80.5,SITAPUR,UTTAR PRADESH,D745,BISWAN,2.13
01-01-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,2.48
02-01-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,2.12
03-01-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,2.59
04-01-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,2.51
05-01-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,2.29
06-01-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,2.48
07-01-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,3.05
08-01-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,3.12
09-01-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,2.79
10-01-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,2.54
11-01-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,2.12
12-01-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,1.82
13-01-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,2.1
14-01-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,2.13
15-01-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,2.2
16-01-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,2.62
17-01-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,2.79
18-01-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,2.97
19-01-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,2.52
20-01-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,2.02
21-01-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,1.86
22-01-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,2.19
23-01-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,2.61
24-01-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,2.34
25-01-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,2.25
26-01-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,2.17
27-01-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,2.15
28-01-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,2.09
29-01-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,2.07
30-01-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,2.2
31-01-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,2.43
01-02-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,2.18
02-02-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,1.87
03-02-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,1.63
04-02-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,1.76
05-02-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,1.98
06-02-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,1.99
07-02-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,2.16
08-02-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,2.18
09-02-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,2.15
10-02-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,2.18
11-02-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,2.24
12-02-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,2.24
13-02-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,2.21
14-02-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,2.39
15-02-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,2.36
16-02-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,1.75
17-02-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,1.89
18-02-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,2.29
19-02-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,2.31
20-02-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,2.44
21-02-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,2.2
22-02-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,1.75
23-02-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,1.92
24-02-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,2.18
25-02-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,2.3
26-02-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,2.06
27-02-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,2
28-02-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,2.18
29-02-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,2.13
01-03-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,2.35
02-03-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,2.14
03-03-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,2.15
04-03-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,2
05-03-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,2.42
06-03-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,2.32
07-03-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,2.26
08-03-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,2.15
09-03-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,2.3
10-03-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,1.83
11-03-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,1.82
12-03-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,1.88
13-03-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,1.87
14-03-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,1.92
15-03-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,2.13
16-03-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,2.29
17-03-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,1.88
18-03-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,1.99
19-03-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,2.09
20-03-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,2.17
21-03-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,2.04
22-03-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,1.85
23-03-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,1.7
24-03-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,1.99
25-03-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,2.15
26-03-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,1.95
27-03-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,2.09
28-03-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,1.44
29-03-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,1.66
30-03-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,1.79
31-03-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,1.85
01-04-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,1.69
02-04-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,1.65
03-04-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,1.92
04-04-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,2.29
05-04-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,1.97
06-04-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,2.02
07-04-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,1.87
08-04-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,1.54
09-04-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,1.59
10-04-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,2.03
11-04-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,2.07
12-04-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,1.92
13-04-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,1.89
14-04-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,1.62
15-04-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,1.51
16-04-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,1.54
17-04-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,1.86
18-04-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,2.03
19-04-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,2.05
20-04-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,2.15
21-04-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,2.04
22-04-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,2.08
23-04-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,1.53
24-04-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,1.63
25-04-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,1.89
26-04-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,1.72
27-04-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,1.6
28-04-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,1.38
29-04-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,1.33
30-04-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,1.34
01-05-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,1.92
02-05-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,2.01
03-05-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,2.3
04-05-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,2.11
05-05-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,1.68
06-05-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,1.55
07-05-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,1.53
08-05-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,1.55
09-05-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,1.46
10-05-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,2.16
11-05-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,2.26
12-05-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,1.92
13-05-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,1.81
14-05-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,1.86
15-05-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,1.68
16-05-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,1.8
17-05-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,1.85
18-05-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,1.77
19-05-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,1.98
20-05-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,2
21-05-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,1.94
22-05-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,1.88
23-05-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,1.64
24-05-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,1.9
25-05-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,1.77
26-05-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,2.33
27-05-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,1.88
28-05-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,1.98
29-05-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,1.99
30-05-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,2.26
31-05-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,1.76
01-06-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,1.63
02-06-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,1.69
03-06-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,1.48
04-06-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,1.74
05-06-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,1.94
06-06-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,1.77
07-06-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,1.54
08-06-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,1.42
09-06-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,1.54
10-06-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,1.65
11-06-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,1.69
12-06-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,1.58
13-06-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,1.63
14-06-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,1.78
15-06-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,1.99
16-06-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,2.01
17-06-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,1.82
18-06-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,1.81
19-06-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,1.87
20-06-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,1.77
21-06-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,1.69
22-06-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,1.62
23-06-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,1.64
24-06-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,1.42
25-06-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,1.3
26-06-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,1.39
27-06-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,1.42
28-06-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,1.45
29-06-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,1.38
30-06-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,1.59
01-07-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,1.42
02-07-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,1.25
03-07-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,1.06
04-07-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,1.13
05-07-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,1.13
06-07-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,1.22
07-07-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,1.17
08-07-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,1.23
09-07-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,1.32
10-07-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,1.24
11-07-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,1.28
12-07-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,1.29
13-07-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,1.01
14-07-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,1.1
15-07-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,1.02
16-07-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,0.93
17-07-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,1.09
18-07-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,1.29
19-07-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,1.07
20-07-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,0.93
21-07-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,1.05
22-07-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,0.91
23-07-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,0.9
24-07-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,0.92
25-07-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,1.03
26-07-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,1.13
27-07-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,1.29
28-07-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,1.2
29-07-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,0.9
30-07-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,0.86
31-07-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,0.97
01-08-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,0.91
02-08-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,0.96
03-08-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,0.74
04-08-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,0.79
05-08-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,0.74
06-08-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,0.73
07-08-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,0.76
08-08-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,0.91
09-08-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,0.79
10-08-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,0.85
11-08-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,0.78
12-08-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,0.72
13-08-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,0.73
14-08-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,0.77
15-08-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,0.73
16-08-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,0.74
17-08-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,0.94
18-08-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,0.81
19-08-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,0.79
20-08-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,0.82
21-08-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,0.85
22-08-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,0.87
23-08-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,0.83
24-08-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,0.65
25-08-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,0.64
26-08-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,0.73
27-08-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,0.74
28-08-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,0.88
29-08-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,0.72
30-08-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,0.84
31-08-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,0.77
01-09-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,0.97
02-09-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,1.03
03-09-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,0.92
04-09-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,0.7
05-09-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,0.77
06-09-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,0.86
07-09-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,0.79
08-09-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,1.03
09-09-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,1.07
10-09-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,0.84
11-09-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,0.8
12-09-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,0.78
13-09-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,0.81
14-09-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,0.93
15-09-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,0.97
16-09-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,0.88
17-09-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,0.93
18-09-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,0.98
19-09-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,1.01
20-09-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,0.99
21-09-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,1.03
22-09-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,0.95
23-09-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,0.85
24-09-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,0.82
25-09-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,1.03
26-09-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,0.92
27-09-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,1.01
28-09-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,1.1
29-09-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,1.1
30-09-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,1.33
01-10-2025,26.5,80.5,UNNAO,UTTAR PRADESH,D748,BIGHAPUR,1.24
