 date(1995-2025),lat,lon,District,STATE,Dist_Code,TEHSIL,Tmin_Std
27-03-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.92
28-03-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.4
29-03-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.51
30-03-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.74
31-03-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.73
01-04-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.6
02-04-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.6
03-04-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.82
04-04-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,2.2
05-04-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.96
06-04-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.97
07-04-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.81
08-04-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.62
09-04-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.59
10-04-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.87
11-04-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,2.03
12-04-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,2.01
13-04-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.84
14-04-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.69
15-04-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.45
16-04-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.6
17-04-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.71
18-04-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.89
19-04-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.95
20-04-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,2.1
21-04-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,2
22-04-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,2.11
23-04-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.48
24-04-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.54
25-04-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.77
26-04-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.63
27-04-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.58
28-04-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.29
29-04-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.32
30-04-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.47
01-05-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.85
02-05-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.78
03-05-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,2.05
04-05-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.96
05-05-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.48
06-05-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.59
07-05-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.56
08-05-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.48
09-05-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.41
10-05-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,2
11-05-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,2.08
12-05-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.98
13-05-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.91
14-05-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.96
15-05-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.67
16-05-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.78
17-05-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.73
18-05-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.86
19-05-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.86
20-05-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.74
21-05-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.54
22-05-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.42
23-05-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.48
24-05-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.73
25-05-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.68
26-05-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.98
27-05-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.78
28-05-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.91
29-05-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.79
30-05-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.97
31-05-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.67
01-06-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.53
02-06-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.48
03-06-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.37
04-06-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.69
05-06-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.81
06-06-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.66
07-06-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.36
08-06-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.49
09-06-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.66
10-06-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.44
11-06-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.45
12-06-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.52
13-06-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.36
14-06-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.81
15-06-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.86
16-06-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.76
17-06-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.63
18-06-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.75
19-06-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.87
20-06-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.68
21-06-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.51
22-06-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.3
23-06-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.34
24-06-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.07
25-06-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.1
26-06-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.25
27-06-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.25
28-06-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.35
29-06-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.32
30-06-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.48
01-07-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.27
02-07-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.02
03-07-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,0.9
04-07-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,0.92
05-07-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.13
06-07-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.12
07-07-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.11
08-07-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.13
09-07-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.29
10-07-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.23
11-07-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.22
12-07-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.28
13-07-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1
14-07-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.15
15-07-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,0.91
16-07-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,0.94
17-07-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.06
18-07-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.14
19-07-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,0.99
20-07-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1
21-07-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,0.95
22-07-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,0.84
23-07-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,0.85
24-07-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,0.95
25-07-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.06
26-07-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,0.98
27-07-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.16
28-07-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.17
29-07-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,0.84
30-07-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,0.77
31-07-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,0.84
01-08-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,0.84
02-08-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,0.86
03-08-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,0.65
04-08-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,0.72
05-08-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,0.62
06-08-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,0.61
07-08-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,0.73
08-08-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,0.79
09-08-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,0.7
10-08-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,0.86
11-08-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,0.7
12-08-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,0.68
13-08-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,0.64
14-08-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,0.76
15-08-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,0.68
16-08-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,0.68
17-08-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,0.85
18-08-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,0.8
19-08-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,0.8
20-08-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,0.7
21-08-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,0.66
22-08-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,0.76
23-08-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,0.67
24-08-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,0.59
25-08-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,0.6
26-08-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,0.66
27-08-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,0.69
28-08-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,0.85
29-08-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,0.74
30-08-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,0.76
31-08-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,0.77
01-09-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,0.94
02-09-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,0.96
03-09-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,0.87
04-09-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,0.57
05-09-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,0.71
06-09-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,0.95
07-09-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,0.77
08-09-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,0.85
09-09-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,0.88
10-09-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,0.74
11-09-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,0.76
12-09-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,0.75
13-09-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,0.76
14-09-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,0.87
15-09-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,0.77
16-09-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,0.85
17-09-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,0.92
18-09-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,0.84
19-09-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,0.88
20-09-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,0.89
21-09-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,0.88
22-09-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,0.86
23-09-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,0.82
24-09-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,0.82
25-09-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1
26-09-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,0.97
27-09-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,0.94
28-09-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1
29-09-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,0.97
30-09-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.23
01-10-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.21
02-10-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.2
03-10-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.24
04-10-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.13
05-10-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.12
06-10-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.06
07-10-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.39
08-10-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.49
09-10-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.35
10-10-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.32
11-10-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.26
12-10-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.56
13-10-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.67
14-10-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.68
15-10-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.72
16-10-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.67
17-10-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.75
18-10-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.5
19-10-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.65
20-10-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.7
21-10-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.54
22-10-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.5
23-10-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.66
24-10-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.71
25-10-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.69
26-10-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.58
27-10-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.48
28-10-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.64
29-10-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.66
30-10-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.82
31-10-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.48
01-11-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.65
02-11-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.54
03-11-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.57
04-11-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.72
05-11-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.63
06-11-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.69
07-11-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.7
08-11-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.79
09-11-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.93
10-11-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,2.01
11-11-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.77
12-11-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.77
13-11-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.6
14-11-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.83
15-11-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.82
16-11-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,2.02
17-11-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.95
18-11-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,2.1
19-11-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.89
20-11-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.73
21-11-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.62
22-11-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.59
23-11-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.77
24-11-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.73
25-11-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.66
26-11-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.79
27-11-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.82
28-11-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.8
29-11-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.66
30-11-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.73
01-12-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.85
02-12-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.99
03-12-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.99
04-12-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.74
05-12-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.54
06-12-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.86
07-12-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.85
08-12-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.85
09-12-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.9
10-12-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,2.01
11-12-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.83
12-12-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,2.02
13-12-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,2.04
14-12-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,2.02
15-12-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.75
16-12-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.72
17-12-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.74
18-12-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.65
19-12-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.97
20-12-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.98
21-12-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.97
22-12-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,2.09
23-12-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.83
24-12-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.52
25-12-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.59
26-12-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.56
27-12-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.62
28-12-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.86
29-12-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.72
30-12-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.72
31-12-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,2.07
01-01-2025,25.5,80.5,BANDA,UTTAR PRADESH,D689,ATARRA,2.35
02-01-2025,25.5,80.5,BANDA,UTTAR PRADESH,D689,ATARRA,2.18
03-01-2025,25.5,80.5,BANDA,UTTAR PRADESH,D689,ATARRA,2.67
04-01-2025,25.5,80.5,BANDA,UTTAR PRADESH,D689,ATARRA,2.73
05-01-2025,25.5,80.5,BANDA,UTTAR PRADESH,D689,ATARRA,2.54
