date(1995-2025),lat,lon,District,STATE,Dist_Code,TEHSIL,Tmax_Std
18-02-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,2.11
19-02-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,2.21
20-02-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.87
21-02-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,2.31
22-02-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,2.68
23-02-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,2.45
24-02-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,2.73
25-02-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,2.54
26-02-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,2.41
27-02-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,2.73
28-02-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,2.58
29-02-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.75
01-03-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,3.01
02-03-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,2.82
03-03-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,2.92
04-03-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,3.02
05-03-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,2.73
06-03-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,2.25
07-03-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,2.51
08-03-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,2.01
09-03-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.97
10-03-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,2.84
11-03-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,2.37
12-03-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,2.34
13-03-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,2.61
14-03-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,2.59
15-03-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,2.88
16-03-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,2.2
17-03-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,2.39
18-03-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,2.32
19-03-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,2.33
20-03-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,2.45
21-03-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,2.5
22-03-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,2.21
23-03-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,2.23
24-03-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,2.34
25-03-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,2.06
26-03-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,2.29
27-03-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,2.51
28-03-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.9
29-03-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,2.06
30-03-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,2.7
31-03-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,2.71
01-04-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,2.58
02-04-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,2.06
03-04-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,2.5
04-04-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,2.69
05-04-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,2.46
06-04-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,2.19
07-04-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,2.15
08-04-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,2.07
09-04-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,2.2
10-04-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,2.19
11-04-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,2.16
12-04-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,2.19
13-04-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,2.52
14-04-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,2.31
15-04-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,2.48
16-04-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,2.34
17-04-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,2.8
18-04-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,2.88
19-04-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,2.66
20-04-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,2.5
21-04-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,2.69
22-04-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,2.29
23-04-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,2.23
24-04-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,2.39
25-04-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,2.58
26-04-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,3.12
27-04-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,2.62
28-04-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,2.57
29-04-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,2.64
30-04-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,3.3
01-05-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,3.35
02-05-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,2.78
03-05-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,2.48
04-05-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,2.57
05-05-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,2.55
06-05-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,2.39
07-05-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,2.52
08-05-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,2.15
09-05-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.92
10-05-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,2.33
11-05-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,2.07
12-05-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,2.17
13-05-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,2.28
14-05-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,2.19
15-05-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,2.28
16-05-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,2.13
17-05-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,2.3
18-05-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,2.53
19-05-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,3.2
20-05-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,2.94
21-05-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,2.96
22-05-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,3.09
23-05-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,2.96
24-05-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,3.05
25-05-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,3.13
26-05-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,2.9
27-05-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,2.88
28-05-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,3.35
29-05-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,3.49
30-05-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,3.12
31-05-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,3.1
01-06-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,3.05
02-06-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,2.88
03-06-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,3.27
04-06-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,3.55
05-06-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,3.22
06-06-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,3.04
07-06-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,3.39
08-06-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,3.28
09-06-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,3.29
10-06-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,3.16
11-06-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,2.78
12-06-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,3.14
13-06-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,3.08
14-06-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,3.55
15-06-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,3.91
16-06-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,3.98
17-06-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,3.84
18-06-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,3.85
19-06-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,3.88
20-06-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,3.46
21-06-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,3.01
22-06-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,2.92
23-06-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,2.7
24-06-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,2.43
25-06-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,2.72
26-06-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,2.41
27-06-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,2.76
28-06-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,2.82
29-06-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,3.21
30-06-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,3.21
01-07-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,2.32
02-07-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,2.21
03-07-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.9
04-07-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.84
05-07-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,2.36
06-07-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,2.66
07-07-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,2.31
08-07-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,2.35
09-07-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,2.54
10-07-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,2.39
11-07-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,2.4
12-07-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,2.21
13-07-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,2.03
14-07-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,2.17
15-07-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.95
16-07-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,2.02
17-07-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,2.09
18-07-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,2.24
19-07-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.92
20-07-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.77
21-07-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.7
22-07-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.63
23-07-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.66
24-07-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.79
25-07-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.87
26-07-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.86
27-07-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,2.14
28-07-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.72
29-07-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.72
30-07-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.53
31-07-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.53
01-08-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.44
02-08-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.33
03-08-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.8
04-08-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.57
05-08-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.4
06-08-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.35
07-08-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.27
08-08-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.41
09-08-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.43
10-08-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.35
11-08-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.47
12-08-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.85
13-08-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.67
14-08-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.49
15-08-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.8
16-08-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.77
17-08-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.7
18-08-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.72
19-08-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.64
20-08-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.32
21-08-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.42
22-08-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.6
23-08-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.49
24-08-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.32
25-08-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.46
26-08-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.24
27-08-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.23
28-08-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.34
29-08-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.35
30-08-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.43
31-08-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.7
01-09-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.69
02-09-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,2.01
03-09-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.71
04-09-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.7
05-09-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.69
06-09-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.9
07-09-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.75
08-09-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.8
09-09-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.92
10-09-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.8
11-09-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.75
12-09-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.77
13-09-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.88
14-09-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.72
15-09-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.86
16-09-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,2.11
17-09-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,2.23
18-09-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.93
19-09-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.99
20-09-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.73
21-09-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.91
22-09-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.83
23-09-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.53
24-09-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,2.04
25-09-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,2.03
26-09-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.93
27-09-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.98
28-09-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.96
29-09-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.89
30-09-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.48
01-10-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.34
02-10-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.74
03-10-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,2.09
04-10-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,2.08
05-10-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.95
06-10-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,2.22
07-10-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.84
08-10-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.49
09-10-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.44
10-10-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.73
11-10-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.9
12-10-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.5
13-10-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.54
14-10-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,2.25
15-10-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.9
16-10-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.58
17-10-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.51
18-10-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.3
19-10-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.69
20-10-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.46
21-10-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.55
22-10-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.23
23-10-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.47
24-10-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.63
25-10-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.51
26-10-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.22
27-10-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.37
28-10-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.61
29-10-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.74
30-10-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.86
31-10-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.68
01-11-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.17
02-11-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.14
03-11-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.09
04-11-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.02
05-11-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,0.97
06-11-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,0.99
07-11-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.12
08-11-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.37
09-11-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.09
10-11-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.08
11-11-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,0.93
12-11-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.39
13-11-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.1
14-11-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.1
15-11-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.06
16-11-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.22
17-11-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.15
18-11-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.26
19-11-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.28
20-11-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.16
21-11-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.2
22-11-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.16
23-11-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.26
24-11-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,0.98
25-11-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.1
26-11-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.05
27-11-2025,27.5,81.5,BAHRAICH,UTTAR PRADESH,D686,BAHRAICH,1.21
