station_id,station_name
100290,Nigdhu Apmc
90144,Najafgarh
100306,Samalkha
99368,Darsi
100322,Biaora
99384,Banka
100338,Krishi Upaj Mandi Samiti-badwaha
99400,Lakhanpur
100354,Ratlam
99417,Gurgaon Kvk
99433,Sujani
99449,Hagari
8205,Chamba
99465,Pala
26005,Soreng
99481,Gadchiroli Kvk
30021,Kumbalgarh
99497,Gajapati1
42031,Kupwara
100369,Chikhali
99513,Dungarpur Kvk
42074,Kapurthala
100385,Yeola
99531,Adilabad Kvk
42106,Solan
100407,Paralakhemundi
99547,Ghazipur
42165,Bikaner
100423,Khanna Apmc
99912,Almora
42249,Siker
100439,Anaimalai
99931,Hyderabad-rajinder Nagar
42311,Sibsagar
100455,Kallakurichi
99947,Chennai-madhavaram
42372,Fursatganj
100472,Perundurai
99966,Jaipur-vaishali Nagar
42413,Mazbat
100488,Udumalpet
99982,Nagpur-college Of Agriculture
42483,Varanasi Bhu
100504,Choppadandi
100001,Chakulia
42567,Khajuraho
100520,Kamareddy
100017,Bajju
42655,Banswada
100536,Shadnagar
100033,Chabra
42730,Okha
100552,Negamam
100049,Fatehpur
42803,Midnapore
101006,Chanju-i
100065,Keshoraipatan
42874,Raipur-lalpur
101022,Naitwar Mori
100081,Mandawari
42933,Akola City
101038,Sorang
100098,Rajdhani Mandi Kukarkhera
42973,Chandbali
101054,Bhimtal
100114,Sri Vijaynagar
43057,Mumbai-colaba
101076,Khirsu
100130,Badaun
43109,Harnai
100146,Deoria
