total_source_records,included_records,excluded_records,total_columns,farm_columns,weather_columns,min_season_days,max_season_days,mean_season_days,min_weeks,max_weeks,mean_weeks,sowing_years,unique_lat_lon_pairs
1065,1056,9,144,28,116,33,197,122.5,6,29,18.2,"2012,2014,2015,2022",994
